A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
THE Court of Appeals,order.01,the judge hearing,,Affirmative,THE Court of Appeals ( CA ) ordered the judge hearing the serious illegal detention case against alleged pork barrel scam mastermind Janet Napoles to comment on her petition to be released on bail . 
the judge hearing,hear.01,the serious illegal detention case against,,Affirmative,THE Court of Appeals ( CA ) ordered the judge hearing the serious illegal detention case against alleged pork barrel scam mastermind Janet Napoles to comment on her petition to be released on bail . 
the CA Special Seventh Division,require.01,to articulate,Judge Elmo Alameda and,Affirmative,"In a two - page resolution , the CA Special Seventh Division required Makati City Regional Trial Court branch 150 Judge Elmo Alameda and whistleblower Benhur Luy to articulate their position within 10 days from notice . "
Judge Elmo Alameda and,articulate.01,their position,,Affirmative,"In a two - page resolution , the CA Special Seventh Division required Makati City Regional Trial Court branch 150 Judge Elmo Alameda and whistleblower Benhur Luy to articulate their position within 10 days from notice . "
scam mastermind Janet Napoles to comment on her petition to be released on bail,have.03,five days from receipt of,,Affirmative,"Napoles , meanwhile , has five days from receipt of the comment to counter the respondents ' claims . "
Elmo Alameda,junk.01,bid for,,Affirmative,"Alameda junked Napoles ' bid for temporary liberty twice ( November 2013 and February 2014 ) , saying Luy was actually deprived of his liberty by Napoles and her brother , Reynald Lim . "
Elmo Alameda,say.01,Luy was actually deprived of,,Affirmative,"Alameda junked Napoles ' bid for temporary liberty twice ( November 2013 and February 2014 ) , saying Luy was actually deprived of his liberty by Napoles and her brother , Reynald Lim . "
by Napoles and,deprive.01,of,,Affirmative,"Alameda junked Napoles ' bid for temporary liberty twice ( November 2013 and February 2014 ) , saying Luy was actually deprived of his liberty by Napoles and her brother , Reynald Lim . "
scam mastermind Janet Napoles to comment on her petition to be released on bail,deny.01,detaining Luy,,Affirmative,"Napoles denied detaining Luy , claiming her estranged personal assistant went on a spiritual retreat in exchange for the non-filing of cases against him for allegedly stealing P300,000 and obtaining loans worth more than P5 million without her consent . "
scam mastermind Janet Napoles to comment on her petition to be released on bail,detain.01,Benhur Luy,,Affirmative,"Napoles denied detaining Luy , claiming her estranged personal assistant went on a spiritual retreat in exchange for the non-filing of cases against him for allegedly stealing P300,000 and obtaining loans worth more than P5 million without her consent . "
scam mastermind Janet Napoles to comment on her petition to be released on bail,claim.01,assistant went on,,Affirmative,"Napoles denied detaining Luy , claiming her estranged personal assistant went on a spiritual retreat in exchange for the non-filing of cases against him for allegedly stealing P300,000 and obtaining loans worth more than P5 million without her consent . "
by,rescue.01,Luy,,Affirmative,Luy was rescued by National Bureau of Investigation ( NBI ) agents in Napoles ' condominium unit on March 22 last year after three months in detention . 
scam mastermind Janet Napoles to comment on her petition to be released on bail,ask.02,to endorse her as,the Department of Justice,Affirmative,Napoles recently asked the Department of Justice ( DOJ ) to endorse her as state witness in the scam following the release of her list of lawmakers and government officials who allegedly benefited from the corruption of the Priority Development Assistance Fund ( PDAF ) . 
the Department of Justice,endorse.01,scam mastermind Janet Napoles to comment on her petition to be released on bail,,Affirmative,Napoles recently asked the Department of Justice ( DOJ ) to endorse her as state witness in the scam following the release of her list of lawmakers and government officials who allegedly benefited from the corruption of the Priority Development Assistance Fund ( PDAF ) . 
from,benefit.01,government officials,,Affirmative,Napoles recently asked the Department of Justice ( DOJ ) to endorse her as state witness in the scam following the release of her list of lawmakers and government officials who allegedly benefited from the corruption of the Priority Development Assistance Fund ( PDAF ) . 
Sun.Star website,welcome.01,friendly debate,,Affirmative,"DISCLAIMER : Sun.Star website welcomes friendly debate , but comments posted on this site do not necessary reflect the views of the Sun.Star management and its affiliates . "
comments posted on,do.02,necessary reflect,,Affirmative,"DISCLAIMER : Sun.Star website welcomes friendly debate , but comments posted on this site do not necessary reflect the views of the Sun.Star management and its affiliates . "
Sun.Star,reserve.01,the right,,Affirmative,"Sun.Star reserves the right to delete , reproduce or modify comments posted here without notice . "
