A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Copper,hit.02,week high,,Affirmative,"LONDON : Copper hit an 11 - week high on Monday on dwindling global stocks and as investors bought to cover their bets that the price would fall , though gains were still limited by concerns about slower growth in top consumer China . "
investors,cover.02,their bets,,Affirmative,"LONDON : Copper hit an 11 - week high on Monday on dwindling global stocks and as investors bought to cover their bets that the price would fall , though gains were still limited by concerns about slower growth in top consumer China . "
by concerns about,limit.01,gains,,Affirmative,"LONDON : Copper hit an 11 - week high on Monday on dwindling global stocks and as investors bought to cover their bets that the price would fall , though gains were still limited by concerns about slower growth in top consumer China . "
official data,show.01,slowed to,,Affirmative,"Growth in average new home prices in China slowed to a near one - year low in April , official data showed on Sunday . "
Beijing,unveil.01,stiffer regulations on,,Affirmative,Beijing on Friday unveiled stiffer regulations on interbank lending to defuse risks among shadow banks . 
Beijing,defuse.01,risks among,,Affirmative,Beijing on Friday unveiled stiffer regulations on interbank lending to defuse risks among shadow banks . 
analysts,say.01,were seen as,,Affirmative,"The risks of slowing demand growth in China were seen as already well priced into copper , while the newer element to consider is dwindling supplies of the metal , analysts said . "
people,cover.03,their positions,,Affirmative,"It 's well known that there are concerns about growth in China , and people were short copper to reflect that , ( but ) now because there has n't been more bad news , they 're covering ( their positions ) , said Vicky Sanders , head of analytics sales at Marex Spectron . "
"Vicky Sanders , head of",say.01,It 's well known,,Affirmative,"It 's well known that there are concerns about growth in China , and people were short copper to reflect that , ( but ) now because there has n't been more bad news , they 're covering ( their positions ) , said Vicky Sanders , head of analytics sales at Marex Spectron . "
planning agency,help.01,copper,,Affirmative,"Helping copper , China 's top economic planning agency said late on Saturday the government would try to quicken the pace of economic reform this year as part of its efforts to arrest a growth slowdown . "
planning agency,say.01,government would try,,Affirmative,"Helping copper , China 's top economic planning agency said late on Saturday the government would try to quicken the pace of economic reform this year as part of its efforts to arrest a growth slowdown . "
the government,try.01,to quicken,,Affirmative,"Helping copper , China 's top economic planning agency said late on Saturday the government would try to quicken the pace of economic reform this year as part of its efforts to arrest a growth slowdown . "
the government,quicken.01,the pace of,,Affirmative,"Helping copper , China 's top economic planning agency said late on Saturday the government would try to quicken the pace of economic reform this year as part of its efforts to arrest a growth slowdown . "
top consumer China,account.01,for,,Affirmative,China accounts for some 40 percent of global copper demand . 
speculators,boost.01,the price,,Affirmative,"Also boosting the price , speculators raised their net long or buy position in copper in the week to May 13 , according to data from the Commodity Futures Trading Commission on Friday . "
speculators,raise.01,their net long,,Affirmative,"Also boosting the price , speculators raised their net long or buy position in copper in the week to May 13 , according to data from the Commodity Futures Trading Commission on Friday . "
speculators,buy.01,position,,Affirmative,"Also boosting the price , speculators raised their net long or buy position in copper in the week to May 13 , according to data from the Commodity Futures Trading Commission on Friday . "
by many as,view.02,The recent fall,,Affirmative,"The recent fall was clearly viewed by many as a good entry point , and the subsequent rally and technical confirmations along the way just add to that . "
analyst Mark Keenan at,say.01,It 's likely,,Affirmative,"It 's likely it will move up to the 200 MDA ( moving day average ) around $ 7,050 , analyst Mark Keenan at Societe Generale in Singapore said . "
its first deputy chief executive,say.01,is in talks with,,Affirmative,"In industry news , Russia 's Norilsk Nickel , the world 's largest nickel and palladium producer , is in talks with Russian banks on raising $ 1 billion to finance a copper project , its first deputy chief executive said . "
Indonesia,prove.01,its doubters,,Affirmative,"In the case of nickel , Indonesia is proving its doubters wrong as the price of the metal soars and Chinese producers , starved of raw material , begin to bring in equipment for processing plants . "
based broker Triland,say.01,", prices may be set",,Affirmative,"Still in the near term , prices may be set to consolidate , London - based broker Triland said . "
