A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Government,equate.01,headscarves,with,Affirmative,Government seems to equate headscarves with security threats posed by militant groups . 
by,pose.02,security threats posed by,,Affirmative,Government seems to equate headscarves with security threats posed by militant groups . 
Bibinisoi Badriddin,choose.01,to wear,,Affirmative,"Last summer , Bibinisoi Badriddin , now 19 , was prevented from enrolling at Tajikistan 's leading university on the grounds that she chose to wear a Muslim headscarf . "
Bibinisoi Badriddin,wear.01,a Muslim headscarf,,Affirmative,"Last summer , Bibinisoi Badriddin , now 19 , was prevented from enrolling at Tajikistan 's leading university on the grounds that she chose to wear a Muslim headscarf . "
Admission officers at,refuse.01,to accept,,Affirmative,"Admission officers at the National University in the capital Dushanbe refused to accept Badriddin 's application documents after they saw her wearing a headscarf , part of the costume known as hijab adopted by many devout Muslims . "
Admission officers at,accept.01,application documents,,Affirmative,"Admission officers at the National University in the capital Dushanbe refused to accept Badriddin 's application documents after they saw her wearing a headscarf , part of the costume known as hijab adopted by many devout Muslims . "
Admission officers at the National University in the capital Dushanbe,see.01,her wearing,,Affirmative,"Admission officers at the National University in the capital Dushanbe refused to accept Badriddin 's application documents after they saw her wearing a headscarf , part of the costume known as hijab adopted by many devout Muslims . "
Bibinisoi Badriddin,wear.01,a Muslim headscarf,,Affirmative,"Admission officers at the National University in the capital Dushanbe refused to accept Badriddin 's application documents after they saw her wearing a headscarf , part of the costume known as hijab adopted by many devout Muslims . "
by,adopt.01,the costume known as hijab,,Affirmative,"Admission officers at the National University in the capital Dushanbe refused to accept Badriddin 's application documents after they saw her wearing a headscarf , part of the costume known as hijab adopted by many devout Muslims . "
Admission officers at the National University in the capital Dushanbe,hand.01,Badriddin 's application documents,back to me,Affirmative,"They handed my documents back to me and said that wearing hijab made it impossible to attend the university , Badriddin told IWPR . "
Admission officers at the National University in the capital Dushanbe,say.01,made,,Affirmative,"They handed my documents back to me and said that wearing hijab made it impossible to attend the university , Badriddin told IWPR . "
Hijab,make.02,it impossible,,Affirmative,"They handed my documents back to me and said that wearing hijab made it impossible to attend the university , Badriddin told IWPR . "
Bibinisoi Badriddin,wear.01,style headscarf,,Affirmative,"When Badriddin was at school , she was excluded for wearing the hijab - style headscarf , but she was reinstated after her parents complained . "
Bibinisoi Badriddin,re-applying.01,for university,,Affirmative,Now she is re-applying for university . 
parents,allow.01,children to attend mosques in,,Affirmative,"In the last five years , two laws have been passed , tightening up the rules for setting up new mosques , and penalising parents who allow children to attend mosques in school time . "
children,attend.01,new mosques,,Affirmative,"In the last five years , two laws have been passed , tightening up the rules for setting up new mosques , and penalising parents who allow children to attend mosques in school time . "
by IWPR,interview.01,Officials interviewed by IWPR,,Affirmative,"Officials interviewed by IWPR acknowledge that some restrictions on dress apply in the education system , and say they are worried about what they see as foreign aspects of Islam . "
Officials interviewed by IWPR,acknowledge.01,apply in,,Affirmative,"Officials interviewed by IWPR acknowledge that some restrictions on dress apply in the education system , and say they are worried about what they see as foreign aspects of Islam . "
some restrictions on dress,say.01,they are worried about,,Affirmative,"Officials interviewed by IWPR acknowledge that some restrictions on dress apply in the education system , and say they are worried about what they see as foreign aspects of Islam . "
Marifat Shokirova from,say.01,hijab was,,Affirmative,Marifat Shokirova from the government Committee for Women 's and Family Affairs said hijab was an alien import . 
Tajik women,adhere.02,to,,Affirmative,"Tajik women should adhere to our national traditions and hold them in higher regard than foreign ones , she said . "
Tajik women,hold.01,Tajik women,,Affirmative,"Tajik women should adhere to our national traditions and hold them in higher regard than foreign ones , she said . "
Marifat Shokirova from the government Committee for Women 's and Family Affairs,say.01,women should adhere to,,Affirmative,"Tajik women should adhere to our national traditions and hold them in higher regard than foreign ones , she said . "
spokesman Mahmudkhon Shoev,say.01,"restrictions applied to miniskirts ,",,Affirmative,"Education ministry spokesman Mahmudkhon Shoev said similar dress - code restrictions applied to miniskirts , sparkly dresses and glitter - covered headscarves . "
Young women,wear.01,hijab,,Affirmative,"Young women are allowed to wear hijab outside their places of study , he added . "
Education ministry spokesman Mahmudkhon Shoev,add.01,women are allowed,,Affirmative,"Young women are allowed to wear hijab outside their places of study , he added . "
local analysts,say.01,there are,,Affirmative,"But local analysts say there are only six such schools , compared with around 4,000 secular ones around the country . "
experts like,say.01,government fails,,Affirmative,But experts like Parviz Mullojanov say the government fails to draw the correct distinction between genuine extremists and people who choose to lead lives of religious observance . 
the government,draw.02,the correct distinction between,,Affirmative,But experts like Parviz Mullojanov say the government fails to draw the correct distinction between genuine extremists and people who choose to lead lives of religious observance . 
genuine extremists and people,choose.01,to lead lives of,,Affirmative,But experts like Parviz Mullojanov say the government fails to draw the correct distinction between genuine extremists and people who choose to lead lives of religious observance . 
genuine extremists and people,lead.02,lives of,,Affirmative,But experts like Parviz Mullojanov say the government fails to draw the correct distinction between genuine extremists and people who choose to lead lives of religious observance . 
Parviz Mullojanov,argue.01,that there can be,,Affirmative,Mullojanov argues that there can be no possible security threat from women who cover their heads in the workplace or in education . 
women,cover.02,their heads,,Affirmative,Mullojanov argues that there can be no possible security threat from women who cover their heads in the workplace or in education . 
"Oinikhol Bobonazarova , head of",warn.01,prohibitions tend,,Affirmative,"Oinikhol Bobonazarova , head of the Perspektiva Plus NGO , warns that heavy - handed prohibitions tend to drive people away from the state . "
handed prohibitions,drive.02,people,,Affirmative,"Oinikhol Bobonazarova , head of the Perspektiva Plus NGO , warns that heavy - handed prohibitions tend to drive people away from the state . "
