A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
We,use.01,cookies,to ensure,Affirmative,We use cookies to ensure that we give you the best experience on our website . 
We,ensure.01,that we give you,,Affirmative,We use cookies to ensure that we give you the best experience on our website . 
We,give.01,the best experience on,you,Affirmative,We use cookies to ensure that we give you the best experience on our website . 
you,give.01,your consent,,Affirmative,"By continuing to browse our site , you are giving your consent for us to set cookies . "
We,set.02,cookies,,Affirmative,"By continuing to browse our site , you are giving your consent for us to set cookies . "
you,like.02,to,,Affirmative,"However , if you would like to , you can change your cookie settings at any time . "
you,change.01,your cookie settings,,Affirmative,"However , if you would like to , you can change your cookie settings at any time . "
 Shortages of,anger.01,consumers,,Affirmative, Shortages of the commodity in 2007-2008 angered consumers across the region and caused some governments to wobble . 
 Shortages of,cause.01,governments to wobble,,Affirmative, Shortages of the commodity in 2007-2008 angered consumers across the region and caused some governments to wobble . 
year climate trending by,show.01,a clear trend,,Affirmative,A 35 - year climate trending by the International Rice Research Institute ( IRRI ) under its Long - Term Continuous Cropping Experiment shows a clear trend that night temperatures are increasing while day temperatures are less consistent . 
Centeno,participate.01,in ,,Affirmative,"Centeno participated in  an earlier  study  of weather data at IRRI 's rice farm from 1979 to 2003 , which found that during the dry  cropping  season ( January to April ) , grain yield declined by 10 per cent for a one - degree Celsius increase of night temperature above 23 degrees Celsius in the growing season . "
That study -,show.01,temperature increased by,,Affirmative,That study - which showed that mean night temperature increased by 1.13 degrees Celsius in the 25 - year period - provided direct evidence of decreased rice yields from increased nighttime temperature associated with global warming . 
This,mean.01,we should breed varieties,,Affirmative,"This means we should breed varieties that are tolerant to high temperatures and drought , and that 's the goal not just for rice but for all crops , Padolina says . "
us,breed.01,varieties,,Affirmative,"This means we should breed varieties that are tolerant to high temperatures and drought , and that 's the goal not just for rice but for all crops , Padolina says . "
William Padolina,say.01,This means,,Affirmative,"This means we should breed varieties that are tolerant to high temperatures and drought , and that 's the goal not just for rice but for all crops , Padolina says . "
by,produce.01,This article,,Affirmative,This article has been produced by SciDev.Net 's South - East Asia & Pacific desk . 
us,welcome.01,comments,,Affirmative,"We welcome comments that advance the story through relevant opinion , anecdotes , links and data . "
comments,advance.01,the story,,Affirmative,"We welcome comments that advance the story through relevant opinion , anecdotes , links and data . "
you,see.01,a comment,,Affirmative,"If you see a comment that you believe is irrelevant or inappropriate , you can flag it to our editors by using the report abuse links . "
you,believe.01,is irrelevant or inappropriate,,Affirmative,"If you see a comment that you believe is irrelevant or inappropriate , you can flag it to our editors by using the report abuse links . "
you,flag.01,it,to,Affirmative,"If you see a comment that you believe is irrelevant or inappropriate , you can flag it to our editors by using the report abuse links . "
