A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Antarctica,lose.03,billion tonnes of ice,,Affirmative,Sea levels are rising by 0.43 mm as Antarctica loses 160 billion tonnes of ice every year . 
The radar of,note.01,that Antarctica is now losing,,Affirmative,The radar of Europe 's Cryosat spacecraft has noted that Antarctica is now losing twice as much as annually as it was when it was last surveyed . 
Antarctica,lose.03,twice as much as annually,,Affirmative,The radar of Europe 's Cryosat spacecraft has noted that Antarctica is now losing twice as much as annually as it was when it was last surveyed . 
this rate recorded between,push.01,Sea levels,up by,Affirmative,"Scientist told the Geophysical Research Letters journal that this rate recorded between the years 2010 and 2013 may push sea levels up by around 0.43 mm per year , with the ice sheet eroding at 2cm . "
This,mean.01,Continent is losing,,Affirmative,"This means that the White Continent is losing around 160 billion tonnes of ice all together , most of which has melted away from the western ice sheet , which is considered the most vulnerable . "
the White Continent,lose.03,billion tonnes of ice,,Affirmative,"This means that the White Continent is losing around 160 billion tonnes of ice all together , most of which has melted away from the western ice sheet , which is considered the most vulnerable . "
"rapid erosion ,",account.01,for,,Affirmative,"Six huge glaciers in the Amundsen Sea Embayment are said to be undergoing rapid erosion , which accounts for 90 % of the mass loss from the West Antarctic Ice Sheet , with the Smith Glacier lowering by 9 m per year . "
Cryosat,give.01,a new understanding of,us,Affirmative,"CryoSat has given us a new understanding of how Antarctica has changed over the last three years and allowed us to survey almost the entire continent , explained lead author Dr Malcolm McMillan from the NERC Centre for Polar Observation and Modelling at Leeds University told the BBC . "
Cryosat,allow.01,us to survey,,Affirmative,"CryoSat has given us a new understanding of how Antarctica has changed over the last three years and allowed us to survey almost the entire continent , explained lead author Dr Malcolm McMillan from the NERC Centre for Polar Observation and Modelling at Leeds University told the BBC . "
This,survey.01,almost the entire continent,,Affirmative,"CryoSat has given us a new understanding of how Antarctica has changed over the last three years and allowed us to survey almost the entire continent , explained lead author Dr Malcolm McMillan from the NERC Centre for Polar Observation and Modelling at Leeds University told the BBC . "
This,find.01,losses continue,,Affirmative,"We find that ice losses continue to be most pronounced in West Antarctica , along the fast - flowing ice streams that drain into the Amundsen Sea . "
Cryosat,say.01,sheet remained,,Affirmative,"In East Antarctica , the ice sheet remained roughly in balance , with no net loss or gain over the three - year period , he said . "
previous satellite altimeters,struggle.02,to see,,Affirmative,The peninsula is extremely rugged and previous satellite altimeters have always struggled to see its narrow glaciers . 
previous satellite altimeters,see.01,its narrow glaciers,,Affirmative,The peninsula is extremely rugged and previous satellite altimeters have always struggled to see its narrow glaciers . 
"Prof Andy Shepherd ,",add.01,", we get",,Affirmative,"With Cryosat , we get remarkable coverage - better than anything that 's been achieved before , added Prof Andy Shepherd , also of Leeds University . "
