A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
"Samantha Redmond , 4 , and",act.02,in,,Affirmative,"Samantha Redmond , 4 , and her sister , Madeline , 6 , are acting in online skits to raise funds for a July 27 children 's pageant in Mississippi . "
"Samantha Redmond , 4 , and",raise.01,funds for,,Affirmative,"Samantha Redmond , 4 , and her sister , Madeline , 6 , are acting in online skits to raise funds for a July 27 children 's pageant in Mississippi . "
CRESTVIEW - Madeline and,do.02,they can,,Affirmative,CRESTVIEW - Madeline and Samantha Redmond are doing what they can to participate in the July 27 Little Miss Magnolia State pageant in Mississippi . 
Madeline and Samantha Redmond,participate.01,in,,Affirmative,CRESTVIEW - Madeline and Samantha Redmond are doing what they can to participate in the July 27 Little Miss Magnolia State pageant in Mississippi . 
"The sisters , 6 and 4",collect.01,donations,,Affirmative,"The sisters , 6 and 4 , respectively , have collected donations at public events like the May 10 Rise and Unite Music Festival in Crestview , and they 've displayed showmanship in several online videos . "
The sisters,display.01,showmanship,in,Affirmative,"The sisters , 6 and 4 , respectively , have collected donations at public events like the May 10 Rise and Unite Music Festival in Crestview , and they 've displayed showmanship in several online videos . "
Madeline,see.01,them play,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
The sisters,play.01,these little roles,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
Madeline,think.01,that would be,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
Madeline,say.01,I would see,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
"their latest video ,",feature.01,the girls,in,Affirmative,"Creating a Monster , their latest video , features the girls in a black and white horror send - up with a twist ending to the familiar mad scientist plot . "
Madeline,say.01,is fun,,Affirmative,"Acting out storybook fantasies is fun , Madeline said . "
she,say.01,You get,,Affirmative,"You get to marry a prince , she said . "
she,have.03,magic friends,,Affirmative,"Plus , I get to have magic friends . "
CRESTVIEW - Madeline and,do.02,they can,,Affirmative,CRESTVIEW - Madeline and Samantha Redmond are doing what they can to participate in the July 27 Little Miss Magnolia State pageant in Mississippi . 
Madeline and Samantha Redmond,participate.01,in,,Affirmative,CRESTVIEW - Madeline and Samantha Redmond are doing what they can to participate in the July 27 Little Miss Magnolia State pageant in Mississippi . 
"The sisters , 6 and 4",collect.01,donations,,Affirmative,"The sisters , 6 and 4 , respectively , have collected donations at public events like the May 10 Rise and Unite Music Festival in Crestview , and they 've displayed showmanship in several online videos . "
The sisters,display.01,showmanship,in,Affirmative,"The sisters , 6 and 4 , respectively , have collected donations at public events like the May 10 Rise and Unite Music Festival in Crestview , and they 've displayed showmanship in several online videos . "
Madeline,see.01,them play,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
The sisters,play.01,these little roles,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
Madeline,think.01,that would be,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
Madeline,say.01,I would see,,Affirmative,"I would see them play these little roles and I thought that would be really cute to record them , she said . "
"their latest video ,",feature.01,the girls,in,Affirmative,"Creating a Monster , their latest video , features the girls in a black and white horror send - up with a twist ending to the familiar mad scientist plot . "
Madeline,say.01,is fun,,Affirmative,"Acting out storybook fantasies is fun , Madeline said . "
she,say.01,You get,,Affirmative,"You get to marry a prince , she said . "
she,have.03,magic friends,,Affirmative,"Plus , I get to have magic friends . "
she,feel.01,the same excitement for participating in pageants,,Affirmative,She feels the same excitement for participating in pageants . 
she,participate.01,in pageants,,Affirmative,She feels the same excitement for participating in pageants . 
we,get.06,to be pretty,,Affirmative,"we always get to be pretty , Madeline said . "
Madeline,say.01,we always get,,Affirmative,"we always get to be pretty , Madeline said . "
 The girls,participate.01,in,,Affirmative, The girls have participated in the pageant and want to return . 
 The girls,want.01,to return,,Affirmative, The girls have participated in the pageant and want to return . 
a single mom working,work.01,two jobs,,Affirmative,"Christina , a single mom working two jobs , has raised enough to cover production fees , including a banner and advertisements . "
"Christina ,",raise.01,enough,,Affirmative,"Christina , a single mom working two jobs , has raised enough to cover production fees , including a banner and advertisements . "
"Christina ,",cover.01,production fees,,Affirmative,"Christina , a single mom working two jobs , has raised enough to cover production fees , including a banner and advertisements . "
they,need.01,roughly $ 450 for,,Affirmative,"Now , they need roughly $ 450 for admission fees . "
"Their fundraising account , gofundme.com / maddieandsammie ,",help.01,some,,Affirmative,"Their fundraising account , gofundme.com / maddieandsammie , has helped some , but it 's not all about the money , Christina said . "
Christina,say.01,"has helped some , but",,Affirmative,"Their fundraising account , gofundme.com / maddieandsammie , has helped some , but it 's not all about the money , Christina said . "
they,click.01,play on videos like Creating,,Affirmative,"If residents ca n't donate toward the pageant fund , they can just click play on videos like Creating a Monster to be in good spirits . "
some,ask.02,all,,Affirmative,"And if that 's the case , just sharing the video is all she asks . "
it,know.01,it brings,,Affirmative,"It 's worth it knowing it brings a smile to so many people 's faces , she said . "
it,bring.01,a smile,to,Affirmative,"It 's worth it knowing it brings a smile to so many people 's faces , she said . "
she,say.01,It 's worth,,Affirmative,"It 's worth it knowing it brings a smile to so many people 's faces , she said . "
