A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
director Arnel Tancinco,say.01,LTO is not amenable,,Affirmative,"LTO is not amenable to renew the contract as it might be tainted with political implications , said LTO - 7 regional director Arnel Tancinco . "
by,occupy.01,The lot occupied by,,Affirmative,The lot occupied by LTO - Licensing Center is owed by the Mandaue City government . 
by,owe.01,The lot occupied by,,Affirmative,The lot occupied by LTO - Licensing Center is owed by the Mandaue City government . 
regional director Arnel Tancinco,say.01,he has until,,Affirmative,"Tancinco said he has until the end of the month to make a report to their head office about the possible transfer , then their head office will submit this report to the Department of Transportation and Communications for final approval . "
their head office,submit.01,a report,to,Affirmative,"Tancinco said he has until the end of the month to make a report to their head office about the possible transfer , then their head office will submit this report to the Department of Transportation and Communications for final approval . "
regional director Arnel Tancinco,add.01,will also be included in,,Affirmative,"Mao sad gyud ni ang problema kay lapok kaayo nang dapita labi na mag - uwan , said Tancinco , adding this will also be included in his report . "
regional director Arnel Tancinco,say.01,he was also informed of,,Affirmative,Tancinco further said he was also informed of a directive that they can not transfer their office to any mall amid the popular trend involving government agencies holding offices inside malls for more convenience . 
this,transfer.01,their head office,to,Affirmative,Tancinco further said he was also informed of a directive that they can not transfer their office to any mall amid the popular trend involving government agencies holding offices inside malls for more convenience . 
government agencies holding offices inside malls,hold.01,offices,,Affirmative,Tancinco further said he was also informed of a directive that they can not transfer their office to any mall amid the popular trend involving government agencies holding offices inside malls for more convenience . 
regional director Arnel Tancinco,mention.01,the reason for,,Affirmative,"He did not , however , mention the reason for the prohibition . "
the Land Transportation Office-7,probe.01,motorcycle dealers,,Affirmative,"Meanwhile , LTO will probe motorcycle dealers who are reportedly selling brand new units that are allegedly having problems and are taking long to be registered . "
motorcycle dealers,sell.01,brand new units,,Affirmative,"Meanwhile , LTO will probe motorcycle dealers who are reportedly selling brand new units that are allegedly having problems and are taking long to be registered . "
brand new units,have.03,problems,,Affirmative,"Meanwhile , LTO will probe motorcycle dealers who are reportedly selling brand new units that are allegedly having problems and are taking long to be registered . "
regional director Arnel Tancinco,say.01,Tan will initiate,,Affirmative,Tancinco said LTO assistant secretary Alfonso Tan will initiate the investigation as this problem was not only raised by some customers in Cebu but on a nationwide scale . 
secretary Alfonso Tan,initiate.01,the investigation,,Affirmative,Tancinco said LTO assistant secretary Alfonso Tan will initiate the investigation as this problem was not only raised by some customers in Cebu but on a nationwide scale . 
by,raise.01,this problem,,Affirmative,Tancinco said LTO assistant secretary Alfonso Tan will initiate the investigation as this problem was not only raised by some customers in Cebu but on a nationwide scale . 
Daku,man.01,ning problemaha,,Affirmative,Daku na man ning problemaha . 
Daku,ning.01,problemaha,,Affirmative,Daku na man ning problemaha . 
Si Tan,ang.01,mo imbestigar ani,,Affirmative,"Si Tan na ang mo imbestigar ani , said Tancinco . "
regional director Arnel Tancinco,say.01,Tan na ang,,Affirmative,"Si Tan na ang mo imbestigar ani , said Tancinco . "
regional director Arnel Tancinco,allow.01,the registration of,,Affirmative,"Tancinco cited , for instance , that he did not allow yet the registration of ten units of motorcycle of a dealer here due to lack of documents , including certificate of payments from the Bureau of Customs . "
regional director Arnel Tancinco,add.01,could not also be registered yet in Manila,,Affirmative,Tancinco added that more than a thousand units of motorcycle from the said dealer could not also be registered yet in Manila . 
regional director Arnel Tancinco,say.01,", LTO will also investigate",,Affirmative,"He said aside from motorcycle dealers , LTO will also investigate auto dealers to get into the bottomlime of this problem . "
the Land Transportation Office-7,investigate.01,auto dealers,,Affirmative,"He said aside from motorcycle dealers , LTO will also investigate auto dealers to get into the bottomlime of this problem . "
Iyaha,ning.01,on og ngano ni,,Affirmative,"Iyaha ( Tan ) ning tuki - on og ngano ni , said Tancinco . "
regional director Arnel Tancinco,say.01,ning,,Affirmative,"Iyaha ( Tan ) ning tuki - on og ngano ni , said Tancinco . "
Iyaha -LRB- Tan -RRB-,add.01,will have,,Affirmative,"He added that in view of this mounting problem , the Chamber of Automotive Manufacturers of the Philippines and the Motorcycle Dealers Association of the Philippines will have a dialogue with LTO officials probably next week in Manila . "
the Chamber of,have.03,a dialogue with,,Affirmative,"He added that in view of this mounting problem , the Chamber of Automotive Manufacturers of the Philippines and the Motorcycle Dealers Association of the Philippines will have a dialogue with LTO officials probably next week in Manila . "
"Rady Abbarientos , officer-in-charge of",say.01,should have already CP from BOC,,Affirmative,"Rady Abbarientos , officer-in-charge of the Assessment Division of the BOC - Port of Cebu , said as a matter of procedure , units of motorcycle , automobile or any other vehicle being sold should have already CP from BOC . "
