A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
audit report,show.01,were,,Affirmative,"In the latest twist to one of Zambia 's most contentious ongoing corporate raiding cases , a leaked forensic audit report shows that share transfer certificates used by Rajan Mahtani 's Finsbury Investments to take over control of Zambezi Portland Cement ( ZPC ) were illegal forgeries . "
by,use.01,transfer certificates used by,,Affirmative,"In the latest twist to one of Zambia 's most contentious ongoing corporate raiding cases , a leaked forensic audit report shows that share transfer certificates used by Rajan Mahtani 's Finsbury Investments to take over control of Zambezi Portland Cement ( ZPC ) were illegal forgeries . "
This latest information,back.04,the claims made by,,Affirmative,"This latest information backs up the claims made by Mahtani 's former lawyer Ms. Zaheeda Essa , who testified before court that under his orders the signatures were forged on the ZPC share transfers , which resulted in the de facto theft of the $ 160 million cement plant from Antonio Ventriglia & Manuela Sebastiani , the original owners of ZPC . "
by,make.LV,the claims made by,,Affirmative,"This latest information backs up the claims made by Mahtani 's former lawyer Ms. Zaheeda Essa , who testified before court that under his orders the signatures were forged on the ZPC share transfers , which resulted in the de facto theft of the $ 160 million cement plant from Antonio Ventriglia & Manuela Sebastiani , the original owners of ZPC . "
the company founders,say.01,that they were cheated and defrauded by,,Affirmative,"The forgeries relate to a long - running battle for control of the Ndola - based cement plant , where the company founders say that they were cheated and defrauded by their financier , Mr. Mahtani , who took control of the asset . "
by,defraud.01,the company founders,,Affirmative,"The forgeries relate to a long - running battle for control of the Ndola - based cement plant , where the company founders say that they were cheated and defrauded by their financier , Mr. Mahtani , who took control of the asset . "
"Mr. Mahtani ,",take.01,control of,,Affirmative,"The forgeries relate to a long - running battle for control of the Ndola - based cement plant , where the company founders say that they were cheated and defrauded by their financier , Mr. Mahtani , who took control of the asset . "
the Supreme Court,rule.01,in favour of,,Affirmative,"In 2010 , the Supreme Court ruled in favour of Antonio Ventriglia & Manuela Sebastiani and restored ownership , but in 2012 , after the election of the Patriotic Front government of President Michael Sata , the same Supreme Court Justice reversed on her own ruling to deliver the company back to Mahtani . "
the Supreme Court,restore.02,ownership,,Affirmative,"In 2010 , the Supreme Court ruled in favour of Antonio Ventriglia & Manuela Sebastiani and restored ownership , but in 2012 , after the election of the Patriotic Front government of President Michael Sata , the same Supreme Court Justice reversed on her own ruling to deliver the company back to Mahtani . "
Court Justice,reverse.01,on,,Affirmative,"In 2010 , the Supreme Court ruled in favour of Antonio Ventriglia & Manuela Sebastiani and restored ownership , but in 2012 , after the election of the Patriotic Front government of President Michael Sata , the same Supreme Court Justice reversed on her own ruling to deliver the company back to Mahtani . "
Court Justice,deliver.01,the company,,Affirmative,"In 2010 , the Supreme Court ruled in favour of Antonio Ventriglia & Manuela Sebastiani and restored ownership , but in 2012 , after the election of the Patriotic Front government of President Michael Sata , the same Supreme Court Justice reversed on her own ruling to deliver the company back to Mahtani . "
by,author.01,"The forensic report ,",,Affirmative,"The forensic report , which was originally published in 2008 but is now available publicly for the first time , was authored by Mr. Jannie Bester , a handwriting expert and document examiner who was trained by the South African Police and who served as member of the Money Laundering Forum of South Africa and International Association of Financial Crime Investigators , among other qualifications . "
by,train.01,examiner,,Affirmative,"The forensic report , which was originally published in 2008 but is now available publicly for the first time , was authored by Mr. Jannie Bester , a handwriting expert and document examiner who was trained by the South African Police and who served as member of the Money Laundering Forum of South Africa and International Association of Financial Crime Investigators , among other qualifications . "
Portland,face.01,other allegations of forgery,,Affirmative,"The purpose of the report was to examine the authenticity of two documents titled Form of Transfer of Fully - Paid Shares In A Company Limited Shares dated December 12th , 2006 , which resulted in 85,000,000 ordinary paid shares being passed from Zambezi Portland Cement Limited to Finsbury Investments Limited , the investment arm of Mr. Mahtani 's Finance Bank , effectively handing over control of the company and leading to the ouster of Antonio Ventriglia and Manuela Sebastiani from Zambezi Portland Cement Ltd. Mr. Mahtani has faced other allegations of forgery in the past . "
criminal charges alleging,allege.01,that they had forged letters bearing,,Affirmative,"In 2010 , Mahtani and his lawyer John Sangwa were brought up on criminal charges alleging that they had forged letters bearing the signature of the Deputy Governor of the Bank of Zambia . "
they,forge.02,letters bearing,,Affirmative,"In 2010 , Mahtani and his lawyer John Sangwa were brought up on criminal charges alleging that they had forged letters bearing the signature of the Deputy Governor of the Bank of Zambia . "
letters bearing,bear.01,the signature of,,Affirmative,"In 2010 , Mahtani and his lawyer John Sangwa were brought up on criminal charges alleging that they had forged letters bearing the signature of the Deputy Governor of the Bank of Zambia . "
by,dismiss.01,these charges,,Affirmative,"However , in 2012 , these charges were dismissed by the Director of Public Prosecutions Mutembo Nchito . "
Mahtani,withdraw.01,million lawsuit,,Affirmative,"A few months later , Mahtani withdrew a $ 4 million lawsuit he had against Nchito over unpaid debts . "
he,have.03,million lawsuit,,Affirmative,"A few months later , Mahtani withdrew a $ 4 million lawsuit he had against Nchito over unpaid debts . "
we,hear.01,about,,Affirmative,When are we going to hear about the deportations that Mahtani carried out against this poor family ? 
Rajan Mahtani 's,carry.03,the deportations,,Affirmative,When are we going to hear about the deportations that Mahtani carried out against this poor family ? 
He,try.01,to steal,,Affirmative,He tried to steal the company by having Lungu send them out of the country ! 
He,steal.01,the company,,Affirmative,He tried to steal the company by having Lungu send them out of the country ! 
He,have.04,Lungu send them out of,,Affirmative,He tried to steal the company by having Lungu send them out of the country ! 
Lungu,send.01,them,out of,Affirmative,He tried to steal the company by having Lungu send them out of the country ! 
Rajan Mahtani,take.01,control of,,Affirmative,Rajan Mahtani has failed to take control of Zambezi Portland Cement in spite of receiving support from government through the deportation of his competitors in unclear circumstances . 
The Lusaka High Court,throw.01,his application for,out,Affirmative,The Lusaka High Court yesterday threw out his application for the appointment of receiver Timothy Mushibwe in an act that would have given him control of the company . 
an act,give.01,control of,him,Affirmative,The Lusaka High Court yesterday threw out his application for the appointment of receiver Timothy Mushibwe in an act that would have given him control of the company . 
Judge Flavia Chishimba,describe.01,claims,as speculative and unsubstantiated,Affirmative,Judge Flavia Chishimba described as speculative and unsubstantiated Mahtani 's claims that the business was in danger of collapsing because the owners had been deported by government . 
by government,deport.01,the owners,,Affirmative,Judge Flavia Chishimba described as speculative and unsubstantiated Mahtani 's claims that the business was in danger of collapsing because the owners had been deported by government . 
The Judge,note.01,was in dispute,,Affirmative,The Judge noted that Mahtani 's claim to shares in the company was in dispute and could not therefore be legitimised by an order which implied that he had such interest . 
an order,imply.01,that he had,,Affirmative,The Judge noted that Mahtani 's claim to shares in the company was in dispute and could not therefore be legitimised by an order which implied that he had such interest . 
he,have.03,such interest,,Affirmative,The Judge noted that Mahtani 's claim to shares in the company was in dispute and could not therefore be legitimised by an order which implied that he had such interest . 
she,say.01,had made,,Affirmative,"The company owners , she said , had made sufficient administrative and management arrangements to enable the company continue running . "
the company,continue.01,running,,Affirmative,"The company owners , she said , had made sufficient administrative and management arrangements to enable the company continue running . "
Mahtani,claim.01,that he had interest,,Affirmative,"Mahtani claimed that he had interest to appoint a receiver for the company because Finsbury investment his company had guaranteed the loan Zambia Portland Cement obtained from PTA and that if Zambezi Portland collapsed , Finsbury would be responsible for payment of the debt . "
he,have.03,interest,,Affirmative,"Mahtani claimed that he had interest to appoint a receiver for the company because Finsbury investment his company had guaranteed the loan Zambia Portland Cement obtained from PTA and that if Zambezi Portland collapsed , Finsbury would be responsible for payment of the debt . "
he,appoint.01,a receiver for,,Affirmative,"Mahtani claimed that he had interest to appoint a receiver for the company because Finsbury investment his company had guaranteed the loan Zambia Portland Cement obtained from PTA and that if Zambezi Portland collapsed , Finsbury would be responsible for payment of the debt . "
his company,guarantee.01,the loan,,Affirmative,"Mahtani claimed that he had interest to appoint a receiver for the company because Finsbury investment his company had guaranteed the loan Zambia Portland Cement obtained from PTA and that if Zambezi Portland collapsed , Finsbury would be responsible for payment of the debt . "
Zambia Portland Cement,obtain.01,the loan,from PTA,Affirmative,"Mahtani claimed that he had interest to appoint a receiver for the company because Finsbury investment his company had guaranteed the loan Zambia Portland Cement obtained from PTA and that if Zambezi Portland collapsed , Finsbury would be responsible for payment of the debt . "
