A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Clare County Fire and,join.01,sector organisations,,Affirmative,"Clare County Fire and Rescue Service last week joined 31 private and public sector organisations from across Ireland to receive service quality awards from the Minister of State for Small Business , Mr John Perry T.D. Among those who travelled to the awards ceremony in Dublin to accept the OHSAS 18001:2007 certification , the only auditable international standard for health and safety , were Cllr . "
those,travel.01,to,,Affirmative,"Clare County Fire and Rescue Service last week joined 31 private and public sector organisations from across Ireland to receive service quality awards from the Minister of State for Small Business , Mr John Perry T.D. Among those who travelled to the awards ceremony in Dublin to accept the OHSAS 18001:2007 certification , the only auditable international standard for health and safety , were Cllr . "
those,accept.01,"the OHSAS 18001:2007 certification ,",,Affirmative,"Clare County Fire and Rescue Service last week joined 31 private and public sector organisations from across Ireland to receive service quality awards from the Minister of State for Small Business , Mr John Perry T.D. Among those who travelled to the awards ceremony in Dublin to accept the OHSAS 18001:2007 certification , the only auditable international standard for health and safety , were Cllr . "
by,publish.01,standard,,Affirmative,The Occupational Health and Safety Management Systems ' standard was first published by the National Standards Authority of Ireland ( NSAI ) in 2007 . 
The standard,set.03,approach,to identifying,Affirmative,The standard sets out a preventative and proactive approach to identifying workplace hazards and assessing and controlling risk . 
the Mayor,want.01,to commend,,Affirmative,"I want to commend all Clare County Fire & Rescue Service personnel for their planning , organisation and hard work in providing a quality , year - round service to those who live in , work in and visit Clare , added the Mayor . "
the Mayor,commend.01,personnel,for,Affirmative,"I want to commend all Clare County Fire & Rescue Service personnel for their planning , organisation and hard work in providing a quality , year - round service to those who live in , work in and visit Clare , added the Mayor . "
those,visit.01,"Senior Executive Health & Safety Officer , Clare County Council",,Affirmative,"I want to commend all Clare County Fire & Rescue Service personnel for their planning , organisation and hard work in providing a quality , year - round service to those who live in , work in and visit Clare , added the Mayor . "
the Mayor,add.01,I want,,Affirmative,"I want to commend all Clare County Fire & Rescue Service personnel for their planning , organisation and hard work in providing a quality , year - round service to those who live in , work in and visit Clare , added the Mayor . "
Clare County Council,receive.01,Authority Award,,Affirmative,"The awarding of OHSAS 18001:2007 certification follows just 6 months after Clare County Council received the overall Local Authority Award in the 22nd Annual National Safety Awards scheme , hosted by the National Irish Safety Organisation ( NISO ) and Northern Ireland Safety Group ( NISG ) . "
by,host.01,"Awards scheme , hosted by",,Affirmative,"The awarding of OHSAS 18001:2007 certification follows just 6 months after Clare County Council received the overall Local Authority Award in the 22nd Annual National Safety Awards scheme , hosted by the National Irish Safety Organisation ( NISO ) and Northern Ireland Safety Group ( NISG ) . "
"Adrian Kelly ,",explain.01,is,,Affirmative,"The certification to OHSAS 18001 by the NSAI is an acknowledgement that the way that we are managing in health and safety is to the highest recognised standards , explained Adrian Kelly , Chief Fire Officer . "
Certification to standards,help.01,businesses to be innovative,,Affirmative,"Certification to standards helps businesses to be innovative , allowing SMEs to compete with much larger companies , attract new customers , and access global markets , commented Maurice Buckley , CEO , NSAI . "
Certification to standards,allow.01,SMEs to compete with,,Affirmative,"Certification to standards helps businesses to be innovative , allowing SMEs to compete with much larger companies , attract new customers , and access global markets , commented Maurice Buckley , CEO , NSAI . "
SMEs,compete.01,with,,Affirmative,"Certification to standards helps businesses to be innovative , allowing SMEs to compete with much larger companies , attract new customers , and access global markets , commented Maurice Buckley , CEO , NSAI . "
your blog,share.01,posts,,Affirmative,"Sorry , your blog can not share posts by email . "
