A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
"Iran , with its huge energy reserves",hope.01,offer will add incentives for lifting,,Affirmative,But Iran may hope the energy offer will add incentives for lifting the international sanctions as Tehran and world powers hold talks in Vienna this week aimed at solving the nuclear crisis . 
the energy offer,add.02,incentives,,Affirmative,But Iran may hope the energy offer will add incentives for lifting the international sanctions as Tehran and world powers hold talks in Vienna this week aimed at solving the nuclear crisis . 
Ali Majedi,suggest.01,Europe could import,,Affirmative,"On May 14 , Iranian Deputy Oil Minister for International and Trade Affairs Ali Majedi suggested Europe could import Iranian gas by pipeline through Turkey and that the level of exports could range from 4 million cubic meters per day to 50 . "
the Europeans,import.01,Iranian gas,by pipeline,Affirmative,"On May 14 , Iranian Deputy Oil Minister for International and Trade Affairs Ali Majedi suggested Europe could import Iranian gas by pipeline through Turkey and that the level of exports could range from 4 million cubic meters per day to 50 . "
"Iran , with its huge energy reserves",supply.01,natural gas,to Europe,Affirmative,"The one major , glaring caveat to Iran 's pointed suggestions is that Iran actually is n't technically ready to supply natural gas to Europe . "
foreign investments,allow.01,it to update and expand,,Affirmative,Iran has been closed off over the years from a lot of the type of foreign investments that would allow it to update and expand its currently underdeveloped energy production to the necessary degree . 
"Iran , with its huge energy reserves",expand.01,underdeveloped energy production,,Affirmative,Iran has been closed off over the years from a lot of the type of foreign investments that would allow it to update and expand its currently underdeveloped energy production to the necessary degree . 
they,need.01,to start exporting,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
they,start.01,exporting,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
they,export.01,natural gas,to Europe,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
the Europeans,need.01,to make,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
the Europeans,frack.01,their own shale reserves,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
the Europeans,want.01,to diversify,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
the Europeans,diversify.01,its supplies,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
"Iran , with its huge energy reserves",want.01,the cash,,Affirmative,"Even if every economic sanction was lifted tomorrow , the capital , infrastructure , and technology they would need to start exporting natural gas to Europe could take just as long if not longer than the investments Europe needs to make to frack their own shale reserves and to import from the United States , Australia , and others - but Europe does want to diversify its supplies , and Iran definitely wants the cash . "
Air management,agree.01,with,,Affirmative,Please do n't assume that Hot Air management agrees with or otherwise endorses any particular comment just because we let it stand . 
Air management,endorse.01,any particular comment,,Affirmative,Please do n't assume that Hot Air management agrees with or otherwise endorses any particular comment just because we let it stand . 
we,let.01,it stand,,Affirmative,Please do n't assume that Hot Air management agrees with or otherwise endorses any particular comment just because we let it stand . 
Anyone,comply.01,with,,Affirmative,A reminder : Anyone who fails to comply with our terms of use may lose their posting privilege . 
Anyone,lose.02,their posting privilege,,Affirmative,A reminder : Anyone who fails to comply with our terms of use may lose their posting privilege . 
the Europeans,give.01,their money,to,Affirmative,"So , the Europeans can give their money to the Soviet Union Russians ( their future invaders ) , the Muzzies ( their current invaders ) or America ( their ally and protector for at least seven decades ) . "
I,hear.01,any Russian response on this,,Affirmative,"This is pretty confusing , especially since I have n't heard any Russian response on this . "
the international sanctions,work.01,except,,Affirmative,Sanctions have n't worked except to make poor people poorer . 
the international sanctions,make.02,people poorer,,Affirmative,Sanctions have n't worked except to make poor people poorer . 
the US,keep.02,trying,,Affirmative,Sanctions have never worked and yet the US keeps trying those failed policies . 
the US,try.01,those failed policies,,Affirmative,Sanctions have never worked and yet the US keeps trying those failed policies . 
he,deny.01,An accusation,,Affirmative,An accusation he still has not publically denied . 
Whoever came up with,smoke.02,80's crack pipe,,Affirmative,Whoever came up with the idea of sanctions was smoking the 80's crack pipe . 
the 80's,crack.02,pipe,,Affirmative,Whoever came up with the idea of sanctions was smoking the 80's crack pipe . 
sanctions,mean.01,termination of access to money and,,Affirmative,"In that world , sanctions meant termination of access to money and modern technologies . "
we,have.03,a president,,Affirmative,"If we had a president , the USA would see this opportunity . "
the USA,see.01,this opportunity,,Affirmative,"If we had a president , the USA would see this opportunity . "
they,get.01,the USA,from Iran,Affirmative,they 'll get it from Iran ! 
they,get.01,it,from Iran,Affirmative,they 'll get it from Iran ! 
EU countries,take.01,this,,Affirmative,"There will be EU countries that will take this seriously , and we have only our own lack of leadership to blame for that . "
we,have.03,only our own lack of leadership,,Affirmative,"There will be EU countries that will take this seriously , and we have only our own lack of leadership to blame for that . "
Obama,put.01,us,on,Affirmative,"And , much as Obama has put us on the krazy - kar down the track to the splashdown at the end of the ride where we 're nothing but a laughingstock , it was the last guy who got us in line for the ride with his ten - year war - to - nowhere . "
the last guy,get.01,us,in line for,Affirmative,"And , much as Obama has put us on the krazy - kar down the track to the splashdown at the end of the ride where we 're nothing but a laughingstock , it was the last guy who got us in line for the ride with his ten - year war - to - nowhere . "
you,fight.01,a war,,Affirmative,"If you 're going to fight a war for dubious reasons with meaningless goals you 've got to get it over in a year , eighteen months at the outside . "
you,get.06,to get it over in,,Affirmative,"If you 're going to fight a war for dubious reasons with meaningless goals you 've got to get it over in a year , eighteen months at the outside . "
you,get.05,it,,Affirmative,"If you 're going to fight a war for dubious reasons with meaningless goals you 've got to get it over in a year , eighteen months at the outside . "
