A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The federal government of Somalia,welcome.01,the pledges made by,,Affirmative,The federal government of Somalia has strongly welcomed the pledges made by the Islamic republic of Iran to train the country 's civil servants to help them acquire more knowledge and experience . 
by,make.LV,the pledges made by,,Affirmative,The federal government of Somalia has strongly welcomed the pledges made by the Islamic republic of Iran to train the country 's civil servants to help them acquire more knowledge and experience . 
civil servants,help.01,them acquire,,Affirmative,The federal government of Somalia has strongly welcomed the pledges made by the Islamic republic of Iran to train the country 's civil servants to help them acquire more knowledge and experience . 
the country 's civil servants,acquire.01,more knowledge and experience,,Affirmative,The federal government of Somalia has strongly welcomed the pledges made by the Islamic republic of Iran to train the country 's civil servants to help them acquire more knowledge and experience . 
the two leaders,discuss.01,wide range of issues including,,Affirmative,In a meeting between Somali state minister for foreign affairs Buri ' Mohamed Hamza and Islamic republic of Iran 's acting ambassador to Somalia Mr. Javad Dehghan Lotfabadi in the capital Mogadishu the two leaders have discussed wide range of issues including how to strengthen the diplomatic ties between the two countries . 
Mr. Javad Dehghan Lotfabadi,broaden.01,the relationship between,,Affirmative,Acting Islamic republic of Iran ambassador Mr. Javad Dehghan Lotfabadi has promised to broaden the relationship between his country and Somalia . 
the two leaders,broaden.01,that kind of relation,,Affirmative,"Iran has long - existed brotherly and friendly relations with Somalia and we are all committed to broaden that kind of relation Mr. Javad Dehghan Lotfabadi said during the meeting , He said . "
Iran ambassador Mr. Javad Dehghan Lotfabadi,say.01,Iran has long - existed brotherly and,,Affirmative,"Iran has long - existed brotherly and friendly relations with Somalia and we are all committed to broaden that kind of relation Mr. Javad Dehghan Lotfabadi said during the meeting , He said . "
Iran ambassador Mr. Javad Dehghan Lotfabadi,say.01,Lotfabadi said during,,Affirmative,"Iran has long - existed brotherly and friendly relations with Somalia and we are all committed to broaden that kind of relation Mr. Javad Dehghan Lotfabadi said during the meeting , He said . "
Islamic republic of Iran,have.03,presence in Somalia,,Affirmative,Islamic republic of Iran has presence in Somalia and is mainly involved in Humanitarian issues . 
your blog,share.01,posts,,Affirmative,"Sorry , your blog can not share posts by email . "
