A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
"Varun Motors ,",announce.01,its decision,,Affirmative,"Varun Motors , the dealers for Maruti Suzuki India Ltd ( MSIL ) on Monday announced its decision to open 10 to 15 rural outlets at mandal headquarters in Visakhapatnam , Vizianagaram and Srikakulam . "
the dealers for Maruti Suzuki India Ltd -LRB- MSIL -RRB- on Monday,apply.01,for permission,,Affirmative,"We have applied for permission to open the outlets in an area of 500 square feet just to display one Maruti car , Varun Group chairman and managing director V. Prabhu Kishore told reporters here . "
the dealers for Maruti Suzuki India Ltd -LRB- MSIL -RRB- on Monday,display.01,one Maruti car,,Affirmative,"We have applied for permission to open the outlets in an area of 500 square feet just to display one Maruti car , Varun Group chairman and managing director V. Prabhu Kishore told reporters here . "
V. Prabhu Kishore,tell.01,We have applied for permission,reporters,Affirmative,"We have applied for permission to open the outlets in an area of 500 square feet just to display one Maruti car , Varun Group chairman and managing director V. Prabhu Kishore told reporters here . "
Varun Group chairman,say.01,intention was,,Affirmative,He said the intention was to promote car ownership in the rural areas by offering Maruti mobile service at the doorsteps on designated dates . 
Varun Group chairman,say.01,they were given,,Affirmative,"Expressing his satisfaction over their selection for the coveted ' Champion of Champions ' award by MSIL for 2013-14 at the recently held all India conference at Rome , he said they were given the award for catering to quality parameters such as customer care , sales growth and true value . "
the dealers for Maruti Suzuki India Ltd -LRB- MSIL -RRB- on Monday,register.02,a growth rate of,,Affirmative,"He said despite slowdown and strike due to bifurcation , they had registered a growth rate of 14 per cent . "
V. Prabhu Kishore,say.01,they would continue,,Affirmative,"Mr. Kishore said they would continue their corporate social responsibility by offering generic drugs , tests and treatment free of cost to poor patients . "
the dealers for Maruti Suzuki India Ltd -LRB- MSIL -RRB- on Monday,continue.01,their corporate social responsibility,,Affirmative,"Mr. Kishore said they would continue their corporate social responsibility by offering generic drugs , tests and treatment free of cost to poor patients . "
the dealers for Maruti Suzuki India Ltd -LRB- MSIL -RRB- on Monday,offer.01,"generic drugs , tests and treatment free of cost to",,Affirmative,"Mr. Kishore said they would continue their corporate social responsibility by offering generic drugs , tests and treatment free of cost to poor patients . "
