A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
"The Bharatiya Janata Party ,",sweep.02,Sabha polls,in Jharkhand,Affirmative,"RANCHI : The Bharatiya Janata Party , which swept the Lok Sabha polls in Jharkhand , winning 12 of the 14 seats , is in no mood to demand the Jharkhand chief minister 's resignation . "
"The Bharatiya Janata Party ,",win.01,12 of,,Affirmative,"RANCHI : The Bharatiya Janata Party , which swept the Lok Sabha polls in Jharkhand , winning 12 of the 14 seats , is in no mood to demand the Jharkhand chief minister 's resignation . "
the state unit of,decide.01,to move court against,,Affirmative,"However , the state unit of the party has decided to move court against alleged rigging in Dumka and Rajmahal Lok Sabha seats , said leader of opposition in Jharkhand Arjun Munda on Sunday . "
the state unit of,move.01,court,against,Affirmative,"However , the state unit of the party has decided to move court against alleged rigging in Dumka and Rajmahal Lok Sabha seats , said leader of opposition in Jharkhand Arjun Munda on Sunday . "
leader of opposition in,say.01,has decided,,Affirmative,"However , the state unit of the party has decided to move court against alleged rigging in Dumka and Rajmahal Lok Sabha seats , said leader of opposition in Jharkhand Arjun Munda on Sunday . "
Bharatiya Janata Party,feel.02,it is necessary,,Affirmative,The party does not feel it is necessary to demand chief minister Hemant Sorent 's resignation . 
leader of opposition in Jharkhand Arjun Munda on Sunday,say.01,He should step down on,,Affirmative,"He should step down on moral grounds on his own , he said . "
Jharkhand Arjun Munda on Sunday,address.02,a press conference along with,,Affirmative,Munda was addressing a press conference along with party president Ravindra Rai at the BJP state headquarters in Ranchi . 
leader Raghuvar Das,say.01,government looks certain,,Affirmative,"In Jamshedpur , senior party leader Raghuvar Das too said the coalition government looks certain to collapse on its own soon . "
the coalition government,look.02,certain,,Affirmative,"In Jamshedpur , senior party leader Raghuvar Das too said the coalition government looks certain to collapse on its own soon . "
"Rai , who has won from Koderma constituency",claim.01,", won from Dumka",,Affirmative,"Rai claimed that Shibu Soren , Jharkhand 's tallest tribal leader , won from Dumka because of rigging . "
the Jharkhand chief minister 's,put.01,pressure,on,Affirmative,"He put pressure on the returning officer and other officials concerned to tamper with the results , said Rai , who has won from Koderma constituency . "
the Jharkhand chief minister 's,concern.01,to tamper with,,Affirmative,"He put pressure on the returning officer and other officials concerned to tamper with the results , said Rai , who has won from Koderma constituency . "
"Rai ,",say.01,He put pressure on,,Affirmative,"He put pressure on the returning officer and other officials concerned to tamper with the results , said Rai , who has won from Koderma constituency . "
Jharkhand Arjun Munda on Sunday,say.01,government deployed forces according to,,Affirmative,"In Ranchi , Munda said the government deployed forces according to their convenience . "
the coalition government,deploy.01,forces,,Affirmative,"In Ranchi , Munda said the government deployed forces according to their convenience . "
Jharkhand Arjun Munda on Sunday,say.01,forces were deployed in,,Affirmative,"Central forces were deployed in urban areas while state forces were deployed in rural areas , said Munda , adding that there were frequent power cuts in the strongroom during counting . "
Jharkhand Arjun Munda on Sunday,add.01,that there were,,Affirmative,"Central forces were deployed in urban areas while state forces were deployed in rural areas , said Munda , adding that there were frequent power cuts in the strongroom during counting . "
Shibu Soren,defeat.01,candidate,,Affirmative,"Shibu Soren defeated BJP 's candidate Sunil Soren by over 39,000 votes . "
BJP,level.03,allegations of rigging against JMM,,Affirmative,BJP levelled allegations of rigging against JMM in Rajmahal constituency as well . 
candidate,defeat.01,Hemlal Murmu,,Affirmative,"JMM 's candidate Vijay Kumar Hansda defeated BJP 's Hemlal Murmu by over 41,000 votes . "
BJP 's Hemlal Murmu,level.03,charges of rigging against JMM,,Affirmative,"A JMM turncoat , Murmu has also levelled charges of rigging against JMM . "
Bharatiya Janata Party,claim.01,government made,,Affirmative,BJP claimed that the government made Bangladeshi infiltrators ' voter ID cards and used them to make its candidate win . 
the coalition government,make.02,voter ID cards,,Affirmative,BJP claimed that the government made Bangladeshi infiltrators ' voter ID cards and used them to make its candidate win . 
the coalition government,use.01,Bangladeshi infiltrators ',to make,Affirmative,BJP claimed that the government made Bangladeshi infiltrators ' voter ID cards and used them to make its candidate win . 
the coalition government,make.02,candidate win,,Affirmative,BJP claimed that the government made Bangladeshi infiltrators ' voter ID cards and used them to make its candidate win . 
BJP leaders,say.01,they have proof for this,,Affirmative,BJP leaders also said they have proof for this . 
BJP leaders,have.03,proof for this,,Affirmative,BJP leaders also said they have proof for this . 
BJP leaders,move.01,the court,,Affirmative,"Our candidates will come with all documents to Ranchi and we will move the court , said Munda . "
Jharkhand Arjun Munda on Sunday,say.01,candidates will come with,,Affirmative,"Our candidates will come with all documents to Ranchi and we will move the court , said Munda . "
Jharkhand Arjun Munda on Sunday,allege.01,are involved in,,Affirmative,"He further alleged that police , politicians and several government officers are involved in illegal coal mining in Jharkhand . "
