A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
a subdued increase in,fan.01,fears of weakness in,,Affirmative,BEIJING / HONG KONG -- Global stocks were mostly lower Monday after a subdued increase in Chinese house prices fanned fears of weakness in the world 's No. 2 economy . 
The Chinese government,try.01,to restrain,,Affirmative,The Chinese government is trying to restrain housing costs that have surged in recent years with lending and other curbs . 
The Chinese government,restrain.01,housing costs,,Affirmative,The Chinese government is trying to restrain housing costs that have surged in recent years with lending and other curbs . 
any weakness in sales,prompt.01,fears of repercussions for,,Affirmative,But any weakness in sales prompts fears of repercussions for other industries and possible debt problems if developers default on loans . 
Mizuho Bank,say.01,â€œThere could be concerns about,,Affirmative,"â€œThere could be concerns about increased risks of a hard landing in the property market , â€� said Mizuho Bank in a report . "
â€œThe surge in,suggest.01,remains on track,,Affirmative,"â€œThe surge in machinery orders in March suggests that the recovery in business investment remains on track , â€� said Marcel Theliant of Capital Economics in a report . "
Marcel Theliant of,say.01,suggests,,Affirmative,"â€œThe surge in machinery orders in March suggests that the recovery in business investment remains on track , â€� said Marcel Theliant of Capital Economics in a report . "
Investors,look.01,to meetings on Tuesday of,,Affirmative,"Investors are looking ahead to meetings on Tuesday of the U.S. Federal Reserve and on Wednesday of the Bank of Japan , though no major policy changes are expected . "
traders,keep.04,an eye,on,Affirmative,"Asian markets broadly fell Monday despite an uptick on Wall Street , while traders keep an eye on the release of key indicators out of China and Japan later in the week . "
Shanghai,tumble.01,1.05 percent,,Affirmative,"Tokyo lost 0.64 percent , or 90.15 points , to finish at 14,006.44 , Sydney eased 1.28 percent , or 70 points , to 5409.0 and Shanghai tumbled 1.05 percent , or 21.32 points , to 2,005.18 . "
the Commerce Department,say.01,starts rose,,Affirmative,"U.S. shares finished slightly higher on Friday after upbeat earnings from retailers JCPenney and Nordstrom , while the Commerce Department said overall housing starts rose 13.2 percent in April from March . "
by figures showing,give.01,a lift,Japanese traders,Affirmative,"Japanese traders were given a lift on Monday by figures showing machinery orders , a leading indicator of corporate capital spending in the country , jumped 19.1 percent on - month in March . "
figures showing,show.01,machinery orders in March,,Affirmative,"Japanese traders were given a lift on Monday by figures showing machinery orders , a leading indicator of corporate capital spending in the country , jumped 19.1 percent on - month in March . "
Investors,look.01,to,,Affirmative,"With few catalysts to drive buying , investors are looking to the release of Japanese trade data on Wednesday as well as the Bank of Japan 's latest policy meeting . "
late Thursday,see.01,HSBC release,,Affirmative,"Thursday will see HSBC release its preliminary results on May manufacturing activity in China , with analysts hoping for signs of a pick - up in the world 's number two economy . "
HSBC,release.01,its preliminary results on,,Affirmative,"Thursday will see HSBC release its preliminary results on May manufacturing activity in China , with analysts hoping for signs of a pick - up in the world 's number two economy . "
analysts,hope.01,for signs of,,Affirmative,"Thursday will see HSBC release its preliminary results on May manufacturing activity in China , with analysts hoping for signs of a pick - up in the world 's number two economy . "
The British banking giant,unveil.01,its early results for,,Affirmative,The British banking giant will also unveil its early results for the eurozone and United States later in the day . 
Gold,fetch.01,"US$ 1,299.89",,Affirmative,"Gold fetched US$ 1,299.89 an ounce at 1045 GMT compared with US$ 1,293.51 late Thursday . "
Maybank,add.02,Nasional rose,to,Affirmative,"Tenaga Nasional rose 1.16 percent to 12.20 ringgit , Maybank added 0.30 percent to 9.98 ringgit , while Malaysia Airlines dipped 18.42 percent to 0.16 ringgit . "
Malaysia Airlines,dip.02,18.42 percent,to,Affirmative,"Tenaga Nasional rose 1.16 percent to 12.20 ringgit , Maybank added 0.30 percent to 9.98 ringgit , while Malaysia Airlines dipped 18.42 percent to 0.16 ringgit . "
Manila,add.02,0.78 percent,,Affirmative,"â€ Manila added 0.78 percent , or 53.19 points , 6,870.90 . "
The China Post,reserve.01,the right,,Affirmative,The China Post reserves the right to post or remove any comment for any reason without prior consent . 
The China Post,remove.01,any comment for,,Affirmative,The China Post reserves the right to post or remove any comment for any reason without prior consent . 
You,grant.01,the right,to,Affirmative,You hereby grant to The China Post the right to post your submissions in any way we see fit . 
we,see.01,fit,,Affirmative,You hereby grant to The China Post the right to post your submissions in any way we see fit . 
The China Post,make.02,assurances regarding,,Affirmative,The China Post makes no assurances regarding the accuracy of posted comments . 
no assurances,regard.01,the accuracy of,,Affirmative,The China Post makes no assurances regarding the accuracy of posted comments . 
Opinions,represent.01,the views of,,Affirmative,Opinions do not represent the views of The China Post . 
