A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
we,need.01,to be prepared,,Affirmative,"ST. LOUIS ( KMOX ) - It 's not time to panic , but we need to be prepared . "
St. Louis City Health Director Pam Walker,put.01,health system,on alert,Affirmative,That 's what St. Louis City Health Director Pam Walker is saying as she puts the city 's health system on alert for MERS . 
St. Louis City Health Director Pam Walker,say.01,she wants,,Affirmative,"With the latest MERS case involving an Illinois man , Walker says she wants to make sure if a case pops up here health officials can respond quickly to contain it . "
St. Louis City Health Director Pam Walker,want.01,to make sure,,Affirmative,"With the latest MERS case involving an Illinois man , Walker says she wants to make sure if a case pops up here health officials can respond quickly to contain it . "
St. Louis City Health Director Pam Walker,make.02,sure,,Affirmative,"With the latest MERS case involving an Illinois man , Walker says she wants to make sure if a case pops up here health officials can respond quickly to contain it . "
health officials,respond.01,to contain it,,Affirmative,"With the latest MERS case involving an Illinois man , Walker says she wants to make sure if a case pops up here health officials can respond quickly to contain it . "
health officials,contain.01,a case,,Affirmative,"With the latest MERS case involving an Illinois man , Walker says she wants to make sure if a case pops up here health officials can respond quickly to contain it . "
St. Louis City Health Director Pam Walker,say.01,department is reaching out to hospitals and,,Affirmative,She says the department is reaching out to hospitals and emergency responders . 
hospitals and emergency responders,make.02,we have,,Affirmative,"We 're making sure we have 24/7 contact information , should a case appear anywhere , that infection control practices are in place , that we can activate our 24/7 surveillance system immediately , Walker says . "
hospitals and emergency responders,have.03,24/7 contact information,,Affirmative,"We 're making sure we have 24/7 contact information , should a case appear anywhere , that infection control practices are in place , that we can activate our 24/7 surveillance system immediately , Walker says . "
hospitals and emergency responders,activate.01,our 24/7 surveillance system,,Affirmative,"We 're making sure we have 24/7 contact information , should a case appear anywhere , that infection control practices are in place , that we can activate our 24/7 surveillance system immediately , Walker says . "
St. Louis City Health Director Pam Walker,say.01,case appear anywhere,,Affirmative,"We 're making sure we have 24/7 contact information , should a case appear anywhere , that infection control practices are in place , that we can activate our 24/7 surveillance system immediately , Walker says . "
St. Louis City Health Director Pam Walker,say.01,they 're learning from,,Affirmative,Walker says they 're learning from the SARS outbreak in Canada to be ready before the virus arrives . 
hospitals and emergency responders,learn.01,to be ready,from,Affirmative,Walker says they 're learning from the SARS outbreak in Canada to be ready before the virus arrives . 
the first,test.01,anyone,,Affirmative,"If a case is detected here , the first step would be to test anyone who had contact with the patient . "
Anyone,have.03,signs and symptoms,,Affirmative,"Anyone who has signs and symptoms would either need to be isolated in a hospital or treatment facility , or we would issue a quarantine to quarantine them at home , Walker says . "
Anyone,need.01,to be isolated in,,Affirmative,"Anyone who has signs and symptoms would either need to be isolated in a hospital or treatment facility , or we would issue a quarantine to quarantine them at home , Walker says . "
hospitals and emergency responders,issue.01,a quarantine,,Affirmative,"Anyone who has signs and symptoms would either need to be isolated in a hospital or treatment facility , or we would issue a quarantine to quarantine them at home , Walker says . "
St. Louis City Health Director Pam Walker,say.01,would either need,,Affirmative,"Anyone who has signs and symptoms would either need to be isolated in a hospital or treatment facility , or we would issue a quarantine to quarantine them at home , Walker says . "
