A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,ingest.01,these knick - knacks,,Affirmative,"Yet oftentimes , these knick - knacks are unthinkingly ingested by little ones , resulting in injuries that can be fatal in some cases . "
by researchers,conduct.01,A recent study conducted by researchers,,Affirmative,"A recent study conducted by researchers at the Hospital for Sick Children in Toronto examined the rate of child injuries from ingesting small , magnetic toys . "
A recent study conducted by researchers,examine.01,the rate of,,Affirmative,"A recent study conducted by researchers at the Hospital for Sick Children in Toronto examined the rate of child injuries from ingesting small , magnetic toys . "
the findings,show.01,were brought to,,Affirmative,"Findings showed that from April 2002 through December 2012 , more than 2,700 children under the age of 18 were brought to the emergency room for foreign body ingestion . "
"more than 2,700 children under the age of 18",choose.01,to limit,,Affirmative,"We chose to limit our scope to the alimentary tract because the majority of serious harm from magnets arises from perforations and fistulae of the stomach , small bowel and colon , said lead study author Dr. Matt Strickland , via  WebMD . "
"more than 2,700 children under the age of 18",limit.01,our scope,to,Affirmative,"We chose to limit our scope to the alimentary tract because the majority of serious harm from magnets arises from perforations and fistulae of the stomach , small bowel and colon , said lead study author Dr. Matt Strickland , via  WebMD . "
lead,say.01,We chose,,Affirmative,"We chose to limit our scope to the alimentary tract because the majority of serious harm from magnets arises from perforations and fistulae of the stomach , small bowel and colon , said lead study author Dr. Matt Strickland , via  WebMD . "
"more than 2,700 children under the age of 18",swallow.01,one magnet,,Affirmative,"Ninety - four of the cases involved study parameters of .30 , in which the children had swallowed more than one magnet . "
the children needed surgery,need.01,surgery,,Affirmative,"However , out of those 30 cases , six of the children needed surgery -- all of whom were male . "
researchers at the Hospital for Sick Children in Toronto,find.01,was,,Affirmative,Researchers found that the number of magnet cases based on two different time periods was particularly worrisome as ingestion rates increased significantly over time . 
researchers at the Hospital for Sick Children in Toronto,find.01,tripled,,Affirmative,"For instance , researchers found that magnet cases between 2002 and 2009 to 2010 and 2012 tripled . "
researchers at the Hospital for Sick Children in Toronto,see.01,an increased number of visits to,,Affirmative,"With the inclusion of smaller , spherical magnets in children 's toys , we are seeing an increased number of visits to the hospital for surgeries to remove them from the gastrointestinal tract , Strickland added , via  FOX News . "
researchers at the Hospital for Sick Children in Toronto,remove.01,children 's,from,Affirmative,"With the inclusion of smaller , spherical magnets in children 's toys , we are seeing an increased number of visits to the hospital for surgeries to remove them from the gastrointestinal tract , Strickland added , via  FOX News . "
Matt Strickland,add.01,via  FOX News,,Affirmative,"With the inclusion of smaller , spherical magnets in children 's toys , we are seeing an increased number of visits to the hospital for surgeries to remove them from the gastrointestinal tract , Strickland added , via  FOX News . "
