A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The Quartet representatives,visit.01,Amman,,Affirmative,"The Quartet representatives are to visit Amman this week [ May 18 ] to continue discussions with the Jordanian government on the upgrading of passage of goods through the Allenby Bridge border crossing [ between Israel and Jordan ] , with the view of increasing the volume of goods passing through the bridge . "
May 18,continue.01,discussions with,,Affirmative,"The Quartet representatives are to visit Amman this week [ May 18 ] to continue discussions with the Jordanian government on the upgrading of passage of goods through the Allenby Bridge border crossing [ between Israel and Jordan ] , with the view of increasing the volume of goods passing through the bridge . "
Summary ⎙ Print Upgrading,upgrade.02,the passage of goods,through,Affirmative,"Summary ⎙ Print Upgrading the passage of goods through the Israel - Jordan Allenby Bridge crossing would enable an increase of 30 % in the volume of goods traffic , thus promoting Palestinian export to Jordan and the Gulf states . "
an increase of,promote.02,Palestinian export to Jordan and,,Affirmative,"Summary ⎙ Print Upgrading the passage of goods through the Israel - Jordan Allenby Bridge crossing would enable an increase of 30 % in the volume of goods traffic , thus promoting Palestinian export to Jordan and the Gulf states . "
The latter,look.01,for ways,,Affirmative,"The latter are looking for ways to  diversify the Palestinian foreign trade , and they thus seek to develop additional markets . "
the Palestinian economy leaders,seek.01,to develop,,Affirmative,"The latter are looking for ways to  diversify the Palestinian foreign trade , and they thus seek to develop additional markets . "
the Palestinian economy leaders,develop.02,additional markets,,Affirmative,"The latter are looking for ways to  diversify the Palestinian foreign trade , and they thus seek to develop additional markets . "
by,conduct.01,A  survey conducted by,,Affirmative,"A  survey conducted by the Quartet and the Israeli Ministry of Regional Cooperation shows that if a large container scanning system is installed at the Allenby Bridge , the volume of goods passing through the bridge will increase by 30 % . "
A  survey conducted by,show.01,will increase by,,Affirmative,"A  survey conducted by the Quartet and the Israeli Ministry of Regional Cooperation shows that if a large container scanning system is installed at the Allenby Bridge , the volume of goods passing through the bridge will increase by 30 % . "
even more than the Haifa and Ashdod sea ports,serve.01,as,,Affirmative,"However , even more than the Haifa and Ashdod sea ports , the Allenby Bridge is of essential importance for the Palestinians , as it serves as the crossing point for the best part of their foreign trade with the Eastern Arab countries -  primarily the wealthy Gulf states and Jordan . "
only trucks carrying,carry.01,goods platforms,,Affirmative,"Therefore , only trucks carrying goods platforms , but no containers , can pass through the Allenby border crossing . "
This,create.01,a problem,,Affirmative,"This creates a problem because international companies , especially those operating from the Gulf states , insist on the transportation of goods in accordance with modern standards of container packaging , which ensure more efficient transportation . "
"international companies ,",insist.01,on,,Affirmative,"This creates a problem because international companies , especially those operating from the Gulf states , insist on the transportation of goods in accordance with modern standards of container packaging , which ensure more efficient transportation . "
modern standards of,ensure.01,efficient transportation,,Affirmative,"This creates a problem because international companies , especially those operating from the Gulf states , insist on the transportation of goods in accordance with modern standards of container packaging , which ensure more efficient transportation . "
Most of them,carry.01,imported goods (,,Affirmative,"Most of them carry imported goods ( raw materials , household items and food products ) . "
Only a few of,carry.01,exported goods (,,Affirmative,Only a few of the trucks passing through the bridge carry exported goods ( agricultural products and stones for building ) . 
the Dutch government,donate.01,about NIS 8 million,,Affirmative,"The latter -  prompted by then - Palestinian Prime Minister Salam Fayyad , and in light of his recommendation -  announced that the Dutch government was prepared to donate about NIS 8 million to NIS 9 million [ between about  $ 2,300,000 and $ 2,600,000 ] for the purchase of a container scanning system , to facilitate the passage of goods through the Allenby Bridge . "
a further investment of,about .01,"$ 10,120,000",,Affirmative,"However , a further investment of about NIS 35 million [ about  $ 10,120,000 ] was required for installing the system . "
the Israeli government,implement.01,the infrastructure works required for,,Affirmative,"In October 2013 , on the initiative of Minister of Regional Cooperation Silvan Shalom , the Israeli government made a decision to fund and implement the infrastructure works required for the installation of the system . "
The bodies in charge of,complete.01,the project,,Affirmative,The bodies in charge of the scanning system installation and the development works of the Allenby Bridge border crossing are scheduled to complete the project in about two years . 
The Quartet representatives,act.02,to help,,Affirmative,"At the same time , the Quartet representatives are acting to help the Jordanian ministries upgrade the passage arrangements on the Jordanian side of the bridge as well as in the port of Aqaba , which plays a significant role in the passage of [ Palestinian ] trade . "
The Quartet representatives,help.01,ministries upgrade,,Affirmative,"At the same time , the Quartet representatives are acting to help the Jordanian ministries upgrade the passage arrangements on the Jordanian side of the bridge as well as in the port of Aqaba , which plays a significant role in the passage of [ Palestinian ] trade . "
the Jordanian ministries,upgrade.02,the passage arrangements on,,Affirmative,"At the same time , the Quartet representatives are acting to help the Jordanian ministries upgrade the passage arrangements on the Jordanian side of the bridge as well as in the port of Aqaba , which plays a significant role in the passage of [ Palestinian ] trade . "
"Aqaba ,",play.02,a significant role,,Affirmative,"At the same time , the Quartet representatives are acting to help the Jordanian ministries upgrade the passage arrangements on the Jordanian side of the bridge as well as in the port of Aqaba , which plays a significant role in the passage of [ Palestinian ] trade . "
Al - Monitor,bring.01,top journalists,,Affirmative,Al - Monitor brings together top journalists from across the Middle East . 
we,have.03,daily translations from,,Affirmative,"Plus , we have daily translations from 20 major news organizations in the region . "
