A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A monument,mark.01,the site of,,Affirmative,A monument marks the site of the former Checkerboard Field in Maywood . 
"Charles Lindbergh ,",circa.01,1927,,Affirmative,"Charles Lindbergh , circa 1927 . "
Charles Lindbergh,make.LV,regular trips,,Affirmative,"A year before his famous solo flight across the Atlantic in May 1927 , Charles Lindbergh made regular trips to west suburban Maywood Field , including one that almost cost him his life . "
Charles Lindbergh,west.01,suburban Maywood Field,,Affirmative,"A year before his famous solo flight across the Atlantic in May 1927 , Charles Lindbergh made regular trips to west suburban Maywood Field , including one that almost cost him his life . "
A motorist,find.01,A motorist,,Affirmative,A motorist later found him on the side of the road and helped him retrieve mail bags from the wreckage of his plane . 
A motorist,help.01,him retrieve,,Affirmative,A motorist later found him on the side of the road and helped him retrieve mail bags from the wreckage of his plane . 
A motorist,retrieve.01,mail bags from,,Affirmative,A motorist later found him on the side of the road and helped him retrieve mail bags from the wreckage of his plane . 
historians,say.01,were n't,,Affirmative,"Hair - raising experiences like that were n't all that unusual when Maywood Field was one of the dramatic centers of the nation 's burgeoning aviation boom shortly after World War I , historians say . "
Charles Lindbergh,fly.01,five round - trips,,Affirmative,Lindbergh flew five round - trips each week between Chicago and St. Louis . 
an aviation historian,write.01,a book on,,Affirmative,"Christopher Lynch , an aviation historian who wrote a book on Chicago 's Midway Airport , said airplane engines at the time were unreliable and airports were primitive . "
"Christopher Lynch ,",say.01,were unreliable and,,Affirmative,"Christopher Lynch , an aviation historian who wrote a book on Chicago 's Midway Airport , said airplane engines at the time were unreliable and airports were primitive . "
Lynch,say.01,would sometimes just stop working,,Affirmative,"would sometimes just stop working , Lynch said . "
Airports like,pose.02,dangers,,Affirmative,"Airports like Maywood Field also posed dangers due to having inadequate lighting for night flights as well as turf and cinder runways , according to documents . "
Airports like,have.03,inadequate lighting for,,Affirmative,"Airports like Maywood Field also posed dangers due to having inadequate lighting for night flights as well as turf and cinder runways , according to documents . "
old boy,pick.04,him,"near Ottawa , Ill",Affirmative,"A 17 - year - old boy picked him up near Ottawa , Ill . "
a plane,try.01,to land because of,,Affirmative,"The boy , Julio Corsini , worked at a local airfield and was alerted that a plane would try to land because of bad weather . "
Corsini,tell.01,Lindbergh was,me,Affirmative,"Corsini told me that Lindbergh was very upset because it was n't the first time he crashed a plane , Lynch said . "
he,crash.02,a plane,,Affirmative,"Corsini told me that Lindbergh was very upset because it was n't the first time he crashed a plane , Lynch said . "
Lynch,say.01,Corsini told me,,Affirmative,"Corsini told me that Lindbergh was very upset because it was n't the first time he crashed a plane , Lynch said . "
He,know.01,he was going,,Affirmative,He knew he was going to get into trouble for it . 
"Paul Casey , 55 , of Bolingbrook",say.01,Casey was,,Affirmative,"Paul Casey , 55 , of Bolingbrook , said his grandfather John Casey was an airmail pilot in the early years of aviation . "
