A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The state of,show.01,no signs of slowing down,,Affirmative,The state of not quite civil war in Ukraine shows no signs of slowing down . 
The skirmishes and hit and run strikes between,run.01,strikes between,,Affirmative,"The skirmishes and hit and run strikes between Ukraine 's military and eastern protester self - defense forces continue apace across Ukraine 's eastern regions , with the f ighting centering mostly on Slovyansk and Kramatorsk , as usual . "
The skirmishes and hit and run strikes between,continue.01,apace,,Affirmative,"The skirmishes and hit and run strikes between Ukraine 's military and eastern protester self - defense forces continue apace across Ukraine 's eastern regions , with the f ighting centering mostly on Slovyansk and Kramatorsk , as usual . "
The state of,show.01,no signs of slowing down,,Affirmative,"The state of not quite civil war shows no signs of slowing down , and both sides are talking up escalation as they try to extricate themselves from the stalemated fights . "
both sides,talk.01,escalation,,Affirmative,"The state of not quite civil war shows no signs of slowing down , and both sides are talking up escalation as they try to extricate themselves from the stalemated fights . "
Ukraine 's military and eastern protester self-defense forces,try.01,to extricate themselves from,,Affirmative,"The state of not quite civil war shows no signs of slowing down , and both sides are talking up escalation as they try to extricate themselves from the stalemated fights . "
Ukraine 's military and eastern protester self-defense forces,extricate.01,Ukraine 's military and eastern protester self-defense forces,from,Affirmative,"The state of not quite civil war shows no signs of slowing down , and both sides are talking up escalation as they try to extricate themselves from the stalemated fights . "
defense forces,consider.02,calling up,,Affirmative,"Eastern self - defense forces are considering calling up female volunteers to form their own combat forces , since they are running short of manpower in defending the cities they yet hold from army encroachment . "
defense forces,call.08,female volunteers,,Affirmative,"Eastern self - defense forces are considering calling up female volunteers to form their own combat forces , since they are running short of manpower in defending the cities they yet hold from army encroachment . "
defense forces,form.01,their own combat forces,,Affirmative,"Eastern self - defense forces are considering calling up female volunteers to form their own combat forces , since they are running short of manpower in defending the cities they yet hold from army encroachment . "
female volunteers,hold.01,the cities,,Affirmative,"Eastern self - defense forces are considering calling up female volunteers to form their own combat forces , since they are running short of manpower in defending the cities they yet hold from army encroachment . "
The Right Sector,call.05,to mass execute,,Affirmative,The Right Sector is calling on the interim government to mass execute all protest leaders they manage to get ahold of in an effort to tamp down the secessionist movement . 
female volunteers,manage.02,to get ahold of,,Affirmative,The Right Sector is calling on the interim government to mass execute all protest leaders they manage to get ahold of in an effort to tamp down the secessionist movement . 
Some in the east,intend.01,to hold,,Affirmative,"Some in the east seem convinced the situation will remain unresolved in the long term , and say they intend to hold a full - scale election in mid-September to elect officials to the People 's Republic of Donetsk and Luhansk . "
Some in the east,hold.04,scale election,,Affirmative,"Some in the east seem convinced the situation will remain unresolved in the long term , and say they intend to hold a full - scale election in mid-September to elect officials to the People 's Republic of Donetsk and Luhansk . "
by AntiWar,publish.01,this article,,Affirmative,This article was published by AntiWar . 
