A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The 2654 Project team,decide.01,to relocate from,,Affirmative,"After recognizing the need for quality photography and realizing the prospect of exciting , new opportunities offered in Hilton Head , South Carolina , high end wedding photographer team The 2654 Project recently decided to relocate from their previous base of operations in Boston , Massachusetts to the new , southern locale . "
South Carolina 's,provide.01,amazing opportunities,,Affirmative,"South Carolina is able to provide amazing opportunities to create spectacular photography thanks in large part to the state 's naturally beautiful scenery and the wide array of venue choices , making it the perfect place for wedding ceremonies , receptions , as well as any other special event . "
South Carolina 's,make.02,it the perfect place for,,Affirmative,"South Carolina is able to provide amazing opportunities to create spectacular photography thanks in large part to the state 's naturally beautiful scenery and the wide array of venue choices , making it the perfect place for wedding ceremonies , receptions , as well as any other special event . "
The 2654 Project team,enjoy.01,taking,,Affirmative,"The team enjoys taking unique photos , which includes both candid photos and images of keepsakes that newlyweds can enjoy forever . "
The 2654 Project team,take.01,"unique photos ,",,Affirmative,"The team enjoys taking unique photos , which includes both candid photos and images of keepsakes that newlyweds can enjoy forever . "
newlyweds,enjoy.01,keepsakes,,Affirmative,"The team enjoys taking unique photos , which includes both candid photos and images of keepsakes that newlyweds can enjoy forever . "
The fact,allow.01,clients to take advantage of,,Affirmative,"The fact that they 're a team allows clients to take advantage of two photographers on their big day , instead of just one , which ensures that every single special moment is captured from multiple angles . "
their clients,take.01,advantage,of,Affirmative,"The fact that they 're a team allows clients to take advantage of two photographers on their big day , instead of just one , which ensures that every single special moment is captured from multiple angles . "
"just one ,",ensure.01,moment is captured from,,Affirmative,"The fact that they 're a team allows clients to take advantage of two photographers on their big day , instead of just one , which ensures that every single special moment is captured from multiple angles . "
most wedding photographers,shoot.03,solo,,Affirmative,"This is an interesting part of the project , as most wedding photographers shoot solo . "
The 2654 Project team,have.03,a time limit,,Affirmative,"The 2654 Project does n't have a time limit when they 're shooting , which means that their clients have unlimited access to them at their events . "
a time limit,mean.01,clients have,,Affirmative,"The 2654 Project does n't have a time limit when they 're shooting , which means that their clients have unlimited access to them at their events . "
their clients,have.03,unlimited access to them,,Affirmative,"The 2654 Project does n't have a time limit when they 're shooting , which means that their clients have unlimited access to them at their events . "
Matt and,like.02,to encourage everyone in,,Affirmative,"Matt and Kristen Scott would like to encourage everyone in the Savannah or Charleston area to contact them for any wedding , engagement , and fashion photography needs they may have . "
Matt and,encourage.01,everyone in,to contact them for,Affirmative,"Matt and Kristen Scott would like to encourage everyone in the Savannah or Charleston area to contact them for any wedding , engagement , and fashion photography needs they may have . "
everyone in,contact.01,Matt and Kristen Scott,,Affirmative,"Matt and Kristen Scott would like to encourage everyone in the Savannah or Charleston area to contact them for any wedding , engagement , and fashion photography needs they may have . "
fashion photography,need.01,they may have,,Affirmative,"Matt and Kristen Scott would like to encourage everyone in the Savannah or Charleston area to contact them for any wedding , engagement , and fashion photography needs they may have . "
Their company,provide.01,"a blend of services , including photography , music , and carpentry",,Affirmative,"Their company provides a blend of services , including photography , music , and carpentry . "
