A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,shoot.02,Police officers and protesters,,Affirmative,HARRISBURG ( VR ) - Police officers and protesters are being shot by unidentified snipers in Kiev . 
Dozens of,oppose.01,the government,,Affirmative,Dozens of political activists are being burned alive in the middle of the port city of Odessa for opposing the government . 
Europe,see.01,political violence and,,Affirmative,Not since the bloody civil war in Yugoslavia has Europe seen political violence and civil strife on this scale . 
Washington 's,seek.01,the role of,,Affirmative,Washington sought the role of the savior and protector of the Western world against the onslaught of barbaric Soviet communism . 
a new political movement,combine.01,"an ideological zeal ,",,Affirmative,"As the United States was passing through the tumultuous 1960's , a new political movement arose , combining an ideological zeal , usually associated with the revolutionary left , with a conservative brand of American patriotism and an overtly expansionist foreign policy . "
the proponents of,refer.01,to themselves,,Affirmative,"Neoconservatives , or neocons , as the proponents of the new ideology referred to themselves , advocated taking a particularly tough line towards the Soviet bloc , using democracy promotion and human rights campaigns to justify unbridled interference in the internal affairs of America 's geopolitical adversaries . "
"Neoconservatives , or neocons ,",take.01,tough line towards,,Affirmative,"Neoconservatives , or neocons , as the proponents of the new ideology referred to themselves , advocated taking a particularly tough line towards the Soviet bloc , using democracy promotion and human rights campaigns to justify unbridled interference in the internal affairs of America 's geopolitical adversaries . "
"Neoconservatives , or neocons ,",use.01,democracy promotion and,to justify,Affirmative,"Neoconservatives , or neocons , as the proponents of the new ideology referred to themselves , advocated taking a particularly tough line towards the Soviet bloc , using democracy promotion and human rights campaigns to justify unbridled interference in the internal affairs of America 's geopolitical adversaries . "
Neoconservatives,make.01,their way,from,Affirmative,"As the decades passed , neoconservatives made their way from beltway think tanks to the highest political offices in the country , counting among their supporters Vice President Dick Cheney and former U.S. ambassador to the United Nations John Bolton . "
apparent victory in,slow.03,major figures in,,Affirmative,Washington 's apparent victory in the Cold War with the Soviet Union from 1989 to 1991 hardly slowed down major figures in the neoconservative movement . 
by,take.12,place as,,Affirmative,"The Soviet Union 's place as the main threat to America 's security was quickly taken over in the neoconservative imaginary by the specter of Islamic fundamentalism , a rising China and a resurgent Russia . "
leaders,disavow.01,a promise made to,,Affirmative,"Seeking to secure and extend the advantages gained over their former Cold War rival , Western political and military leaders disavowed a promise made to Soviet president Mikhail Gorbachev not to expand NATO beyond Germany 's eastern borders . "
Washington and,bring.01,the military alliance,to,Affirmative,"Despite loud and continuous objections from Moscow , Washington and its Western European allies moved for rapid NATO expansion in Eastern Europe , finally bringing the military alliance directly to Russia 's borders when Poland and the Baltic states gained full membership . "
Poland and,gain.02,full membership,,Affirmative,"Despite loud and continuous objections from Moscow , Washington and its Western European allies moved for rapid NATO expansion in Eastern Europe , finally bringing the military alliance directly to Russia 's borders when Poland and the Baltic states gained full membership . "
decision,escalate.01,the tensions between East and West,,Affirmative,President George W. Bush 's decision to withdraw from the Anti-Ballistic Missile ( ABM ) treaty in 2002 and Washington 's continual refusal to sign a pledge that the construction of new bases in Eastern Europe is not aimed against Russia further escalated the tensions between East and West . 
the Georgian army,launch.01,out assault on neighboring,,Affirmative,"In the summer of 2008 , at the height of the presidential campaign in the United States , the president of the Republic of Georgia , Mikhail Saakashvili , closely tied to the campaign of hawkish anti-Russian senator John McCain and his neoconservative coterie , ordered the Georgian army to launch an all - out assault on neighboring South Ossetia , killing dozens of Russian peacekeepers stationed on the border in the process . "
policy aide and,advise.01,the Georgian leader,,Affirmative,"It was later revealed that John McCain 's foreign policy aide and a board member of the neoconservative Project for the New American Century ( PNAC ) , Randy Scheunemann , advised the Georgian leader in the months prior to the invasion . "
by,rebuff.01,military assault,,Affirmative,"Tbilisi 's military assault was quickly rebuffed by the Russian army and South Ossetian defense units , but the episode made clear to the Russian leadership that Washington and its allies are prepared to organize provocations and resort to illegal military action along Russia 's borders in the same manner as they had done previously in the Middle East , the Balkans , and other regions of the world . "
the episode,make.02,clear to,,Affirmative,"Tbilisi 's military assault was quickly rebuffed by the Russian army and South Ossetian defense units , but the episode made clear to the Russian leadership that Washington and its allies are prepared to organize provocations and resort to illegal military action along Russia 's borders in the same manner as they had done previously in the Middle East , the Balkans , and other regions of the world . "
Washington and,organize.01,provocations,,Affirmative,"Tbilisi 's military assault was quickly rebuffed by the Russian army and South Ossetian defense units , but the episode made clear to the Russian leadership that Washington and its allies are prepared to organize provocations and resort to illegal military action along Russia 's borders in the same manner as they had done previously in the Middle East , the Balkans , and other regions of the world . "
Washington and,resort.01,to,,Affirmative,"Tbilisi 's military assault was quickly rebuffed by the Russian army and South Ossetian defense units , but the episode made clear to the Russian leadership that Washington and its allies are prepared to organize provocations and resort to illegal military action along Russia 's borders in the same manner as they had done previously in the Middle East , the Balkans , and other regions of the world . "
Eastern Ukraine,attract.01,special attention,,Affirmative,"Throughout the Cold War and following its conclusion , Ukraine has attracted special attention from Western strategists . "
American and,assist.01,pro-Nazi Ukrainian insurgents fighting under,,Affirmative,"During the first decade of the Cold War , American and NATO intelligence services actively assisted pro-Nazi Ukrainian insurgents fighting under the leadership of Stepan Bandera in their struggle with the Soviet armed forces in Western Ukraine . "
Thousands of,assist.01,Washington,in,Affirmative,"Thousands of Ukrainian and other Eastern European Nazi collaborators , some with a history of war crimes in their past , were allowed to move to the United States after the war to assist Washington in its anti-Soviet crusade . "
a community,destabilize.01,the situation in Ukraine,,Affirmative,"Ukrainian nationalist émigré organizations and think tanks were set up in the United States , Canada and Western Europe to foster the creation of a community that could be used to destabilize the situation in Ukraine and serve America 's geopolitical goals . "
a community,serve.02,geopolitical goals,,Affirmative,"Ukrainian nationalist émigré organizations and think tanks were set up in the United States , Canada and Western Europe to foster the creation of a community that could be used to destabilize the situation in Ukraine and serve America 's geopolitical goals . "
the United States,adopt.01,a policy of encouraging,,Affirmative,"With the collapse of the Soviet Union in 1991 and the emergence of an independent Ukraine , the United States adopted a policy of encouraging the Ukrainian political leadership in Kiev to move further away from its historic alliance with Russia and closer to the West . "
"the new Ukrainian government , with help from",adopt.01,adversarial approach to Russia,,Affirmative,"Cultural , religious and economic ties between Russia and Ukraine notwithstanding , the new Ukrainian government , with help from Western advisors and NGOs , adopted a more adversarial approach to Russia , and introduced new programs in the country 's secondary and higher education institutions to reflect a new approach to Russia . "
"the new Ukrainian government , with help from",introduce.02,new programs,in,Affirmative,"Cultural , religious and economic ties between Russia and Ukraine notwithstanding , the new Ukrainian government , with help from Western advisors and NGOs , adopted a more adversarial approach to Russia , and introduced new programs in the country 's secondary and higher education institutions to reflect a new approach to Russia . "
speaking population,speak.01,Russian,,Affirmative,"The linguistic rights of the Russian - speaking population , comprising the majority in Ukraine 's eastern and southern regions , were gradually curtailed and Ukrainian was imposed as the only official language . "
White House and,ignore.01,widespread violence caused by,,Affirmative,"Ignoring widespread violence caused by armed nationalist gangs in Kiev and other Ukrainian cities , Barack Obama 's White House and the State Department threw their full support behind the protesters , sending Assistant Secretary of State Victoria Nuland , known for her strong neoconservative credentials to mingle and pass out cookies to the crowds in Kiev 's Maidan square . "
by,cause.01,widespread violence caused by,,Affirmative,"Ignoring widespread violence caused by armed nationalist gangs in Kiev and other Ukrainian cities , Barack Obama 's White House and the State Department threw their full support behind the protesters , sending Assistant Secretary of State Victoria Nuland , known for her strong neoconservative credentials to mingle and pass out cookies to the crowds in Kiev 's Maidan square . "
White House and,throw.01,their full support,behind,Affirmative,"Ignoring widespread violence caused by armed nationalist gangs in Kiev and other Ukrainian cities , Barack Obama 's White House and the State Department threw their full support behind the protesters , sending Assistant Secretary of State Victoria Nuland , known for her strong neoconservative credentials to mingle and pass out cookies to the crowds in Kiev 's Maidan square . "
White House and,send.01,Assistant Secretary of State,,Affirmative,"Ignoring widespread violence caused by armed nationalist gangs in Kiev and other Ukrainian cities , Barack Obama 's White House and the State Department threw their full support behind the protesters , sending Assistant Secretary of State Victoria Nuland , known for her strong neoconservative credentials to mingle and pass out cookies to the crowds in Kiev 's Maidan square . "
Assistant Secretary of State,pass.10,cookies,to,Affirmative,"Ignoring widespread violence caused by armed nationalist gangs in Kiev and other Ukrainian cities , Barack Obama 's White House and the State Department threw their full support behind the protesters , sending Assistant Secretary of State Victoria Nuland , known for her strong neoconservative credentials to mingle and pass out cookies to the crowds in Kiev 's Maidan square . "
