A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Tuareg rebels,launch.01,an assault on,,Affirmative,"BAMAKO , Mali - Separatist Tuareg rebels launched an assault on the northern Mali city of Kidal over the weekend , killing eight soldiers , storming government buildings and taking 30 hostages in a declaration of war on the government , officials said Sunday . "
Tuareg rebels,kill.01,eight soldiers,,Affirmative,"BAMAKO , Mali - Separatist Tuareg rebels launched an assault on the northern Mali city of Kidal over the weekend , killing eight soldiers , storming government buildings and taking 30 hostages in a declaration of war on the government , officials said Sunday . "
Tuareg rebels,storm.02,government buildings,,Affirmative,"BAMAKO , Mali - Separatist Tuareg rebels launched an assault on the northern Mali city of Kidal over the weekend , killing eight soldiers , storming government buildings and taking 30 hostages in a declaration of war on the government , officials said Sunday . "
Tuareg rebels,take.01,30 hostages,,Affirmative,"BAMAKO , Mali - Separatist Tuareg rebels launched an assault on the northern Mali city of Kidal over the weekend , killing eight soldiers , storming government buildings and taking 30 hostages in a declaration of war on the government , officials said Sunday . "
officials,say.01,rebels launched,,Affirmative,"BAMAKO , Mali - Separatist Tuareg rebels launched an assault on the northern Mali city of Kidal over the weekend , killing eight soldiers , storming government buildings and taking 30 hostages in a declaration of war on the government , officials said Sunday . "
by,prompt.01,The attack,,Affirmative,"The attack was apparently prompted by a visit to Kidal on Saturday by newly appointed Prime Minister Moussa Mara , highlighting regional hostility toward the central government in Bamako and casting further doubt on the viability of reconciliation efforts . "
U.N. mission,say.01,"had also been killed ,",,Affirmative,"The country 's U.N. mission said in a statement Sunday that six local government officials and two civilians had also been killed , although the circumstances of their deaths were unclear . "
Separatist Tuareg rebels,launch.01,a heavy assault on,,Affirmative,"The violence began Saturday morning when the rebels launched a heavy assault on the governor 's office , where officials had gathered to meet Mara , according to a government statement . "
officials,meet.03,Moussa Mara,,Affirmative,"The violence began Saturday morning when the rebels launched a heavy assault on the governor 's office , where officials had gathered to meet Mara , according to a government statement . "
Moussa Mara,leave.01,Kidal,for,Affirmative,"Mara stayed in the army barracks and then left Kidal on Sunday for another northern center , Gao . "
Fighting,kill.01,eight soldiers,,Affirmative,"Fighting continued throughout the day , killing eight soldiers and injuring 25 , according to a separate Defense Ministry statement . "
Fighting,injure.01,25,,Affirmative,"Fighting continued throughout the day , killing eight soldiers and injuring 25 , according to a separate Defense Ministry statement . "
a separate Defense Ministry statement,say.01,assailants were also killed along with 62 wounded,,Affirmative,The statement said 28 assailants were also killed along with 62 wounded . 
The Defense Ministry,say.01,soldiers had regained control of,,Affirmative,The Defense Ministry said Malian soldiers had regained control of all administrative buildings in Kidal except the governor 's office . 
Malian soldiers,regain.01,control of,,Affirmative,The Defense Ministry said Malian soldiers had regained control of all administrative buildings in Kidal except the governor 's office . 
the government,consider.01,attack to be,,Affirmative,"The government considers this unspeakable and cowardly attack to be a declaration of war , which leaves it with no choice but to respond , the government statement said . "
a declaration of war,leave.02,the government,,Affirmative,"The government considers this unspeakable and cowardly attack to be a declaration of war , which leaves it with no choice but to respond , the government statement said . "
a government statement,say.01,government considers,,Affirmative,"The government considers this unspeakable and cowardly attack to be a declaration of war , which leaves it with no choice but to respond , the government statement said . "
the peacekeeping mission,say.01,officers were injured in,,Affirmative,"Twenty - one U.N. police officers were injured in the fighting , the peacekeeping mission said . "
linked fighters,hijack.01,the invasion,,Affirmative,Much of northern Mali fell under the control of ethnic Tuareg separatists in 2012 before al - Qaida - linked fighters hijacked the invasion . 
led military intervention in 2013,scatter.01,the Islamic extremists,,Affirmative,"A French - led military intervention in 2013 scattered the Islamic extremists , but Tuareg separatists have retained a strong presence in Kidal despite efforts by the central government to control the northern city . "
ethnic Tuareg separatists in 2012,retain.01,a strong presence in Kidal,,Affirmative,"A French - led military intervention in 2013 scattered the Islamic extremists , but Tuareg separatists have retained a strong presence in Kidal despite efforts by the central government to control the northern city . "
spokeswoman Jen Psaki,say.01,: We condemn,,Affirmative,"U.S. State Department spokeswoman Jen Psaki said in a statement Sunday evening : We condemn these acts , which undermine the fragile peace in northern Mali and efforts to bring peace , security , and development to all of its citizens . "
the Islamic extremists,condemn.01,"these acts ,",,Affirmative,"U.S. State Department spokeswoman Jen Psaki said in a statement Sunday evening : We condemn these acts , which undermine the fragile peace in northern Mali and efforts to bring peace , security , and development to all of its citizens . "
"these acts ,",undermine.01,the fragile peace in,,Affirmative,"U.S. State Department spokeswoman Jen Psaki said in a statement Sunday evening : We condemn these acts , which undermine the fragile peace in northern Mali and efforts to bring peace , security , and development to all of its citizens . "
a separate Defense Ministry statement,call.03,for,,Affirmative,The statement called for the immediate release of all hostages . 
