A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Washington,play.01,a different game,,Affirmative,"Yet , Washington is playing a different game . "
efficiency bill, dies.01,the Senate filibuster death,,Affirmative,"It 's where more than three years of work on a common - sense , bipartisan  energy - efficiency bill  dies the Senate filibuster death because of election - year politics . "
presidential candidate ,deny.01,climate science,,Affirmative,And where a senator and likely presidential candidate  denies climate science in the same news cycle that gave us two independent studies showing that the melting of the West Antarctic ice sheet is likely  irreversible   - and expected to flood large parts of his own state of Florida over the coming centuries . 
the same news cycle,give.01,two independent studies showing,us,Affirmative,And where a senator and likely presidential candidate  denies climate science in the same news cycle that gave us two independent studies showing that the melting of the West Antarctic ice sheet is likely  irreversible   - and expected to flood large parts of his own state of Florida over the coming centuries . 
two independent studies showing,show.01,is likely  irreversible   - and expected,,Affirmative,And where a senator and likely presidential candidate  denies climate science in the same news cycle that gave us two independent studies showing that the melting of the West Antarctic ice sheet is likely  irreversible   - and expected to flood large parts of his own state of Florida over the coming centuries . 
All this political craziness,limit.01,the White House,,Affirmative,"All this political craziness limits the White House to pursue climate policy through executive action , largely via the Clean Air Act of 1970 . "
the White House,pursue.01,climate policy,,Affirmative,"All this political craziness limits the White House to pursue climate policy through executive action , largely via the Clean Air Act of 1970 . "
Air Act of 1970,pass.02,cost tests with,,Affirmative,The Clean Air Act of 1970 and its 1990 Amendments consistently pass benefit - cost tests with flying colors . 
we,say.01,one thing :,,Affirmative,"These benefit - cost calculations do n't yet include carbon pollution standards , though we can already say one thing : The number crunchers at the Office of Management and Budget will make sure that benefits of any rule do , in fact , outweigh the costs . "
The number crunchers at,make.02,sure,,Affirmative,"These benefit - cost calculations do n't yet include carbon pollution standards , though we can already say one thing : The number crunchers at the Office of Management and Budget will make sure that benefits of any rule do , in fact , outweigh the costs . "
benefits of,outweigh.01,the costs,,Affirmative,"These benefit - cost calculations do n't yet include carbon pollution standards , though we can already say one thing : The number crunchers at the Office of Management and Budget will make sure that benefits of any rule do , in fact , outweigh the costs . "
by,enact.01,the average environmental rule enacted by,,Affirmative,"Over the past decade , the average environmental rule enacted by two Administrations - George W. Bush and Barack Obama - has passed the benefit - cost test by more than 10 to 1 . "
Each ton of,causes .01,least about $ 40,,Affirmative,"Each ton of carbon dioxide pollution causes  at least about $ 40  of damages to health , ecosystems , and the economy . "
polluters,cause.01,the full costs,,Affirmative,"Instead of pushing the costs onto all 300 million of us - all 7 billion , really - it 's clear that polluters can and should pay for the full costs they cause . "
Gernot,graduate.01,from,,Affirmative,"Gernot teaches at Columbia , graduated from both Harvard and Stanford , and blogs at gwagner.com . "
gwagner.com,eat.01,meat,,Affirmative,"He does n't eat meat , does n't drive , and knows full well the futility of his personal choices . "
gwagner.com,know.01,well the futility of,,Affirmative,"He does n't eat meat , does n't drive , and knows full well the futility of his personal choices . "
