A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A project by,garner.01,an environmental award in,,Affirmative,A project by a group of Tennessee high school students to make and promote biodiesel garnered an environmental award in that state . 
this article in,say.01,recognizes,,Affirmative,"The Whites Creek High School group is the winner in the Excellence in Energy and Renewable Resources category of the 2014 Governor 's Environmental Stewardship Awards , which this article in the Chattanoogan says recognizes exceptional voluntary actions that improve or protect our environment and natural resources with projects or initiatives not required by law or regulation . "
exceptional voluntary actions,protect.01,our environment and,,Affirmative,"The Whites Creek High School group is the winner in the Excellence in Energy and Renewable Resources category of the 2014 Governor 's Environmental Stewardship Awards , which this article in the Chattanoogan says recognizes exceptional voluntary actions that improve or protect our environment and natural resources with projects or initiatives not required by law or regulation . "
by law or regulation,require.01,initiatives,,Affirmative,"The Whites Creek High School group is the winner in the Excellence in Energy and Renewable Resources category of the 2014 Governor 's Environmental Stewardship Awards , which this article in the Chattanoogan says recognizes exceptional voluntary actions that improve or protect our environment and natural resources with projects or initiatives not required by law or regulation . "
the students,achieve.01,this,,Affirmative,They were able to achieve this by using 15 bushels of donated soybeans and converting them into biodiesel in their energy laboratory at the high school . 
the students,extract.01,12 gallons of biodiesel,from,Affirmative,They were able to extract 12 gallons of biodiesel from their process which allowed them to drive across Tennessee from Kentucky to Alabama in a Ford F250 farm truck . 
their process,allow.01,them to drive across Tennessee,,Affirmative,They were able to extract 12 gallons of biodiesel from their process which allowed them to drive across Tennessee from Kentucky to Alabama in a Ford F250 farm truck . 
the students,travel.01,to,,Affirmative,"Along the route , they traveled to other high schools and the students taught other FFA members the mechanics of biodiesel production with their mobile lab . "
the students,teach.01,the mechanics of,other FFA members,Affirmative,"Along the route , they traveled to other high schools and the students taught other FFA members the mechanics of biodiesel production with their mobile lab . "
Creek High School,have.03,year program called Academy of,,Affirmative,"Whites Creek High School has a three - year program called Academy of Alternative Energy , Sustainability and Logistics . "
the students,study.01,"wind energy ,",,Affirmative,"During the three year program , they study wind energy , solar energy , biodiesel , ethanol , the hydrogen car , nuclear energy , greenhouse gas , and have hands on experience on the adjacent farm to the high school . "
the students,have.03,hands on experience on,,Affirmative,"During the three year program , they study wind energy , solar energy , biodiesel , ethanol , the hydrogen car , nuclear energy , greenhouse gas , and have hands on experience on the adjacent farm to the high school . "
your blog,share.01,posts,,Affirmative,"Sorry , your blog can not share posts by email . "
