A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Even OpenStack 's,have.03,an impressive list of,,Affirmative,OpenStack has an impressive list of corporate backers . 
Red Hat,contribute.01,thousands of lines of code,to,Affirmative,"Red Hat , Rackspace , HP , IBM and AT&T are contributing thousands of lines of code to the open source project and helping deliver an updated version of the cloud computing platform twice a year to allow for easier installation and better manageability . "
"Even Comcast , Avaya , F5 , EMC , Fujitsu , Oracle and",give.01,money and code,to,Affirmative,"Even Comcast , Avaya , F5 , EMC , Fujitsu , Oracle and Alcatel Lucent have given money and code to the project . "
Even OpenStack 's,have.03,no shortage of vendors,,Affirmative,"OpenStack has no shortage of vendors who believe this software could play an important role in the future of open source cloud computing , and they want in on it . "
vendors,believe.01,software could play,,Affirmative,"OpenStack has no shortage of vendors who believe this software could play an important role in the future of open source cloud computing , and they want in on it . "
this software,play.02,an important role in,,Affirmative,"OpenStack has no shortage of vendors who believe this software could play an important role in the future of open source cloud computing , and they want in on it . "
thousands of lines of code,want.01,on it,,Affirmative,"OpenStack has no shortage of vendors who believe this software could play an important role in the future of open source cloud computing , and they want in on it . "
out of,bear.02,a mish - mash of code,,Affirmative,"OpenStack has grown from a mish - mash of code , born out of code half contributed by Rackspace and the other half from NASA in 2010 , and has now turned into a force in the cloud world . "
vendors,get.05,their sponsorships,with it,Affirmative,Thousands of developers contribute to its code each year and vendors line up to get their sponsorships in with it . 
the open source project,need.01,one thing,,Affirmative,"But if the project needs one thing , it 's end users . "
"many big name companies like PayPal ,",deploy.01,OpenStack clouds,,Affirmative,"In the past six to eight months many big name companies like PayPal , Wells Fargo , The Gap , Ericsson and departments at universities like MIT and the University of California have all deployed OpenStack clouds to some degree . "
Rackspace,run.01,a major part of,,Affirmative,Rackspace runs a major part of its international public cloud footprint on OpenStack . 
"Adrian Ionel , president and CEO of",disagree.01,that there is,,Affirmative,"Adrian Ionel , president and CEO of pure-play OpenStack distributor Mirantis , does n't disagree that there is a gap between the vendors and end users but he says , it 's closing quickly . "
Adrian Ionel,say.01,it 's closing quickly,,Affirmative,"Adrian Ionel , president and CEO of pure-play OpenStack distributor Mirantis , does n't disagree that there is a gap between the vendors and end users but he says , it 's closing quickly . "
Mirantis,list.01,a litany of customers,,Affirmative,Mirantis is happy to list a litany of customers who are using the framework . 
customers,use.01,the framework,,Affirmative,Mirantis is happy to list a litany of customers who are using the framework . 
"Other companies , like",test.01,PayPal,,Affirmative,"Other companies , like John Deere , are testing it out to determine if a larger engagement makes sense . "
"Other companies , like",determine.01,engagement makes sense,,Affirmative,"Other companies , like John Deere , are testing it out to determine if a larger engagement makes sense . "
a larger engagement,make.01,sense,,Affirmative,"Other companies , like John Deere , are testing it out to determine if a larger engagement makes sense . "
Mirantis,close.01,million deal,,Affirmative,Mirantis recently closed a five - year $ 30 million deal to evolve the mobile operator 's backend infrastructure to be managed by OpenStack - which was hailed by the Wall Street Journal as a milestone deal for OpenStack . 
by OpenStack -,manage.01,backend infrastructure,,Affirmative,Mirantis recently closed a five - year $ 30 million deal to evolve the mobile operator 's backend infrastructure to be managed by OpenStack - which was hailed by the Wall Street Journal as a milestone deal for OpenStack . 
by,hail.02,OpenStack -,as,Affirmative,Mirantis recently closed a five - year $ 30 million deal to evolve the mobile operator 's backend infrastructure to be managed by OpenStack - which was hailed by the Wall Street Journal as a milestone deal for OpenStack . 
"Ben Kepes ,",ask.01,Where are,,Affirmative,"Ben Kepes , an industry analyst / pundit and blogger , recently asked , Where are the massive Openstack deals ? "
Ben Kepes,describe.01,a fairly paltry deal for something with so much promise,,Affirmative,"In describing the Ericsson deal , he wrote : The fact that $ 30 M could even be claimed to be one of the larger sized OpenStack deals is a pretty sad indictment of where the initiative is at with all the collective vendor resource being thrown at OpenStack , and with all the hype it 's generating , it 's a fairly paltry deal for something with so much promise . "
Ben Kepes,write.01,", it 's",,Affirmative,"In describing the Ericsson deal , he wrote : The fact that $ 30 M could even be claimed to be one of the larger sized OpenStack deals is a pretty sad indictment of where the initiative is at with all the collective vendor resource being thrown at OpenStack , and with all the hype it 's generating , it 's a fairly paltry deal for something with so much promise . "
a fairly paltry deal for something with so much promise,generate.01,all the hype,,Affirmative,"In describing the Ericsson deal , he wrote : The fact that $ 30 M could even be claimed to be one of the larger sized OpenStack deals is a pretty sad indictment of where the initiative is at with all the collective vendor resource being thrown at OpenStack , and with all the hype it 's generating , it 's a fairly paltry deal for something with so much promise . "
service providers and vendors establishing,establish.01,their cloud platforms,,Affirmative,"But until the past few months , it seemed that most of the OpenStack announcements were coming from service providers and vendors establishing their cloud platforms based on OpenStack , leading some to question whether the project is for end users or vendors ? "
most of,lead.03,some,to question,Affirmative,"But until the past few months , it seemed that most of the OpenStack announcements were coming from service providers and vendors establishing their cloud platforms based on OpenStack , leading some to question whether the project is for end users or vendors ? "
some,question.01,project is for,,Affirmative,"But until the past few months , it seemed that most of the OpenStack announcements were coming from service providers and vendors establishing their cloud platforms based on OpenStack , leading some to question whether the project is for end users or vendors ? "
OpenStack backers,say.01,both,,Affirmative,OpenStack backers say both . 
"companies started around selling OpenStack , including",sell.01,Even OpenStack 's,,Affirmative,"There has been a whole wave of companies started around selling OpenStack , including Piston Cloud Computing Co. , Cloudscaling and Mirantis . "
"The Linux distribution companies ,",attempt.01,to package,,Affirmative,"The Linux distribution companies , Red Hat , SUSE and Ubuntu are each attempting to package OpenStack distros as well . "
"The Linux distribution companies ,",package.01,OpenStack distros,,Affirmative,"The Linux distribution companies , Red Hat , SUSE and Ubuntu are each attempting to package OpenStack distros as well . "
"companies like HP , Dell , Cisco and Rackspace",use.01,OpenStack,,Affirmative,"And companies like HP , Dell , Cisco and Rackspace are all using OpenStack in a significant way in their cloud plans . "
"HP , for example",rebrand.01,its cloud portfolio,,Affirmative,"HP , for example , recently rebranded its cloud portfolio to be named Helion and announced a $ 1 billion commitment to developing its cloud based on OpenStack . "
"HP , for example",announce.01,billion commitment to developing,,Affirmative,"HP , for example , recently rebranded its cloud portfolio to be named Helion and announced a $ 1 billion commitment to developing its cloud based on OpenStack . "
