A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
China,suspend.01,some of,,Affirmative,"BEIJING , May 18 -- China will suspend some of its plans for bilateral exchanges with Vietnam in response to the deadly violence against Chinese nationals in the country , a Foreign Ministry spokesman said on Sunday . "
Ministry spokesman,say.01,-- China will suspend some of,,Affirmative,"BEIJING , May 18 -- China will suspend some of its plans for bilateral exchanges with Vietnam in response to the deadly violence against Chinese nationals in the country , a Foreign Ministry spokesman said on Sunday . "
Hong Lei,comment.01,on,,Affirmative,Hong Lei made the remarks while commenting on the possible repercussions of the incidents in Vietnam that have left two Chinese nationals dead and more than 100 others injured . 
the incidents in Vietnam,leave.01,two Chinese nationals,dead,Affirmative,Hong Lei made the remarks while commenting on the possible repercussions of the incidents in Vietnam that have left two Chinese nationals dead and more than 100 others injured . 
Hong,say.01,China has also lifted,,Affirmative,"Hong said China has also lifted the level of security warning for Chinese tourists in Vietnam , warning its citizens not to travel to the country . "
China,lift.02,the level of,,Affirmative,"Hong said China has also lifted the level of security warning for Chinese tourists in Vietnam , warning its citizens not to travel to the country . "
China,warn.01,not to travel to,its citizens,Affirmative,"Hong said China has also lifted the level of security warning for Chinese tourists in Vietnam , warning its citizens not to travel to the country . "
its citizens,travel.01,to,,Affirmative,"Hong said China has also lifted the level of security warning for Chinese tourists in Vietnam , warning its citizens not to travel to the country . "
The severe violence targeting,target.01,foreign companies,,Affirmative,The severe violence targeting foreign companies in Vietnam since May 13 has caused casualties and property losses for Chinese nationals . 
The severe violence targeting,cause.01,casualties and,,Affirmative,The severe violence targeting foreign companies in Vietnam since May 13 has caused casualties and property losses for Chinese nationals . 
This,sabotage.01,the atmosphere and conditions for,,Affirmative,"This sabotaged the atmosphere and conditions for bilateral communication and cooperation , the spokesman said . "
a Foreign Ministry spokesman,say.01,This sabotaged,,Affirmative,"This sabotaged the atmosphere and conditions for bilateral communication and cooperation , the spokesman said . "
a Foreign Ministry spokesman,add.01,that China will also consider taking,,Affirmative,He added that China will also consider taking further measures according to the situation 's development . 
China,consider.01,taking,,Affirmative,He added that China will also consider taking further measures according to the situation 's development . 
China,take.01,further measures,,Affirmative,He added that China will also consider taking further measures according to the situation 's development . 
