A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
I,think.01,line is at,,Affirmative,I think the best line is at the start . 
That,sum.01,why political activists,,Affirmative,"That sums up why political activists , as students of democracy , work so hard to make a difference in their own country . "
students of democracy,work.01,to make,,Affirmative,"That sums up why political activists , as students of democracy , work so hard to make a difference in their own country . "
students of democracy,make.LV,a difference in,,Affirmative,"That sums up why political activists , as students of democracy , work so hard to make a difference in their own country . "
OSCE,have.03,"1,000 observers on",,Affirmative,"From their 57 member states throughout the world , OSCE will have over 1,000 observers on the ground . "
the government of Canada,send.01,135 observers,to join,Affirmative,"As a member state , the government of Canada is sending 135 observers to join this mission . "
the government of Canada,join.01,this mission,,Affirmative,"As a member state , the government of Canada is sending 135 observers to join this mission . "
135 observers,send.01,300 observers organized by Forum of,,Affirmative,"In addition , they are sending over 300 observers organized by Forum of the Federations . "
by Forum of,organize.01,300 observers organized by Forum of,,Affirmative,"In addition , they are sending over 300 observers organized by Forum of the Federations . "
I,observe.01,the Ukraine parliamentary elections,,Affirmative,"In 2012 , I observed the Ukraine parliamentary elections with CANADEM . "
An observer,expect.01,to be deployed for,,Affirmative,An observer can expect to be deployed for about 10 days . 
you,meet.03,with,,Affirmative,"If not sooner , upon arrival to the region you will meet with the long - term observer responsible for the region . "
The long-term observers,know.01,the lay of,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
The long-term observers,scope.01,the places,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
you,observe.01,the places,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
The long-term observers,meet.03,with,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
The long-term observers,interact.01,with,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
The long-term observers,provide.01,specific briefings,,Affirmative,"They know the lay of the land - they have scoped the places you will observe , they 've met with local political leaders , they have probably met and interacted with other international and domestic observers , and with this on - the - ground information , they will be able to provide more specific briefings . "
