A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Delta police,arrest.01,a male suspect,,Affirmative,Police in Delta have arrested a male suspect after an elderly man was found dead in his Tsawwassen home on Sunday . 
Acting Sgt. Sarah Swallow,say.01,were already on scene,,Affirmative,Acting Sgt. Sarah Swallow said on Monday paramedics were already on scene with the body when police investigators arrived . 
Acting Sgt. Sarah Swallow,say.01,investigators have confirmed,,Affirmative,"Few details are being released about the death in the 4900 block of Fifth Avenue , but Swallow said investigators have confirmed a homicide has occurred . "
police investigators,confirm.01,homicide has occurred,,Affirmative,"Few details are being released about the death in the 4900 block of Fifth Avenue , but Swallow said investigators have confirmed a homicide has occurred . "
Swallow,say.01,police arrested,,Affirmative,Swallow said Delta police arrested a man within hours of the incident on Sunday . 
Delta police,arrest.01,a man,,Affirmative,Swallow said Delta police arrested a man within hours of the incident on Sunday . 
Delta police,believe.01,know,,Affirmative,Police believe the suspect and the victim know each other . 
the suspect and,know.01,each other,,Affirmative,Police believe the suspect and the victim know each other . 
Delta police,say.01,lived at,,Affirmative,"The elderly man , whose exact age has not been released , lived at the house with family members , police said . "
you,have.03,an account on,,Affirmative,"If you already have an account on this newspaper , you can login to the newspaper to add your comments . "
you,add.02,your comments,,Affirmative,"If you already have an account on this newspaper , you can login to the newspaper to add your comments . "
you,accept.01,our terms and conditions and,,Affirmative,"By adding a comment on the site , you accept our terms and conditions and our netiquette rules . "
you,see.01,something,,Affirmative,"Share your story , photo or video about something you 've seen . "
