A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Minister Sheikh Hasina,direct.01,the ministries concerned,,Affirmative,Prime Minister Sheikh Hasina yesterday directed the ministries concerned to take strict measures to free major rivers in Dhaka and Chittagong from grabbing and pollution . 
the ministries concerned,take.01,strict measures,,Affirmative,Prime Minister Sheikh Hasina yesterday directed the ministries concerned to take strict measures to free major rivers in Dhaka and Chittagong from grabbing and pollution . 
the ministries concerned,free.01,major rivers in Dhaka and Chittagong,from grabbing and pollution,Affirmative,Prime Minister Sheikh Hasina yesterday directed the ministries concerned to take strict measures to free major rivers in Dhaka and Chittagong from grabbing and pollution . 
You,free.01,"the Buriganga , Turag , Balu , Shitalakkhya and Karnaphuli",from grabbing and pollution at,Affirmative,"You have to free the Buriganga , Turag , Balu , Shitalakkhya and Karnaphuli [ in Chittagong ] from grabbing and pollution at any cost , a minister quoted her as saying at the weekly cabinet meeting . "
a minister,quote.01,You,as saying at,Affirmative,"You have to free the Buriganga , Turag , Balu , Shitalakkhya and Karnaphuli [ in Chittagong ] from grabbing and pollution at any cost , a minister quoted her as saying at the weekly cabinet meeting . "
a few ministers,point.02,had occupied part of,,Affirmative,"The PM 's directive came as a few ministers pointed out that the prime accused in the Narayanganj seven murder case , Nur Hossain , and independent lawmaker and Awami League leader Hazi Mohammad Selim had occupied part of the Buriganga river in Dhaka . "
the prime accused in,occupy.01,part of,,Affirmative,"The PM 's directive came as a few ministers pointed out that the prime accused in the Narayanganj seven murder case , Nur Hossain , and independent lawmaker and Awami League leader Hazi Mohammad Selim had occupied part of the Buriganga river in Dhaka . "
Prime Minister Sheikh Hasina,say.01,rivers must be freed,,Affirmative,"In response , Hasina said that whoever the grabbers were the rivers must be freed . "
Prime Minister Sheikh Hasina,direct.01,the ministries concerned,,Affirmative,"She also directed the ministries concerned to dig larger ditches and build walkways on the bank of the Buriganga , check release of industrial waste into the river and ensure that people could walk along the bank up to Kamrangir Char . "
to dig,concern.02,the ministries concerned,,Affirmative,"She also directed the ministries concerned to dig larger ditches and build walkways on the bank of the Buriganga , check release of industrial waste into the river and ensure that people could walk along the bank up to Kamrangir Char . "
the ministries concerned,dig.01,larger ditches,,Affirmative,"She also directed the ministries concerned to dig larger ditches and build walkways on the bank of the Buriganga , check release of industrial waste into the river and ensure that people could walk along the bank up to Kamrangir Char . "
the ministries concerned,build.01,walkways,,Affirmative,"She also directed the ministries concerned to dig larger ditches and build walkways on the bank of the Buriganga , check release of industrial waste into the river and ensure that people could walk along the bank up to Kamrangir Char . "
sources in,quote.01,Prime Minister Sheikh Hasina,as saying,Affirmative,"Climate change funds under the forest and environment ministry can be used in making the rivers pollution free , sources in the meeting quoted Hasina as saying . "
The PM 's,order.01,the water resources and,to take steps for dredging of,Affirmative,The PM also ordered the water resources and shipping ministers to take steps for dredging of all rivers across the country to restore navigability . 
cooperatives,minister.01,to resume projects aimed,,Affirmative,She also asked the LGRD ( Local Government and Rural Development ) and cooperatives minister to resume projects aimed to generate power from household waste . 
cooperatives,resume.01,projects aimed,,Affirmative,She also asked the LGRD ( Local Government and Rural Development ) and cooperatives minister to resume projects aimed to generate power from household waste . 
