A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
you,have.03,trouble accessing,,Affirmative,"If you have trouble accessing our login form below , you can go to our login page . "
you,access.01,our login form below,,Affirmative,"If you have trouble accessing our login form below , you can go to our login page . "
you,have.03,trouble accessing,,Affirmative,"If you have trouble accessing our login form below , you can go to our login page . "
you,access.01,our login form below,,Affirmative,"If you have trouble accessing our login form below , you can go to our login page . "
Collection of,reveal.01,"the times , source and destination of",,Affirmative,"Collection of telecommunications metadata reveals the times , source and destination of phone calls and text messages and provides intimate detail on individuals and their relationships with other people , businesses and other organisations . "
Collection of,provide.01,intimate detail on individuals and,,Affirmative,"Collection of telecommunications metadata reveals the times , source and destination of phone calls and text messages and provides intimate detail on individuals and their relationships with other people , businesses and other organisations . "
the Australian Signals Directorate,access.01,"call data from Indosat ,",,Affirmative,"According to a 2012 NSA document , the Australian Signals Directorate also accesses bulk call data from Indosat , Indonesia 's domestic satellite telecommunications provider , including data on Indonesian officials in various government ministries . "
Another 2013 document,state.01,Directorate obtained,,Affirmative,"Another 2013 document states that the Directorate obtained nearly 1.8 million encrypted master keys , which are used to protect private communications , from the Telkomsel mobile telephone network in Indonesia , and developed a way to decrypt almost all of them . "
the Directorate,obtain.01,"million encrypted master keys ,",,Affirmative,"Another 2013 document states that the Directorate obtained nearly 1.8 million encrypted master keys , which are used to protect private communications , from the Telkomsel mobile telephone network in Indonesia , and developed a way to decrypt almost all of them . "
"million encrypted master keys ,",protect.01,"private communications ,",from,Affirmative,"Another 2013 document states that the Directorate obtained nearly 1.8 million encrypted master keys , which are used to protect private communications , from the Telkomsel mobile telephone network in Indonesia , and developed a way to decrypt almost all of them . "
the Directorate,develop.02,a way,,Affirmative,"Another 2013 document states that the Directorate obtained nearly 1.8 million encrypted master keys , which are used to protect private communications , from the Telkomsel mobile telephone network in Indonesia , and developed a way to decrypt almost all of them . "
The Australian government,refuse.01,to comment on,,Affirmative,The Australian government has repeatedly refused to comment on intelligence activities revealed by the documents leaked by Mr Snowden . 
The Australian government,comment.01,on,,Affirmative,The Australian government has repeatedly refused to comment on intelligence activities revealed by the documents leaked by Mr Snowden . 
by,reveal.01,intelligence activities revealed by,,Affirmative,The Australian government has repeatedly refused to comment on intelligence activities revealed by the documents leaked by Mr Snowden . 
by,leak.01,the documents leaked by,,Affirmative,The Australian government has repeatedly refused to comment on intelligence activities revealed by the documents leaked by Mr Snowden . 
the latest revelation concerning,concern.02,involvement in,,Affirmative,"Asked about the latest revelation concerning the Australian Signals Directorate 's involvement in the Philippines , a Defence Department spokesperson said , Defence does not comment on intelligence matters . "
Department spokesperson,say.01,Defence does not comment on,,Affirmative,"Asked about the latest revelation concerning the Australian Signals Directorate 's involvement in the Philippines , a Defence Department spokesperson said , Defence does not comment on intelligence matters . "
Defence,comment.01,on,,Affirmative,"Asked about the latest revelation concerning the Australian Signals Directorate 's involvement in the Philippines , a Defence Department spokesperson said , Defence does not comment on intelligence matters . "
