A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,express.01,Opinions expressed by,,Affirmative,Opinions expressed by Forbes Contributors are their own . 
the Tech Director for the Connected Learning Alliance,co-found.01,Angeles Makerspace and,,Affirmative,I co-founded Los Angeles Makerspace and Represent LA . 
the Tech Director for the Connected Learning Alliance,have.03,"one husband ,",,Affirmative,"I have one husband , one preschooler , one dog and one fish . "
my faithful companion for 12 years,get.01,enough long walks or,,Affirmative,She does n't get enough long walks or the play time that she deserves . 
the play time that she deserves,stop.03,my faithful companion for 12 years,from being,Affirmative,That does n't stop her from being my loyal protector and friend . 
the Tech Director for the Connected Learning Alliance,start.01,to notice,,Affirmative,Over the past year I have started to notice her energy levels dropping and her back legs giving out when she stands up . 
the Tech Director for the Connected Learning Alliance,notice.01,levels dropping and,,Affirmative,Over the past year I have started to notice her energy levels dropping and her back legs giving out when she stands up . 
the Tech Director for the Connected Learning Alliance,worry.02,about her,,Affirmative,I worry about her when I 'm at work or away on a trip because her anxiety increases when I pack a bag . 
the Tech Director for the Connected Learning Alliance,pack.01,a bag,,Affirmative,I worry about her when I 'm at work or away on a trip because her anxiety increases when I pack a bag . 
the Tech Director for the Connected Learning Alliance,have.03,no idea,,Affirmative,I have no idea how she is doing when I am not at home and I am constantly concerned . 
the Tech Director for the Connected Learning Alliance,try.01,no idea how she is doing when I am not at home,,Affirmative,I was hesitant to try it because it has been promoted as Fitbit for dogs and quite frankly I thought the device was going to quickly prove what a horrible dog owner I am . 
the Tech Director for the Connected Learning Alliance,think.01,device was going,,Affirmative,I was hesitant to try it because it has been promoted as Fitbit for dogs and quite frankly I thought the device was going to quickly prove what a horrible dog owner I am . 
the device,prove.01,owner I am,,Affirmative,I was hesitant to try it because it has been promoted as Fitbit for dogs and quite frankly I thought the device was going to quickly prove what a horrible dog owner I am . 
the Tech Director for the Connected Learning Alliance,agree.01,to try it out,,Affirmative,After some convincing I agreed to try it out . 
the Tech Director for the Connected Learning Alliance,try.01,some convincing,,Affirmative,After some convincing I agreed to try it out . 
side note - anyone,care.01,about,,Affirmative,Setup was a breeze ( side note - anyone that cares about user experience should review Whistle 's device setup ) . 
side note - anyone,review.01,device setup,,Affirmative,Setup was a breeze ( side note - anyone that cares about user experience should review Whistle 's device setup ) . 
you,set.02,a daily activity goal,,Affirmative, The goal setting is a little different than wearable health tracking devices like Fitbit because you set a daily activity goal as opposed to the number of steps you want to take per day . 
you,want.01,to take,,Affirmative, The goal setting is a little different than wearable health tracking devices like Fitbit because you set a daily activity goal as opposed to the number of steps you want to take per day . 
you,take.01,per day,,Affirmative, The goal setting is a little different than wearable health tracking devices like Fitbit because you set a daily activity goal as opposed to the number of steps you want to take per day . 
the Tech Director for the Connected Learning Alliance,set.02,the daily goal for walking,,Affirmative,I set the daily goal for walking my dog to 30 minutes ... 
I,begin.01,to realize,,Affirmative,"Surprisingly , after a week or so I quickly began to realize that walking my dog for just 30 minutes per day was much more difficult to accomplish than I first realized . "
I,realize.01,was,,Affirmative,"Surprisingly , after a week or so I quickly began to realize that walking my dog for just 30 minutes per day was much more difficult to accomplish than I first realized . "
you,have.03,your dog,,Affirmative,The big difference between hitting your personal Fitbit goals and your dog 's Whistle goals is that you do n't always have your dog with you . 
I,grab.01,coffee,,Affirmative,"I walk to the train on my way to work , around the office , to grab coffee - all those things do n't involve my dog . "
he,suggest.01,device is n't,,Affirmative,"After speaking to one of Whistle 's co-founders and head of product , Steve Eidelman , he suggested that the device is n't as much about tracking the time with your dog , as it is about tracking when you are n't with your dog . "
It,give.01,insight into,you,Affirmative,It gives you insight into what your dog is doing when you are n't there . 
My husband,walk.01,the dog,,Affirmative,"My husband does n't walk the dog unless I specifically ask him , it 's not that he does n't like Sydney , he just does n't think about it because he knows I 'll do it . "
the Tech Director for the Connected Learning Alliance,ask.01,it 's not,him,Affirmative,"My husband does n't walk the dog unless I specifically ask him , it 's not that he does n't like Sydney , he just does n't think about it because he knows I 'll do it . "
one husband,like.01,My dog Sydney,,Affirmative,"My husband does n't walk the dog unless I specifically ask him , it 's not that he does n't like Sydney , he just does n't think about it because he knows I 'll do it . "
one husband,know.01,I 'll do it,,Affirmative,"My husband does n't walk the dog unless I specifically ask him , it 's not that he does n't like Sydney , he just does n't think about it because he knows I 'll do it . "
the Tech Director for the Connected Learning Alliance,do.02,it,,Affirmative,"My husband does n't walk the dog unless I specifically ask him , it 's not that he does n't like Sydney , he just does n't think about it because he knows I 'll do it . "
I,ask.02,to install,him,Affirmative,"Something changed when I asked him to install the Whistle app , all of a sudden he became more aware of Sydney and her needs because he started receiving notifications about whether or not she hit her activity goals for the day . "
one husband,install.01,the Whistle app,,Affirmative,"Something changed when I asked him to install the Whistle app , all of a sudden he became more aware of Sydney and her needs because he started receiving notifications about whether or not she hit her activity goals for the day . "
one husband,start.01,receiving notifications about,,Affirmative,"Something changed when I asked him to install the Whistle app , all of a sudden he became more aware of Sydney and her needs because he started receiving notifications about whether or not she hit her activity goals for the day . "
one husband,receive.01,notifications about,,Affirmative,"Something changed when I asked him to install the Whistle app , all of a sudden he became more aware of Sydney and her needs because he started receiving notifications about whether or not she hit her activity goals for the day . "
she,hit.01,her activity goals,,Affirmative,"Something changed when I asked him to install the Whistle app , all of a sudden he became more aware of Sydney and her needs because he started receiving notifications about whether or not she hit her activity goals for the day . "
he,need.01,to hit goals and,,Affirmative,My husband is very motivated when he needs to hit goals and so it became a game for him . 
he,hit.01,goals,,Affirmative,My husband is very motivated when he needs to hit goals and so it became a game for him . 
dogs,wear.01,Whistle,,Affirmative,What 's particularly interesting is the data that is being collected when dogs wear Whistle . 
It,catalogue.01,what s going on with,,Affirmative,"It 's automatically cataloguing what s going on with your dog 's activity and rest patterns , and if an owner is so compelled they can log food and medication intake , add photos and take notes . "
they,log.01,intake,,Affirmative,"It 's automatically cataloguing what s going on with your dog 's activity and rest patterns , and if an owner is so compelled they can log food and medication intake , add photos and take notes . "
they,add.02,photos,,Affirmative,"It 's automatically cataloguing what s going on with your dog 's activity and rest patterns , and if an owner is so compelled they can log food and medication intake , add photos and take notes . "
they,take.01,notes,,Affirmative,"It 's automatically cataloguing what s going on with your dog 's activity and rest patterns , and if an owner is so compelled they can log food and medication intake , add photos and take notes . "
