A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
you,tell.01,that we shall disturb,us,Affirmative,"When you come before us and tell us that we shall disturb your business interests , we reply that you have disturbed our business interests by your action . "
us,disturb.01,your business interests,,Affirmative,"When you come before us and tell us that we shall disturb your business interests , we reply that you have disturbed our business interests by your action . "
us,reply.01,that you have disturbed,,Affirmative,"When you come before us and tell us that we shall disturb your business interests , we reply that you have disturbed our business interests by your action . "
you,disturb.01,your business interests,,Affirmative,"When you come before us and tell us that we shall disturb your business interests , we reply that you have disturbed our business interests by your action . "
us,say.01,that you have made,to you,Affirmative,We say to you that you have made too limited in its application the definition of a businessman . 
you,make.LV,too limited in,,Affirmative,We say to you that you have made too limited in its application the definition of a businessman . 
The farmer,create.01,wealth,,Affirmative,"The farmer who goes forth in the morning and toils all day , begins in the spring and toils all summer , and by the application of brain and muscle to the natural resources of this country creates wealth , is as much a businessman as the man who goes upon the Board of Trade and bets upon the price of grain . "
The miners,go.02,"1,000 feet",,Affirmative,"The miners who go 1,000 feet into the earth or climb 2,000 feet upon the cliffs and bring forth from their hiding places the precious metals to be poured in the channels of trade are as much businessmen as the few financial magnates who in a backroom corner the money of the world . "
"The miners who go 1,000 feet into the earth or climb 2,000 feet upon the cliffs and bring forth from their hiding",say.01,one word against those,,Affirmative,"my friends , we say not one word against those who live upon the Atlantic Coast ; but those hardy pioneers who braved all the dangers of the wilderness , who have made the desert to blossom as the rose -- those pioneers away out there , rearing their children near to nature 's heart , where they can mingle their voices with the voices of the birds -- out there where they have erected schoolhouses for the education of their children and churches where they praise their Creator , and the cemeteries where sleep the ashes of their dead -- are as deserving of the consideration of this party as any people in this country . "
those hardy pioneers,brave.01,all the dangers of,,Affirmative,"my friends , we say not one word against those who live upon the Atlantic Coast ; but those hardy pioneers who braved all the dangers of the wilderness , who have made the desert to blossom as the rose -- those pioneers away out there , rearing their children near to nature 's heart , where they can mingle their voices with the voices of the birds -- out there where they have erected schoolhouses for the education of their children and churches where they praise their Creator , and the cemeteries where sleep the ashes of their dead -- are as deserving of the consideration of this party as any people in this country . "
all the dangers of,make.02,the desert,,Affirmative,"my friends , we say not one word against those who live upon the Atlantic Coast ; but those hardy pioneers who braved all the dangers of the wilderness , who have made the desert to blossom as the rose -- those pioneers away out there , rearing their children near to nature 's heart , where they can mingle their voices with the voices of the birds -- out there where they have erected schoolhouses for the education of their children and churches where they praise their Creator , and the cemeteries where sleep the ashes of their dead -- are as deserving of the consideration of this party as any people in this country . "
those pioneers away,rear.01,their children,,Affirmative,"my friends , we say not one word against those who live upon the Atlantic Coast ; but those hardy pioneers who braved all the dangers of the wilderness , who have made the desert to blossom as the rose -- those pioneers away out there , rearing their children near to nature 's heart , where they can mingle their voices with the voices of the birds -- out there where they have erected schoolhouses for the education of their children and churches where they praise their Creator , and the cemeteries where sleep the ashes of their dead -- are as deserving of the consideration of this party as any people in this country . "
their children,mingle.01,their voices,,Affirmative,"my friends , we say not one word against those who live upon the Atlantic Coast ; but those hardy pioneers who braved all the dangers of the wilderness , who have made the desert to blossom as the rose -- those pioneers away out there , rearing their children near to nature 's heart , where they can mingle their voices with the voices of the birds -- out there where they have erected schoolhouses for the education of their children and churches where they praise their Creator , and the cemeteries where sleep the ashes of their dead -- are as deserving of the consideration of this party as any people in this country . "
