A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
BELGRADE --,thank.01,government,for,Affirmative,BELGRADE -- Defense Minister Bratislav Gašić has thanked Austria 's government for quickly deploying personnel that helped evacuate people from flooded areas in Serbia . 
government,deploy.01,personnel,,Affirmative,BELGRADE -- Defense Minister Bratislav Gašić has thanked Austria 's government for quickly deploying personnel that helped evacuate people from flooded areas in Serbia . 
personnel,help.01,evacuate people from,,Affirmative,BELGRADE -- Defense Minister Bratislav Gašić has thanked Austria 's government for quickly deploying personnel that helped evacuate people from flooded areas in Serbia . 
personnel,evacuate.01,people from,,Affirmative,BELGRADE -- Defense Minister Bratislav Gašić has thanked Austria 's government for quickly deploying personnel that helped evacuate people from flooded areas in Serbia . 
The minister,receive.01,Austrian Ambassador to Serbia,,Affirmative,"The minister received Austrian Ambassador to Serbia Johannes Eigner and expressed his gratitude for the deployment of 77 firefighters , 17 trucks , and six boats to transport rescue teams and units . "
The minister,express.01,his gratitude for,,Affirmative,"The minister received Austrian Ambassador to Serbia Johannes Eigner and expressed his gratitude for the deployment of 77 firefighters , 17 trucks , and six boats to transport rescue teams and units . "
Serbs,send.01,humanitarian aid,,Affirmative,"Serbs who live in Austria , Austrian citizens of Serb descent , and other people of good will have also been sending humanitarian aid , the ministry said in a statement . "
the ministry,say.01,will have also been sending,,Affirmative,"Serbs who live in Austria , Austrian citizens of Serb descent , and other people of good will have also been sending humanitarian aid , the ministry said in a statement . "
"Serbs who live in Austria , Austrian citizens of Serb descent , and other people of good",add.01,was,,Affirmative,It added that the bilateral cooperation between the two countries was very developed and keeping pace with excellent political relations . 
Gašić,receive.01,Ambassador Aleksandr Chepurin,,Affirmative,"Gašić also received Russian Ambassador Aleksandr Chepurin and conveyed his deep gratitude for the help and support that came from the Russian Federations , which responded within 24 hours of Serbia 's request for help . "
Gašić,convey.01,his deep gratitude for,,Affirmative,"Gašić also received Russian Ambassador Aleksandr Chepurin and conveyed his deep gratitude for the help and support that came from the Russian Federations , which responded within 24 hours of Serbia 's request for help . "
The timely assistance and,represent.01,a message about,,Affirmative,"The timely assistance and the presence of Lieutenant - General Eduard Chizhikov represent a message about the dedication , professionalism , and the sincere friendship which has been reaffirmed , this time to fight the unpredictable nature , Gašić was quoted as saying . "
The Russian Federation,send.01,"40 motor boats ,",,Affirmative,"The Russian Federation sent 40 motor boats , 30 mobile electric generators , 18 water pumps and heat guns for drying , as well as 47 tons of food , blankets and other resources . "
a statement,add.01,signed,,Affirmative,"Serbia is firmly committed to the fundamental development of cooperation with Russia in the field of defense , in accordance with the Declaration on Strategic Partnership signed last year , the statement added . "
Gašić,thank.01,Russia,for,Affirmative,"Gašić also thanked Russia for the principled support for Serbia 's territorial integrity and sovereignty , and confirmed his participation in the forthcoming Moscow conference on international security . "
Gašić,confirm.01,his participation in,,Affirmative,"Gašić also thanked Russia for the principled support for Serbia 's territorial integrity and sovereignty , and confirmed his participation in the forthcoming Moscow conference on international security . "
OBRENOVAC --,tell.01,bodies have been found,foreign reporters,Affirmative,OBRENOVAC -- Prime Minister Aleksandar Vučić told foreign reporters on Monday that 13 dead bodies have been found so far in the town of Obrenovac near Belgrade . 
