A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,host.01,a recent workshop hosted by,,Affirmative,"At a recent workshop hosted by the luxury shopping center at the Sea View Hotel , Marc Perlowitz of Barneys New York said his company is possibly interested in adding its store to the Bal Harbour Shops . "
his company,add.02,its store,to,Affirmative,"At a recent workshop hosted by the luxury shopping center at the Sea View Hotel , Marc Perlowitz of Barneys New York said his company is possibly interested in adding its store to the Bal Harbour Shops . "
the Bal Harbour Shops,plan.01,to expand,,Affirmative,"Currently , the Bal Harbour Shops is planning to expand the mall to 350,000 square feet of retail space , including 250,000 square feet of additional or expanded specialty department store space , and at least 20 specialty retail boutiques , along with a luxury theater , a multi-purpose community plaza along Collins Avenue and multiple locations for public green space . "
the Bal Harbour Shops,expand.01,the mall,,Affirmative,"Currently , the Bal Harbour Shops is planning to expand the mall to 350,000 square feet of retail space , including 250,000 square feet of additional or expanded specialty department store space , and at least 20 specialty retail boutiques , along with a luxury theater , a multi-purpose community plaza along Collins Avenue and multiple locations for public green space . "
the Bal Harbour Shops,build.01,"a new , 60,799 square-foot church for",,Affirmative,"At the same time , Bal Harbour Shops would build a new , 60,799 square-foot church for its neighbor , the Church by the Sea , set to be located behind village hall . "
the village council,need.01,to approve,,Affirmative,"However , the village council would need to approve the expansion . "
the village council,approve.01,the expansion,,Affirmative,"However , the village council would need to approve the expansion . "
The Miami Herald,provide.01,this opportunity,,Affirmative,"The Miami Herald is pleased to provide this opportunity to share information , experiences and observations about what 's in the news . "
We,encourage.02,"lively , open debate on",,Affirmative,"We encourage lively , open debate on the issues of the day , and ask that you refrain from profanity , hate speech , personal comments and remarks that are off point . "
We,ask.02,"that you refrain from profanity ,",,Affirmative,"We encourage lively , open debate on the issues of the day , and ask that you refrain from profanity , hate speech , personal comments and remarks that are off point . "
you,refrain.01,"from profanity ,",,Affirmative,"We encourage lively , open debate on the issues of the day , and ask that you refrain from profanity , hate speech , personal comments and remarks that are off point . "
you,take.01,the time,,Affirmative,Thank you for taking the time to offer your thoughts . 
you,offer.01,your thoughts,,Affirmative,Thank you for taking the time to offer your thoughts . 
The Miami Herald,use.01,commenting system,,Affirmative,The Miami Herald uses Facebook 's commenting system . 
You,need.01,to log in with,,Affirmative,You need to log in with a Facebook account in order to comment . 
You,log.01,with,,Affirmative,You need to log in with a Facebook account in order to comment . 
you,have.03,questions about commenting with,,Affirmative,"If you have questions about commenting with your Facebook account , click here . "
you,comment.01,with,,Affirmative,"If you have questions about commenting with your Facebook account , click here . "
This,affect.01,comments on,,Affirmative,This affects comments on all stories . 
