A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Idaho man,think.01,choice would end up,,Affirmative,"When a Nampa , Idaho man got dressed Sunday morning , he probably did n't think his t - shirt choice would end up being immortalized in his mugshot . "
the Lewiston Police Department,receive.01,information,,Affirmative,Lewiston Police had received information that a couple suspected of robbing the Cottonwood Bank were staying at the Cedars Inn . 
a couple suspected of robbing,rob.01,the Cottonwood Bank,,Affirmative,Lewiston Police had received information that a couple suspected of robbing the Cottonwood Bank were staying at the Cedars Inn . 
The police department,stage.01,the SWAT team,,Affirmative,The police department staged the SWAT team outside the motel . 
by police,confront.01,the suspects,,Affirmative,"At about 11:00 Sunday morning , the suspects came out of their room and were confronted by police . "
the Lewiston Police Department,say.01,are also suspected of robbing,,Affirmative,"Lewiston Police say Fisher and Balfe are also suspected of robbing two banks in Ontario , Oregon as well . "
Fisher and 19-year old Jennifer Balfe from Meridian,rob.01,two banks,,Affirmative,"Lewiston Police say Fisher and Balfe are also suspected of robbing two banks in Ontario , Oregon as well . "
Cottonwood Police and,oversee.01,the investigation,,Affirmative,Cottonwood Police and the FBI are overseeing the investigation . 
you,agree.01,to,,Affirmative,By posting your comments you agree to our Terms of Use . 
by,supply.01,No email address,,Affirmative,No email address was supplied by . 
you,have.03,subscription offers sent,,Affirmative,Please confirm or modify the email address to which you will have subscription offers sent . 
