A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Some trade groups in,hope.01,to see adjustments to,,Affirmative,"Some trade groups in the U.S. hope to see adjustments to India 's business policies following election of Prime Minister Narendra Modi , Politico reported Friday . "
Some trade groups in,see.01,adjustments to,,Affirmative,"Some trade groups in the U.S. hope to see adjustments to India 's business policies following election of Prime Minister Narendra Modi , Politico reported Friday . "
business policies following election of,follow.01,election of,,Affirmative,"Some trade groups in the U.S. hope to see adjustments to India 's business policies following election of Prime Minister Narendra Modi , Politico reported Friday . "
Politico that U.S. companies anticipate new trade talks between Modi and the U.S. government,report.01,hope,,Affirmative,"Some trade groups in the U.S. hope to see adjustments to India 's business policies following election of Prime Minister Narendra Modi , Politico reported Friday . "
Some trade groups in the U.S. hope,hope.01,relationship with our own government,,Affirmative,"The new government is going to have a new and different , and we certainly hope stronger , relationship with our own government , and we think there are a lot of areas where we can all partner together , and we have similar interests , she added . "
Some trade groups in the U.S. hope,think.01,there are,,Affirmative,"The new government is going to have a new and different , and we certainly hope stronger , relationship with our own government , and we think there are a lot of areas where we can all partner together , and we have similar interests , she added . "
Some trade groups in the U.S. hope,have.03,similar interests,,Affirmative,"The new government is going to have a new and different , and we certainly hope stronger , relationship with our own government , and we think there are a lot of areas where we can all partner together , and we have similar interests , she added . "
she,add.01,government is going,,Affirmative,"The new government is going to have a new and different , and we certainly hope stronger , relationship with our own government , and we think there are a lot of areas where we can all partner together , and we have similar interests , she added . "
Reporter Eric Bradner, writes.01,also expects,,Affirmative,Reporter Eric Bradner  writes that some business leaders in the U.S. also expects Modi 's election to forge a new opportunity in the diplomatic relationship between the U.S. and India following years of discord . 
some business leaders in,expect.01,election to forge,,Affirmative,Reporter Eric Bradner  writes that some business leaders in the U.S. also expects Modi 's election to forge a new opportunity in the diplomatic relationship between the U.S. and India following years of discord . 
election,forge.02,a new opportunity,,Affirmative,Reporter Eric Bradner  writes that some business leaders in the U.S. also expects Modi 's election to forge a new opportunity in the diplomatic relationship between the U.S. and India following years of discord . 
"Chris Moore ,",tell.01,companies anticipate,Politico,Affirmative,"Chris Moore , senior director for international business policy at the National Association of Manufacturers , told Politico that U.S. companies anticipate new trade talks between Modi and the U.S. government . "
U.S. companies,anticipate.01,new trade talks between Modi and,,Affirmative,"Chris Moore , senior director for international business policy at the National Association of Manufacturers , told Politico that U.S. companies anticipate new trade talks between Modi and the U.S. government . "
you,like.02,to receive,,Affirmative,"If you would like to receive our RSS updates via email , simply enter your email address below & click subscribe . "
you,receive.01,our RSS updates,,Affirmative,"If you would like to receive our RSS updates via email , simply enter your email address below & click subscribe . "
