A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
care sector,witness.01,several collaborations,,Affirmative,"The health care sector witnessed several collaborations last week , including a couple related to immuno - oncology . "
The companies,announce.01,deal,,Affirmative,"The companies announced a licensing and research deal under which they will develop novel candidates utilizing Ligand 's LTP technology platform for the treatment of dyslipidemia , including hypertriglyceridemia . "
novel candidates utilizing,utilize.01,LTP technology platform for,,Affirmative,"The companies announced a licensing and research deal under which they will develop novel candidates utilizing Ligand 's LTP technology platform for the treatment of dyslipidemia , including hypertriglyceridemia . "
Survey analysis in,show.01,is rising sharply with rise in obesity,,Affirmative,A recent National Health and Nutrition Examination Survey analysis in the U.S. showed that the percentage of patients suffering from severe hypertriglyceridemia is rising sharply with rise in obesity . 
patients suffering from,suffer.01,from,,Affirmative,A recent National Health and Nutrition Examination Survey analysis in the U.S. showed that the percentage of patients suffering from severe hypertriglyceridemia is rising sharply with rise in obesity . 
Ligand,receive.01,up to $ 44.5 million,from AstraZeneca,Affirmative,Ligand will receive up to $ 44.5 million from AstraZeneca on the achievement of specific milestones . 
Ligand,receive.01,digit royalties,,Affirmative,"Additionally , Ligand will receive tiered mid-to-high single digit royalties on net sales of the products to be developed . "
Omthera,bear.01,the total cost of research and development,,Affirmative,"Moreover , Omthera will bear the total cost of research and development as well as commercialization of any product developed under this collaboration . "
it,gain.02,a strong partner in,,Affirmative,The agreement should be beneficial for Ligand since it is gaining a strong partner in the form of AstraZeneca . 
competency in,strengthen.01,development efforts for,,Affirmative,"AstraZeneca 's competency in molecule discovery , design and targeting combined with Omthera 's proficiency in the field of lipid disorders will strengthen Ligand 's development efforts for the treatment of dyslipidemia - related diseases . "
the terms of,look.02,favorable,,Affirmative,"Moreover , the terms of the deal look favorable − all costs related to development of the novel candidates will be borne by Omthera . "
by Omthera,bear.02,all costs related to development of,,Affirmative,"Moreover , the terms of the deal look favorable − all costs related to development of the novel candidates will be borne by Omthera . "
Ligand,partner.01,programs,,Affirmative,Ligand has partnered programs with several companies and is awaiting several regulatory events . 
We,expect.01,2014 to be,,Affirmative,We expect 2014 to be a catalyst rich year for Ligand . 
GILD ),carry.01,a Zacks Rank,,Affirmative,( GILD ) carrying a Zacks Rank # 1 ( Strong Buy ) . 
