A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
the BJP,draw.02,plans for,,Affirmative,"As the BJP is reportedly drawing up plans for Prime Minister - designate Narendra Modi 's swearing - in ceremony on the forecourt of Rashtrapati Bhavan , the authorities are scrambling to make arrangements for the ceremony to be held either at the sand - covered space outside the presidential palace or inside the Durbar Hall . "
the authorities,scramble.01,to make arrangements for,,Affirmative,"As the BJP is reportedly drawing up plans for Prime Minister - designate Narendra Modi 's swearing - in ceremony on the forecourt of Rashtrapati Bhavan , the authorities are scrambling to make arrangements for the ceremony to be held either at the sand - covered space outside the presidential palace or inside the Durbar Hall . "
a senior official in,tell.01,options are open and,Mail,Affirmative,"Both options are open and we are preparing for both , a senior official in Rashtrapati Bhavan told Mail today . "
the BJP,convey.01,whether it wants,to,Affirmative,"The BJP has not yet formally conveyed to Rashtrapati Bhavan whether it wants the ceremony to be held on the forecourt or inside the Durbar Hall , but reports have suggested that the party wants Modi to be sworn in before a large gathering of thousands . "
the BJP,want.01,ceremony to be held on,,Affirmative,"The BJP has not yet formally conveyed to Rashtrapati Bhavan whether it wants the ceremony to be held on the forecourt or inside the Durbar Hall , but reports have suggested that the party wants Modi to be sworn in before a large gathering of thousands . "
reports,suggest.01,party wants,,Affirmative,"The BJP has not yet formally conveyed to Rashtrapati Bhavan whether it wants the ceremony to be held on the forecourt or inside the Durbar Hall , but reports have suggested that the party wants Modi to be sworn in before a large gathering of thousands . "
the party,want.01,Modi to be sworn in before,,Affirmative,"The BJP has not yet formally conveyed to Rashtrapati Bhavan whether it wants the ceremony to be held on the forecourt or inside the Durbar Hall , but reports have suggested that the party wants Modi to be sworn in before a large gathering of thousands . "
The Cabinet Secretariat,ask.02,to keep,"all departments , including Commerce and Industry",Affirmative,"The Cabinet Secretariat has asked all departments , including Commerce and Industry , to keep a presentation ready for appraising the new Prime Minister of their achievements and fresh steps needed . "
"all departments , including Commerce and Industry",keep.02,a presentation ready for appraising,,Affirmative,"The Cabinet Secretariat has asked all departments , including Commerce and Industry , to keep a presentation ready for appraising the new Prime Minister of their achievements and fresh steps needed . "
the department,like.02,to take in order,,Affirmative,"The presentation next week by respective secretaries will include things like five important achievements , failures and steps the department would like to take in order to boost the country 's economic growth , an official source told PTI . "
The Department of,prepare.02,30-32 ideas,to present before,Affirmative,"The Department of Industrial Policy and Promotion ( DIPP ) has prepared about 30-32 ideas to present before the new Prime Minister , sources added . "
sources,add.01,has prepared,,Affirmative,"The Department of Industrial Policy and Promotion ( DIPP ) has prepared about 30-32 ideas to present before the new Prime Minister , sources added . "
"Narendra Modi ,",lead.01,BJP,,Affirmative,"Narendra Modi , who led BJP in the just concluded Lok Sabha elections , is the prime minister elect . "
the BJP,win.01,282 seats,,Affirmative,BJP won 282 seats out of 543 . 
The presentations,assume.02,significance,,Affirmative,The presentations assume significance as the new government is expected to initiate strong steps to boost the country 's economy and create more jobs . 
the new government,initiate.01,strong steps,,Affirmative,The presentations assume significance as the new government is expected to initiate strong steps to boost the country 's economy and create more jobs . 
strong steps,boost.01,economy,,Affirmative,The presentations assume significance as the new government is expected to initiate strong steps to boost the country 's economy and create more jobs . 
A top official,say.01,is not confirmed as yet,,Affirmative,A top official said : The date of the swearing - in is not confirmed as yet and so the issue of ferrying passengers from Vadodara and Varanasi has not been discussed by the Railway Board . 
by,discuss.01,the issue of ferrying passengers from Vadodara and Varanasi,,Affirmative,A top official said : The date of the swearing - in is not confirmed as yet and so the issue of ferrying passengers from Vadodara and Varanasi has not been discussed by the Railway Board . 
passengers,do.02,special cases,,Affirmative,But we have done that in the past in special cases and we can do that now also . 
passengers,do.02,special cases,,Affirmative,But we have done that in the past in special cases and we can do that now also . 
the local administration,discuss.01,the local administration,with,Affirmative,"Maybe the local administration may have discussed it with Divisional Railway Managers , but a final confirmation is yet to reach us . "
a final confirmation,reach.01,passengers,,Affirmative,"Maybe the local administration may have discussed it with Divisional Railway Managers , but a final confirmation is yet to reach us . "
passengers,get.01,that,,Affirmative,"Once we get that , we have no issues in running trains for people keen to watch the swearing - in of the new PM , he said . "
passengers,have.03,no issues in running trains for people keen,,Affirmative,"Once we get that , we have no issues in running trains for people keen to watch the swearing - in of the new PM , he said . "
passengers,run.01,trains for people keen,,Affirmative,"Once we get that , we have no issues in running trains for people keen to watch the swearing - in of the new PM , he said . "
people keen,watch.01,the swearing - in of,,Affirmative,"Once we get that , we have no issues in running trains for people keen to watch the swearing - in of the new PM , he said . "
A top official,say.01,", we have",,Affirmative,"Once we get that , we have no issues in running trains for people keen to watch the swearing - in of the new PM , he said . "
Prime Minister-designate Narendra Modi 's,take.01,on,,Affirmative,"If Modi takes oath on the forecourt , he will be only the third prime minister in history to be sworn in at the venue . "
We,accept.01,comments on,,Affirmative,We are no longer accepting comments on this article . 
