A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
ISLAMABAD :,advise.01,the officials,to consult representatives of,Affirmative,ISLAMABAD : Finance Minister Ishaq Dar on Sunday advised the officials to consult representatives of trade bodies and all the stakeholders in preparation of budget proposals . 
the officials,consult.01,representatives of,,Affirmative,ISLAMABAD : Finance Minister Ishaq Dar on Sunday advised the officials to consult representatives of trade bodies and all the stakeholders in preparation of budget proposals . 
The Minister,say.01,chambers of commerce,,Affirmative,"While chairing at the Federal Board of Revenue ( FBR ) to review budget process here , the minister said chambers of commerce , all professional bodies and representatives of industry should be consulted in preparation of budget . "
the finance minister,chair.01,a meeting of,,Affirmative,"Earlier , on Saturday , finance minister had chaired a meeting of Tax Advisory Council to discuss the budget proposals . "
the finance minister,discuss.01,the budget proposals,,Affirmative,"Earlier , on Saturday , finance minister had chaired a meeting of Tax Advisory Council to discuss the budget proposals . "
by,attend.01,a meeting of Tax Advisory Council,,Affirmative,"The meeting was attended by FBR officials , chartered accountants , academia , retired senior officers , President Tax Bar , industrialists , presidents of chambers of commerce and trade , senior tax consultants , and representatives of professional associations including SECP , Pakistan Banking Association , ISE , ICAP , ICMA , KSE and LSE . "
The Minister,say.01,government would neither enhance,,Affirmative,The Minister said government would neither enhance the tax rates nor new taxes would be levied in the coming budget . 
government,enhance.01,the tax rates nor,,Affirmative,The Minister said government would neither enhance the tax rates nor new taxes would be levied in the coming budget . 
the government,enhance.01,the tax base of,,Affirmative,"However , the government is keen to enhance the tax base of the country to enhance revenue generation to find fiscal space for energy development . "
the government,enhance.01,revenue generation,,Affirmative,"However , the government is keen to enhance the tax base of the country to enhance revenue generation to find fiscal space for energy development . "
The Minister,emphasize.01,taxpayers should be facilitated by simplifying,,Affirmative,He emphasized the taxpayers should be facilitated by simplifying tax reporting . 
the taxpayers,simplify.01,tax reporting,,Affirmative,He emphasized the taxpayers should be facilitated by simplifying tax reporting . 
the taxpayers,enable.01,to find,the government,Affirmative,"We have to focus on expanding the tax net and enabling the government to find fiscal space for allocation of funds in development of energy and infrastructure , said Dar . "
the government,find.01,fiscal space for allocation of funds in development of energy and infrastructure,,Affirmative,"We have to focus on expanding the tax net and enabling the government to find fiscal space for allocation of funds in development of energy and infrastructure , said Dar . "
Finance Minister Ishaq Dar on Sunday,say.01,We have,,Affirmative,"We have to focus on expanding the tax net and enabling the government to find fiscal space for allocation of funds in development of energy and infrastructure , said Dar . "
the finance minister,have.03,time,,Affirmative,The finance minister has time and again said that economic recovery is the first priority of the PML - N government and reforms introduced by the government have put the economy on the right direction . 
the finance minister,say.01,recovery is,,Affirmative,The finance minister has time and again said that economic recovery is the first priority of the PML - N government and reforms introduced by the government have put the economy on the right direction . 
by,introduce.02,reforms introduced by,,Affirmative,The finance minister has time and again said that economic recovery is the first priority of the PML - N government and reforms introduced by the government have put the economy on the right direction . 
The sources,say.01,government is going,,Affirmative,The sources said that the government is going to withdraw the tax exemptions worth of Rs150 billion and to take additional taxation measures worth of around Rs80 to Rs100 billion in the upcoming budget . 
the government,withdraw.01,the tax exemptions worth of,,Affirmative,The sources said that the government is going to withdraw the tax exemptions worth of Rs150 billion and to take additional taxation measures worth of around Rs80 to Rs100 billion in the upcoming budget . 
the government,take.01,additional taxation measures worth of,,Affirmative,The sources said that the government is going to withdraw the tax exemptions worth of Rs150 billion and to take additional taxation measures worth of around Rs80 to Rs100 billion in the upcoming budget . 
