A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,honour.01,fallen,,Affirmative,"New Zealand 's fallen have been honoured by Prince Harry , who reached another milestone in his official life - performing his first Maori hongi . "
"Prince Harry ,",reach.01,another milestone in,,Affirmative,"New Zealand 's fallen have been honoured by Prince Harry , who reached another milestone in his official life - performing his first Maori hongi . "
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",attend.01,a service,,Affirmative,Harry attended a service to commemorate the Kiwi troops who died during the Allied campaign to take Monte Cassino from Nazi forces during five months of bitter fighting which culminated in victory 70 years ago yesterday . 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",commemorate.01,the Kiwi troops,,Affirmative,Harry attended a service to commemorate the Kiwi troops who died during the Allied campaign to take Monte Cassino from Nazi forces during five months of bitter fighting which culminated in victory 70 years ago yesterday . 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",performed.01,a number of,,Affirmative,"And before it began he performed a number of hongis - nose rubbing - with senior guests who had gathered at a war ceremony in the town of Cassino , overlooked by the imposing Benedictine monastery of Monte Cassino . "
by,overlook.01,the town of Cassino,,Affirmative,"And before it began he performed a number of hongis - nose rubbing - with senior guests who had gathered at a war ceremony in the town of Cassino , overlooked by the imposing Benedictine monastery of Monte Cassino . "
Zealand forces,play.02,a big part,,Affirmative,New Zealand forces played a big part in the second and third battles of Monte Cassino in 1944 before victory was secured in the fourth battle . 
"Prince Harry ,",attend.01,"a war ceremony in the town of Cassino , overlooked by the imposing Benedictine monastery of Monte Cassino",,Affirmative,"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family , performed his first hongi when he met the country 's Governor General , Sir Jerry Mateparae . "
"Prince Harry ,",performed.01,his first Maori hongi,,Affirmative,"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family , performed his first hongi when he met the country 's Governor General , Sir Jerry Mateparae . "
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",meet.02,"Governor General ,",,Affirmative,"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family , performed his first hongi when he met the country 's Governor General , Sir Jerry Mateparae . "
Both,take.07,their military hats,,Affirmative,Both took off their military hats to press their noses and foreheads together and then repeated the greeting inside the cemetery after the prince had signed a book of remembrance . 
Both,press.01,their noses and foreheads,,Affirmative,Both took off their military hats to press their noses and foreheads together and then repeated the greeting inside the cemetery after the prince had signed a book of remembrance . 
Both,repeat.01,the greeting inside,,Affirmative,Both took off their military hats to press their noses and foreheads together and then repeated the greeting inside the cemetery after the prince had signed a book of remembrance . 
The Prince 's,sign.01,a book of remembrance,,Affirmative,Both took off their military hats to press their noses and foreheads together and then repeated the greeting inside the cemetery after the prince had signed a book of remembrance . 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",do.02,the same,with,Affirmative,"Harry did the same with Warrrant Officer Class 1 Jerald Twomey , 50 , of the Royal New Zealand Army Logistical Regiment and Sergeant Wai Paenga , 44 , of the Royal New Zealand Air Force , both in military uniform . "
technique,impress.01,his hosts,with,Affirmative,"The Prince 's technique impressed his hosts with Warrant Officer Twomey , from Whanganui , saying : He was very good . "
technique,say.01,He was,,Affirmative,"The Prince 's technique impressed his hosts with Warrant Officer Twomey , from Whanganui , saying : He was very good . "
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",join.01,veterans and,,Affirmative,"Harry then joined veterans and the Governor General in a slow procession to the Cross of Sacrifice led by an arrowhead of Maori Warriors , flanked by two airmen in uniform twirling Purerehua , Maori wind instruments , above their heads to make a buzzing sound . "
by,lead.02,a slow procession to,,Affirmative,"Harry then joined veterans and the Governor General in a slow procession to the Cross of Sacrifice led by an arrowhead of Maori Warriors , flanked by two airmen in uniform twirling Purerehua , Maori wind instruments , above their heads to make a buzzing sound . "
by,flank.01,"Maori Warriors , flanked by",,Affirmative,"Harry then joined veterans and the Governor General in a slow procession to the Cross of Sacrifice led by an arrowhead of Maori Warriors , flanked by two airmen in uniform twirling Purerehua , Maori wind instruments , above their heads to make a buzzing sound . "
two airmen in uniform,twirl.01,"Purerehua ,",,Affirmative,"Harry then joined veterans and the Governor General in a slow procession to the Cross of Sacrifice led by an arrowhead of Maori Warriors , flanked by two airmen in uniform twirling Purerehua , Maori wind instruments , above their heads to make a buzzing sound . "
a Maori cultural group,performed.01,"a Maimai Aroha , or chanting",,Affirmative,"As they moved forward a Maori cultural group performed a Maimai Aroha , or chanting , and a Karanga - a spiritual call . "
a bugler,sound.02,the Last Post,,Affirmative,"During the open - air service hymns were sung , contemporary accounts of the battles were read and a minute 's silence was observed after a bugler had sounded the Last Post . "
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",lay.01,a wreath,at,Affirmative,"Harry laid a wreath at the Cross of Sacrifice , as did other dignitaries , including the Governor General . "
Zealand veterans of,attend.01,the service and,,Affirmative,Many New Zealand veterans of the battle of Monte Cassino had made the long journey from their homeland to attend the service and honour fallen comrades whose graves surrounded them . 
Many New Zealand veterans of the battle of Monte Cassino,queue.01,"a war ceremony in the town of Cassino , overlooked by the imposing Benedictine monastery of Monte Cassino",,Affirmative,"After the ceremony they patiently queued to shake hands with Harry and many cracked jokes - with Brian Schofield , 92 , from Auckland telling the prince you be good , and he replied : I will . "
Many New Zealand veterans of the battle of Monte Cassino,shake.01,hands,,Affirmative,"After the ceremony they patiently queued to shake hands with Harry and many cracked jokes - with Brian Schofield , 92 , from Auckland telling the prince you be good , and he replied : I will . "
many,crack.02,cracked jokes - with,,Affirmative,"After the ceremony they patiently queued to shake hands with Harry and many cracked jokes - with Brian Schofield , 92 , from Auckland telling the prince you be good , and he replied : I will . "
transport unit,spend.02,three months,fighting in,Affirmative,Mr Schofield was a sergeant in a tank transport unit who spent three months fighting in the Cassino area . 
Oh Christ yes and pointing up to,say.01,It 's still looking down on us,,Affirmative,"Asked if memories of the battle were still fresh in his mind , he replied : Oh Christ yes and pointing up to the monastery said : It 's still looking down on us . "
the battle of Monte Cassino,look.01,on us,,Affirmative,"Asked if memories of the battle were still fresh in his mind , he replied : Oh Christ yes and pointing up to the monastery said : It 's still looking down on us . "
the Allies,hope.01,would bring,,Affirmative,The original 6th century monastery was obliterated in a bombing raid the Allies hoped would bring an end to the conflict . 
the Allies,bring.01,an end,to,Affirmative,The original 6th century monastery was obliterated in a bombing raid the Allies hoped would bring an end to the conflict . 
by,top.03,the rocky outcrop topped by,,Affirmative,"From the rocky outcrop topped by the holy site , Nazi forces had constructed a highly fortified position and were frustrating the Allies ' advance north to Rome in 1944 . "
Nazi forces,construct.01,fortified position,,Affirmative,"From the rocky outcrop topped by the holy site , Nazi forces had constructed a highly fortified position and were frustrating the Allies ' advance north to Rome in 1944 . "
Nazi forces,frustrate.01,advance north,to Rome,Affirmative,"From the rocky outcrop topped by the holy site , Nazi forces had constructed a highly fortified position and were frustrating the Allies ' advance north to Rome in 1944 . "
the air raid,root.01,forces,,Affirmative,But the air raid failed to root out Hitler 's forces . 
Mr Schofield,say.01,I still think,,Affirmative,Mr Schofield said : I still think the bombing was a waste of time . 
Mr Schofield,think.01,bombing was,,Affirmative,Mr Schofield said : I still think the bombing was a waste of time . 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",react.01,with amazement at,,Affirmative,Prince Harry reacted with amazement at the damage wreaked on an historic monastery during one of the Second World War 's most important battles . 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",visit.01,Monte Cassino from Nazi forces,,Affirmative,"Harry visited Monte Cassino and was given a tour by the Abbot 's secretary , Father Antonio Potenza . "
by,give.01,a tour,,Affirmative,"Harry visited Monte Cassino and was given a tour by the Abbot 's secretary , Father Antonio Potenza . "
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",chronicle.01,the destruction of,,Affirmative,As he walked into an exhibition chronicling the destruction of the holy site he saw a huge black and white image of its ruins and said : ' Unbelievable - they knocked the whole thing down ' 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",see.01,image of,,Affirmative,As he walked into an exhibition chronicling the destruction of the holy site he saw a huge black and white image of its ruins and said : ' Unbelievable - they knocked the whole thing down ' 
"Prince Harry , who attended the ceremony as a member of the New Zealand Royal Family",say.01,Unbelievable - they knocked,,Affirmative,As he walked into an exhibition chronicling the destruction of the holy site he saw a huge black and white image of its ruins and said : ' Unbelievable - they knocked the whole thing down ' 
they,knock.02,the whole thing,,Affirmative,As he walked into an exhibition chronicling the destruction of the holy site he saw a huge black and white image of its ruins and said : ' Unbelievable - they knocked the whole thing down ' 
