A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
economy minister,say.01,Orange is in talks about,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
two sources,say.01,discussions could lead to,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",acquire.01,its smaller rival,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
The talks,bring.01,"Orange ,",into,Affirmative,"The talks bring Orange , the former France Telecom monopoly , into the frame for the first time in moves to consolidate the industry , but other industry sources wondered how far talks could go between the biggest and third - biggest mobile service providers , given the likely antitrust hurdles . "
other industry sources,wonder.01,far talks could go between,,Affirmative,"The talks bring Orange , the former France Telecom monopoly , into the frame for the first time in moves to consolidate the industry , but other industry sources wondered how far talks could go between the biggest and third - biggest mobile service providers , given the likely antitrust hurdles . "
third-biggest mobile service providers,say.01,manoeuvring could be aimed instead at raising,,Affirmative,"They said the manoeuvring could be aimed instead at raising the potential price of Bouygues Telecom for rival Iliad , whose upstart Free mobile service sparked a price war two years ago . "
"Stephane Richard , CEO of",discuss.01,the matter,with,Affirmative,"Stephane Richard , CEO of 27 % state - owned Orange , has discussed the matter with Martin Bouygues , his counterpart at Bouygues , the sources said . "
other industry sources,say.01,has discussed,,Affirmative,"Stephane Richard , CEO of 27 % state - owned Orange , has discussed the matter with Martin Bouygues , his counterpart at Bouygues , the sources said . "
A deal with Orange,value.01,Bouygues Telecom,at more than €6bn,Affirmative,"A deal with Orange would value Bouygues Telecom at more than €6bn , and by selling in return for shares , Bouygues and its shareholder JCDecaux could end up holding close to 10 % of Orange , one of the sources said . "
one of,say.01,would value,,Affirmative,"A deal with Orange would value Bouygues Telecom at more than €6bn , and by selling in return for shares , Bouygues and its shareholder JCDecaux could end up holding close to 10 % of Orange , one of the sources said . "
Minister Arnaud Montebourg,say.01,they exist but,,Affirmative,"Asked in a television interview about reports of the talks , French Economy Minister Arnaud Montebourg said they exist but that there were multiple discussions taking place in the industry . "
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",say.01,it was exploring opportunities and,,Affirmative,Orange also said it was exploring opportunities and favoured consolidation . 
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",explore.01,opportunities,,Affirmative,Orange also said it was exploring opportunities and favoured consolidation . 
Mr Montebourg,say.01,government wants,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the government,want.01,to reduce to three,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the number of,hurt.01,jobs and investment in,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the losers,need.01,to rebuild,,Affirmative,"We need to rebuild a telecoms sector that is in ruins , Mr Montebourg told BFMTV on Friday . "
the losers,rebuild.01,a telecoms sector,,Affirmative,"We need to rebuild a telecoms sector that is in ruins , Mr Montebourg told BFMTV on Friday . "
Mr Montebourg,say.01,Telecom should explore,,Affirmative,He has also said Bouygues Telecom should explore tie - ups with other operators . 
Bouygues Telecom 's,explore.01,tie - ups with,,Affirmative,He has also said Bouygues Telecom should explore tie - ups with other operators . 
the sector,need.01,to move,,Affirmative,"It 's clear the sector will need to move one way or another , either via tie - ups or by network - sharing deals . "
"Martin Bouygues , his counterpart at Bouygues",want.01,to create,,Affirmative,Bouygues wants to create an auction here . 
"Martin Bouygues , his counterpart at Bouygues",create.01,an auction,,Affirmative,Bouygues wants to create an auction here . 
"The government , via Orange",want.01,to show,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
"The government , via Orange",show.01,it has,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
the government,have.03,a hand,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
rival Iliad,want.01,to get hold of,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
rival Iliad,get.01,hold of,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
based trader,say.01,wants,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
economy minister,say.01,Orange is in talks about,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
two sources,say.01,discussions could lead to,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",acquire.01,its smaller rival,,Affirmative,"PARIS - French telecom market leader Orange is in talks about a tie - up with Bouygues Telecom , France 's economy minister said on Friday after two sources said the discussions could lead to Orange acquiring its smaller rival . "
The talks,bring.01,"Orange ,",into,Affirmative,"The talks bring Orange , the former France Telecom monopoly , into the frame for the first time in moves to consolidate the industry , but other industry sources wondered how far talks could go between the biggest and third - biggest mobile service providers , given the likely antitrust hurdles . "
other industry sources,wonder.01,far talks could go between,,Affirmative,"The talks bring Orange , the former France Telecom monopoly , into the frame for the first time in moves to consolidate the industry , but other industry sources wondered how far talks could go between the biggest and third - biggest mobile service providers , given the likely antitrust hurdles . "
third-biggest mobile service providers,say.01,manoeuvring could be aimed instead at raising,,Affirmative,"They said the manoeuvring could be aimed instead at raising the potential price of Bouygues Telecom for rival Iliad , whose upstart Free mobile service sparked a price war two years ago . "
"Stephane Richard , CEO of",discuss.01,the matter,with,Affirmative,"Stephane Richard , CEO of 27 % state - owned Orange , has discussed the matter with Martin Bouygues , his counterpart at Bouygues , the sources said . "
other industry sources,say.01,has discussed,,Affirmative,"Stephane Richard , CEO of 27 % state - owned Orange , has discussed the matter with Martin Bouygues , his counterpart at Bouygues , the sources said . "
A deal with Orange,value.01,Bouygues Telecom,at more than €6bn,Affirmative,"A deal with Orange would value Bouygues Telecom at more than €6bn , and by selling in return for shares , Bouygues and its shareholder JCDecaux could end up holding close to 10 % of Orange , one of the sources said . "
one of,say.01,would value,,Affirmative,"A deal with Orange would value Bouygues Telecom at more than €6bn , and by selling in return for shares , Bouygues and its shareholder JCDecaux could end up holding close to 10 % of Orange , one of the sources said . "
Minister Arnaud Montebourg,say.01,they exist but,,Affirmative,"Asked in a television interview about reports of the talks , French Economy Minister Arnaud Montebourg said they exist but that there were multiple discussions taking place in the industry . "
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",say.01,it was exploring opportunities and,,Affirmative,Orange also said it was exploring opportunities and favoured consolidation . 
"Orange , the former France Telecom monopoly , into the frame for the first time in moves",explore.01,opportunities,,Affirmative,Orange also said it was exploring opportunities and favoured consolidation . 
Mr Montebourg,say.01,government wants,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the government,want.01,to reduce to three,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the number of,hurt.01,jobs and investment in,,Affirmative,Mr Montebourg has said the government wants to reduce to three from four the number of telecom players as tough competition in the sector is hurting jobs and investment in high - speed broadband . 
the losers,need.01,to rebuild,,Affirmative,"We need to rebuild a telecoms sector that is in ruins , Mr Montebourg told BFMTV on Friday . "
the losers,rebuild.01,a telecoms sector,,Affirmative,"We need to rebuild a telecoms sector that is in ruins , Mr Montebourg told BFMTV on Friday . "
Mr Montebourg,say.01,Telecom should explore,,Affirmative,He has also said Bouygues Telecom should explore tie - ups with other operators . 
Bouygues Telecom 's,explore.01,tie - ups with,,Affirmative,He has also said Bouygues Telecom should explore tie - ups with other operators . 
the sector,need.01,to move,,Affirmative,"It 's clear the sector will need to move one way or another , either via tie - ups or by network - sharing deals . "
"Martin Bouygues , his counterpart at Bouygues",want.01,to create,,Affirmative,Bouygues wants to create an auction here . 
"Martin Bouygues , his counterpart at Bouygues",create.01,an auction,,Affirmative,Bouygues wants to create an auction here . 
"The government , via Orange",want.01,to show,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
"The government , via Orange",show.01,it has,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
the government,have.03,a hand,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
rival Iliad,want.01,to get hold of,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
rival Iliad,get.01,hold of,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
based trader,say.01,wants,,Affirmative,"The government , via Orange , wants to show it has a hand in this , and Iliad wants to get hold of Bouygues Telecom 's network , said a Paris - based trader . "
you,experience.01,any technical difficulties on either of,,Affirmative,"Should you experience any technical difficulties on either of the above webcast options , please use an alternative option . "
You,view.01,your share watchlist,,Affirmative,You can only set up or view your share watchlist when you are logged in as a registered user . 
you,select.01,a list of companies,,Affirmative,Thereafter you can select a list of companies and enter your share details to monitor their performance . 
you,enter.01,your share details,,Affirmative,Thereafter you can select a list of companies and enter your share details to monitor their performance . 
you,monitor.01,their performance,,Affirmative,Thereafter you can select a list of companies and enter your share details to monitor their performance . 
You,clip.02,articles,,Affirmative,You can only clip articles when you are logged in as a registered user . 
you,read.01,the `` Read later '' icon,,Affirmative,"Thereafter you can click on the Read later icon at the top of an article to save it to this area of your console , where you can return to read it at any time . "
