A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
States,legalize.01,the sale of marijuana,,Affirmative,"States have legalized the sale of marijuana , but so far banks and credit unions have been reluctant to handle that industry 's profits . "
far banks and,handle.01,profits,,Affirmative,"States have legalized the sale of marijuana , but so far banks and credit unions have been reluctant to handle that industry 's profits . "
potential customers,hope.01,to get into,,Affirmative,Well it turns out that at least one bank in Southern Nevada is already talking with clients and potential customers who are hoping to get into the dispensary or cultivation business in Clark County . 
"John Sullivan , president and CEO of",tell.01,that he approached,KNPR,Affirmative,"John Sullivan , president and CEO of First Security Bank of Nevada , told KNPR in an interview Friday that he approached his board of directors with the idea of banking medical marijuana businesses a couple of months ago . "
John Sullivan,say.01,they 've looked at,,Affirmative,He said they 've looked at the federal guidelines and banking regulations and felt that banking the marijuana industry was a safe and valuable new line of business for the community bank . 
"John Sullivan , president and CEO of First Security Bank of Nevada",look.01,at,,Affirmative,He said they 've looked at the federal guidelines and banking regulations and felt that banking the marijuana industry was a safe and valuable new line of business for the community bank . 
"John Sullivan , president and CEO of First Security Bank of Nevada",feel.02,was,,Affirmative,He said they 've looked at the federal guidelines and banking regulations and felt that banking the marijuana industry was a safe and valuable new line of business for the community bank . 
the applicants,intend.01,to get into,,Affirmative,"Our willingness to work with the applicants who intend to get into the marijuana - related businesses arises from our attitude that we should serve all of the customers in our market , Sullivan said . "
president and CEO of First Security Bank of Nevada,serve.01,all of,,Affirmative,"Our willingness to work with the applicants who intend to get into the marijuana - related businesses arises from our attitude that we should serve all of the customers in our market , Sullivan said . "
John Sullivan,say.01,arises from,,Affirmative,"Our willingness to work with the applicants who intend to get into the marijuana - related businesses arises from our attitude that we should serve all of the customers in our market , Sullivan said . "
the Obama administration,issue.01,guidelines intended,,Affirmative,"In February , the Obama administration issued guidelines intended to give banks confidence that they will not be punished if they provided legitimate marijuana businesses in states where it 's legal , even though it remains illegal under federal law . "
guidelines intended,give.01,confidence,banks,Affirmative,"In February , the Obama administration issued guidelines intended to give banks confidence that they will not be punished if they provided legitimate marijuana businesses in states where it 's legal , even though it remains illegal under federal law . "
"John Sullivan , president and CEO of First Security Bank of Nevada",provided.01,legitimate marijuana businesses,,Affirmative,"In February , the Obama administration issued guidelines intended to give banks confidence that they will not be punished if they provided legitimate marijuana businesses in states where it 's legal , even though it remains illegal under federal law . "
The guidance,require.01,to vigorously monitor,banks,Affirmative,The guidance requires banks to vigorously monitor their marijuana - industry customers . 
banks,monitor.01,industry customers,,Affirmative,The guidance requires banks to vigorously monitor their marijuana - industry customers . 
First Security Bank of Nevada,post.01,earnings of,,Affirmative,"First Security Bank of Nevada posted earnings of $ 1 million last year , compared with $ 420,000 in 2012 . "
