A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
year - olds,deliver.01,a technical education focused on,,Affirmative,UTCs are a new type of school for 14 to 18 - year - olds which deliver a technical education focused on a particular career area . 
by,back.01,The plan for,,Affirmative,"The plan for the Leeds UTC is being backed by the city 's council and firms including Siemens , Kodak and Grant Thornton . "
by,support.01,"The proposed new school ,",,Affirmative,"The proposed new school , which could open in 2016 , is also supported by Leeds University and Leeds City College . "
A steering group,work.01,on,,Affirmative,A steering group has been working on the plans for the last six months and is now submitting a bid for Government funding . 
A steering group,submit.01,a bid for,,Affirmative,A steering group has been working on the plans for the last six months and is now submitting a bid for Government funding . 
A steering group,find.01,if it is successful,,Affirmative,It should find out if it is successful later this year . 
The plan for the Leeds UTC,meet.01,skills shortages,,Affirmative,It is hoped the plan would meet skills shortages in Leeds and help employers to play a role in training a new generation of skilled engineers . 
The plan for the Leeds UTC,help.01,to play,,Affirmative,It is hoped the plan would meet skills shortages in Leeds and help employers to play a role in training a new generation of skilled engineers . 
employers,play.02,a role in training,,Affirmative,It is hoped the plan would meet skills shortages in Leeds and help employers to play a role in training a new generation of skilled engineers . 
UTCs,have.03,two points of entry for pupils starting at 14 or at 16 after,,Affirmative,UTCs have two points of entry for pupils starting at 14 or at 16 after their GCSEs . 
pupils starting at 14 or at 16 after their GCSEs,study.01,a core programme of GCSEs and,,Affirmative,However they would still study a core programme of GCSEs and then A - levels . 
by,lead.01,engineering,,Affirmative,"The proposal for a Leeds UTC focussing on advanced manufacturing and engineering is being led by a team including Kodak , Siemens , Unilever and Agfa , and supported by the Chamber of Commerce and the manufacturers organisation EEF , as well as Leeds University , Leeds City Council and Leeds City College , supported by business adviser Grant Thornton . "
by,support.01,The proposal for,,Affirmative,"The proposal for a Leeds UTC focussing on advanced manufacturing and engineering is being led by a team including Kodak , Siemens , Unilever and Agfa , and supported by the Chamber of Commerce and the manufacturers organisation EEF , as well as Leeds University , Leeds City Council and Leeds City College , supported by business adviser Grant Thornton . "
you,have.03,a complaint about,,Affirmative,"If you have a complaint about editorial content which relates to inaccuracy or intrusion , then contact the Editor by clicking here . "
you,contact.01,the PCC,,Affirmative,If you remain dissatisfied with the response provided then you can contact the PCC by clicking here . 
Yorkshire Evening Post,provide.01,"news , events and",,Affirmative,"Yorkshire Evening Post provides news , events and sport features from the Leeds area . "
you,enjoy.01,all the features of,,Affirmative,For you to enjoy all the features of this website Yorkshire Evening Post requires permission to use cookies . 
For you to enjoy,require.01,permission,,Affirmative,For you to enjoy all the features of this website Yorkshire Evening Post requires permission to use cookies . 
you,visit.01,a website,,Affirmative,"Cookies are small data files which are sent to your browser ( Internet Explorer , Firefox , Chrome etc ) from a website you visit . "
by,collect.01,a type of cookie,,Affirmative,This is a type of cookie which is collected by Adobe Flash media player ( it is also called a Local Shared Object ) - a piece of software you may already have on your electronic device to help you watch online videos and listen to podcasts . 
you,have.03,on,,Affirmative,This is a type of cookie which is collected by Adobe Flash media player ( it is also called a Local Shared Object ) - a piece of software you may already have on your electronic device to help you watch online videos and listen to podcasts . 
you,help.01,you watch,,Affirmative,This is a type of cookie which is collected by Adobe Flash media player ( it is also called a Local Shared Object ) - a piece of software you may already have on your electronic device to help you watch online videos and listen to podcasts . 
you,watch.01,online videos,,Affirmative,This is a type of cookie which is collected by Adobe Flash media player ( it is also called a Local Shared Object ) - a piece of software you may already have on your electronic device to help you watch online videos and listen to podcasts . 
you,listen.01,to podcasts,,Affirmative,This is a type of cookie which is collected by Adobe Flash media player ( it is also called a Local Shared Object ) - a piece of software you may already have on your electronic device to help you watch online videos and listen to podcasts . 
you,set.02,your browser,either to reject,Affirmative,"Yes there are a number of options available , you can set your browser either to reject all cookies , to allow only trusted sites to set them , or to only accept them from the site you are currently on . "
you,reject.01,all cookies,,Affirmative,"Yes there are a number of options available , you can set your browser either to reject all cookies , to allow only trusted sites to set them , or to only accept them from the site you are currently on . "
sites,set.02,them,,Affirmative,"Yes there are a number of options available , you can set your browser either to reject all cookies , to allow only trusted sites to set them , or to only accept them from the site you are currently on . "
you,delete.01,all cookies,,Affirmative,"However , please note - if you block / delete all cookies , some features of our websites , such as remembering your login details , or the site branding for your local newspaper may not function as a result . "
some features of,function.01,as,,Affirmative,"However , please note - if you block / delete all cookies , some features of our websites , such as remembering your login details , or the site branding for your local newspaper may not function as a result . "
by some of,use.01,A tool used by some of,to target adverts to you,Affirmative,A tool used by some of our advertisers to target adverts to you based on pages you have visited in the past . 
you,visit.01,pages,,Affirmative,A tool used by some of our advertisers to target adverts to you based on pages you have visited in the past . 
To opt out of,visit.01,website,,Affirmative,To opt out of this type of targeting you can visit the ' Your Online Choices ' website by clicking here . 
Our sites,contain.01,advertising,,Affirmative,Our sites contain advertising from Google ; these use cookies to ensure you get adverts relevant to you . 
these,use.01,cookies,to ensure,Affirmative,Our sites contain advertising from Google ; these use cookies to ensure you get adverts relevant to you . 
you,get.01,adverts relevant to you,,Affirmative,Our sites contain advertising from Google ; these use cookies to ensure you get adverts relevant to you . 
You,tailor.01,the type of ads,,Affirmative,You can tailor the type of ads you receive by visiting here or to opt out of this type of targeting you can visit the ' Your Online Choices ' website by clicking here . 
you,receive.01,the type of ads,,Affirmative,You can tailor the type of ads you receive by visiting here or to opt out of this type of targeting you can visit the ' Your Online Choices ' website by clicking here . 
You,opt.01,out of,,Affirmative,You can tailor the type of ads you receive by visiting here or to opt out of this type of targeting you can visit the ' Your Online Choices ' website by clicking here . 
You,visit.01,website,,Affirmative,You can tailor the type of ads you receive by visiting here or to opt out of this type of targeting you can visit the ' Your Online Choices ' website by clicking here . 
This,help.01,us identify,,Affirmative,This is used to help us identify unique visitors to our websites . 
us,identify.01,unique visitors,,Affirmative,This is used to help us identify unique visitors to our websites . 
we,use.01,this,to uniquely identify individuals and,Affirmative,This data is anonymous and we can not use this to uniquely identify individuals and their usage of the sites . 
we,identify.01,individuals and,,Affirmative,This data is anonymous and we can not use this to uniquely identify individuals and their usage of the sites . 
ad,serve.01,serving technology,,Affirmative,"This comes from our ad serving technology and is used to track how many times you have seen a particular ad on our sites , so that you do n't just see one advert but an even spread . "
you,see.01,a particular ad,,Affirmative,"This comes from our ad serving technology and is used to track how many times you have seen a particular ad on our sites , so that you do n't just see one advert but an even spread . "
you,see.01,one advert,,Affirmative,"This comes from our ad serving technology and is used to track how many times you have seen a particular ad on our sites , so that you do n't just see one advert but an even spread . "
by us,use.01,This information,for,Affirmative,This information is not used by us for any other type of audience recording or monitoring . 
"Our Classified websites ( Photos , Motors , Jobs and",use.01,cookies,to ensure,Affirmative,"Our Classified websites ( Photos , Motors , Jobs and Property Today ) use cookies to ensure you get the correct local newspaper branding and content when you visit them . "
you,get.01,the correct local newspaper branding and content,,Affirmative,"Our Classified websites ( Photos , Motors , Jobs and Property Today ) use cookies to ensure you get the correct local newspaper branding and content when you visit them . "
you,visit.01,them,,Affirmative,"Our Classified websites ( Photos , Motors , Jobs and Property Today ) use cookies to ensure you get the correct local newspaper branding and content when you visit them . "
These cookies,store.01,identifiable information,,Affirmative,These cookies store no personally identifiable information . 
We,use.01,Grapeshot,as,Affirmative,"We use Grapeshot as a contextual targeting technology , allowing us to create custom groups of stories outside out of our usual site navigation . "
We,allow.01,us to create,,Affirmative,"We use Grapeshot as a contextual targeting technology , allowing us to create custom groups of stories outside out of our usual site navigation . "
us,create.01,custom groups of stories outside out of,,Affirmative,"We use Grapeshot as a contextual targeting technology , allowing us to create custom groups of stories outside out of our usual site navigation . "
Grapeshot,store.01,the categories of story,,Affirmative,Grapeshot stores the categories of story you have been exposed to . 
Their privacy policy and opt out option,opt.01,option,,Affirmative,Their privacy policy and opt out option can be accessed here . 
Our partner for,increase.01,the usability of,,Affirmative,Our partner for Newspaper subscriptions online stores data from the forms you complete in these to increase the usability of the site and enhance user experience . 
This,provide.01,networking widget found in many of,,Affirmative,Add This provides the social networking widget found in many of our pages . 
This widget,give.01,the tools,you,Affirmative,"This widget gives you the tools to bookmark our websites , blog , share , tweet and email our content to a friend . "
