A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
BEIJING - China,understand.01,the grammar of,,Affirmative,BEIJING - China seems not understand the grammar of political relations . 
BEIJING,need.01,to hook in,,Affirmative,"Rather than dealing country by country , it needs to hook in the global dimension . "
Vietnam and Japan,organize.01,some form of,,Affirmative,"Vietnam and Japan , clearly ready to organize some form of anti-Beijing coalition . "
both India and Vietnam,oppose.01,China,,Affirmative,"This may be excessive and only partly true , as both India and Vietnam may oppose China but are also eager to do business with the country . "
BEIJING,take.01,a positive initiative,,Affirmative,"However in all these instances , Beijing is passive and unable to take a positive initiative . "
BEIJING,understand.01,the grammar and,,Affirmative,"Because , in a few words , Beijing does not understand the grammar and the logic of present international relations and deals with every problem and every country one by one , without a comprehensive vision . "
by all,accept.01,concepts accepted,,Affirmative,"However , these are concepts accepted de facto by all , and if China wants to fight these concepts as long as fight all potential enemies , it gets itself in an impossible position . "
China,want.01,to fight,,Affirmative,"However , these are concepts accepted de facto by all , and if China wants to fight these concepts as long as fight all potential enemies , it gets itself in an impossible position . "
China,fight.01,these concepts,,Affirmative,"However , these are concepts accepted de facto by all , and if China wants to fight these concepts as long as fight all potential enemies , it gets itself in an impossible position . "
China,get.01,China,in,Affirmative,"However , these are concepts accepted de facto by all , and if China wants to fight these concepts as long as fight all potential enemies , it gets itself in an impossible position . "
The issue,let.01,me sketch,,Affirmative,"The issue is huge , but let me sketch just a few brief points here . "
me,sketch.01,few brief points,,Affirmative,"The issue is huge , but let me sketch just a few brief points here . "
by,determine.01,The global dimension and grammar of,,Affirmative,"The global dimension and grammar of international relations is determined by the dominant empire , which is now the American empire , started in continuity with English one , founded on grounds of the Spanish one , the first global empire , set off in the 1500s . "
These ideas,take.01,shape,,Affirmative,"These ideas then took shape in the sense of equality between nations , balance of powers , comprehensive outlook to international issues , et cetera , forming the pillars of the modern process of globalization . "
These ideas,form.02,the pillars of,,Affirmative,"These ideas then took shape in the sense of equality between nations , balance of powers , comprehensive outlook to international issues , et cetera , forming the pillars of the modern process of globalization . "
decades,ignore.01,These ideas,,Affirmative,"For decades , as China was admitted into the process of globalization , it could ignore these ideas , because the US had politically endorsed China to get its support at the time of the Cold War against the USSR and later in the war to terrorism after September 11 . "
the US,endorse.01,China,,Affirmative,"For decades , as China was admitted into the process of globalization , it could ignore these ideas , because the US had politically endorsed China to get its support at the time of the Cold War against the USSR and later in the war to terrorism after September 11 . "
