A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
May Germany,deliver.01,the first 11 of,,Affirmative,On 16 May Germany delivered the first 11 of 105 Leopard 2A5 MBTs that were purchased by Poland in November last year . 
by Poland,purchase.01,2A5 MBTs,,Affirmative,On 16 May Germany delivered the first 11 of 105 Leopard 2A5 MBTs that were purchased by Poland in November last year . 
Poland,acquire.01,"105 Leopard 2A5 tanks ,",from,Affirmative,"Under the November agreement signed Poland acquired 105 Leopard 2A5 tanks , 14 Leopard 2A4 tanks , 18 Bergepanzer 2 armoured recovery vehicles , 120 Mercedes DB1017A trucks , 40 U1300L Unimog trucks , 40 Mercedes MB250 light off - road vehicles ( including some with communications equipment ) and other special equipment , from German Army stocks for a total of €180 million . "
40 Mercedes MB250,light.01,road vehicles,,Affirmative,"Under the November agreement signed Poland acquired 105 Leopard 2A5 tanks , 14 Leopard 2A4 tanks , 18 Bergepanzer 2 armoured recovery vehicles , 120 Mercedes DB1017A trucks , 40 U1300L Unimog trucks , 40 Mercedes MB250 light off - road vehicles ( including some with communications equipment ) and other special equipment , from German Army stocks for a total of €180 million . "
The last 28 Leopard 2A5 s,reach.01,Poland,,Affirmative,The last 28 Leopard 2A5 s are to reach Poland in 2015 . 
the 2nd Polish Brigade,re-equip.01,the 34th Armoured Cavalry Brigade with,,Affirmative,"At the end of January 2014 , it was announced that the 2nd Polish Brigade would be re-equip the 34th Armoured Cavalry Brigade with the MBTs . "
Poland,launch.01,a competition,,Affirmative,Poland has also launched a competition to select a contractor to modernise 128 Leopard 2A4 tanks operated by the 10th Brigade . 
Poland,select.01,a contractor,,Affirmative,Poland has also launched a competition to select a contractor to modernise 128 Leopard 2A4 tanks operated by the 10th Brigade . 
by,operate.01,128 Leopard 2A4 tanks operated by,,Affirmative,Poland has also launched a competition to select a contractor to modernise 128 Leopard 2A4 tanks operated by the 10th Brigade . 
the Polish Armed Forces,plan.01,to upgrade,,Affirmative,"In future , the Polish Armed Forces also plan to upgrade the Leopard 2A5 tanks . "
the Polish Armed Forces,upgrade.02,"40 U1300L Unimog trucks , 40 Mercedes MB250 light off-road vehicles -LRB- including some with communications equipment -RRB-",,Affirmative,"In future , the Polish Armed Forces also plan to upgrade the Leopard 2A5 tanks . "
