A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A Ukip candidate,send.01,a letter,to,Affirmative,"A Ukip candidate who sent a letter to his constituents calling for pro-Europe leaders to be hanged has apologised , saying he has not had media training . "
A Ukip candidate,call.03,leaders to be hanged,,Affirmative,"A Ukip candidate who sent a letter to his constituents calling for pro-Europe leaders to be hanged has apologised , saying he has not had media training . "
A Ukip candidate,say.01,he has not had,,Affirmative,"A Ukip candidate who sent a letter to his constituents calling for pro-Europe leaders to be hanged has apologised , saying he has not had media training . "
A Ukip candidate who sent a letter to his constituents calling for pro-Europe leaders to be hanged,have.03,media training,,Affirmative,"A Ukip candidate who sent a letter to his constituents calling for pro-Europe leaders to be hanged has apologised , saying he has not had media training . "
"Gordon Ferguson ,",say.01,I can see,,Affirmative,"Gordon Ferguson , who is standing in the Cambridge ward in Southport , said in an email to the Guardian : In retrospect I can see the language I used and ideas I alluded to may be perceived as rather strong . "
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",see.01,the language,,Affirmative,"Gordon Ferguson , who is standing in the Cambridge ward in Southport , said in an email to the Guardian : In retrospect I can see the language I used and ideas I alluded to may be perceived as rather strong . "
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",allude.01,the language,,Affirmative,"Gordon Ferguson , who is standing in the Cambridge ward in Southport , said in an email to the Guardian : In retrospect I can see the language I used and ideas I alluded to may be perceived as rather strong . "
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",feel.01,about,,Affirmative,"However , it 's a reflection of how strongly I feel about the growing undemocratic power and influence of the EU over UK affairs . "
an ordinary chap,want.01,the best for Britain,,Affirmative,I am by no means media trained but an ordinary chap who wants the best for Britain . 
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",say.01,media were looking for,,Affirmative,He said the media were looking for any way to embarrass the party by going after ordinary men and women who wish to stand proudly for Ukip at local level . 
no means media,look.01,for,,Affirmative,He said the media were looking for any way to embarrass the party by going after ordinary men and women who wish to stand proudly for Ukip at local level . 
no means media,embarrass.01,the party,,Affirmative,He said the media were looking for any way to embarrass the party by going after ordinary men and women who wish to stand proudly for Ukip at local level . 
ordinary men and women,wish.01,to stand proudly for Ukip,,Affirmative,He said the media were looking for any way to embarrass the party by going after ordinary men and women who wish to stand proudly for Ukip at local level . 
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",say.01,he regretted,,Affirmative,He said he regretted any embarrassment he had caused the party at this crucial time . 
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",regret.01,any embarrassment,,Affirmative,He said he regretted any embarrassment he had caused the party at this crucial time . 
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",cause.01,the party,,Affirmative,He said he regretted any embarrassment he had caused the party at this crucial time . 
"Gordon Ferguson , who is standing in the Cambridge ward in Southport",write.01,Cons have conspired with,,Affirmative,"In the letter to constituents , Ferguson wrote : The Lib - Lab - Cons have conspired with a foreign power the EU and all are thereby guilty of treason . "
Lab - Cons,conspire.01,are thereby guilty of treason,,Affirmative,"In the letter to constituents , Ferguson wrote : The Lib - Lab - Cons have conspired with a foreign power the EU and all are thereby guilty of treason . "
his constituents calling for pro-Europe leaders to be hanged,sell.01,Britain,with,Affirmative,They have sold Britain with the world 's fifth largest economy illegally into increasing slavery inside the EU dictatorship . 
by,hang.01,those found guilty of treason,,Affirmative,Those responsible should be brought to trial and those found guilty of treason should be hung by the neck until dead ( Blair illegally changed the penalty to save his neck ) . 
Blair,change.01,the penalty,,Affirmative,Those responsible should be brought to trial and those found guilty of treason should be hung by the neck until dead ( Blair illegally changed the penalty to save his neck ) . 
Blair,save.02,the neck,,Affirmative,Those responsible should be brought to trial and those found guilty of treason should be hung by the neck until dead ( Blair illegally changed the penalty to save his neck ) . 
Those responsible,claim.01,it was unlikely,,Affirmative,"He went on to claim it was unlikely that treasonable acts by politicians would be brought trial because most police officers , judges and the Crown Prosecution Service were almost all exclusively freemason , adding : Britain 's courts have been corrupt for many years . "
Those responsible,add.01,courts have been corrupt for,,Affirmative,"He went on to claim it was unlikely that treasonable acts by politicians would be brought trial because most police officers , judges and the Crown Prosecution Service were almost all exclusively freemason , adding : Britain 's courts have been corrupt for many years . "
a YouTube video denouncing opponents of Ukip,denounce.01,opponents of Ukip,for pulling down posters and throwing paint over,Affirmative,Ferguson has appeared in a YouTube video denouncing opponents of Ukip for pulling down posters and throwing paint over a Ukip van . 
opponents of Ukip,pull.01,posters,down,Affirmative,Ferguson has appeared in a YouTube video denouncing opponents of Ukip for pulling down posters and throwing paint over a Ukip van . 
opponents of Ukip,throw.01,paint,over,Affirmative,Ferguson has appeared in a YouTube video denouncing opponents of Ukip for pulling down posters and throwing paint over a Ukip van . 
