A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A large crowd of children and,flock.02,to,,Affirmative,"A large crowd of children and well - wishers , armed with Union Jack flags , on Sunday evening flocked to the Italian capital 's Maxxi modern art museum to catch a glimpse of Britain 's Prince Harry . "
A large crowd of children and,catch.01,a glimpse of,,Affirmative,"A large crowd of children and well - wishers , armed with Union Jack flags , on Sunday evening flocked to the Italian capital 's Maxxi modern art museum to catch a glimpse of Britain 's Prince Harry . "
Britain 's Prince Harry,take.01,his time,,Affirmative,Harry took his time to greet the crowd and chatted with the children as he arrived at the museum to attend a ceremony to present the UK pavilion for next year 's world fair Expo 2015 . 
Britain 's Prince Harry,greet.01,"A large crowd of children and well-wishers , armed with Union Jack flags , on Sunday evening",,Affirmative,Harry took his time to greet the crowd and chatted with the children as he arrived at the museum to attend a ceremony to present the UK pavilion for next year 's world fair Expo 2015 . 
Britain 's Prince Harry,attend.01,a ceremony,,Affirmative,Harry took his time to greet the crowd and chatted with the children as he arrived at the museum to attend a ceremony to present the UK pavilion for next year 's world fair Expo 2015 . 
"The Expo ,",feature.01,60 pavilions built by,,Affirmative,"The Expo , which will feature 60 pavilions built by the 140 - plus participant countries around the main exhibition theme of nutrition , will be held in Italy 's financial capital Milan . "
by,build.01,60 pavilions built by,,Affirmative,"The Expo , which will feature 60 pavilions built by the 140 - plus participant countries around the main exhibition theme of nutrition , will be held in Italy 's financial capital Milan . "
Britain 's Prince Harry,say.01,themes were important for him,,Affirmative,Prince Harry said the event 's themes were important for him . 
Britain 's Prince Harry,feel.01,hugely responsible for,,Affirmative,"The themes of the expo ; sustainability and development are ones which are close to my heart , as I , like many of you here today feel hugely responsible for the next generation . "
we,help.01,communities,,Affirmative,How can we best help communities in developing countries to help themselves ? 
we,help.01,this in mind,,Affirmative,How can we best help communities in developing countries to help themselves ? 
this in mind,bring.01,an end to,,Affirmative,"Supporting them to bring an end to extreme poverty and the effects of chronic diseases , such as HIV , must surely be a priority . "
we,succeed.01,in improving,,Affirmative,"Together we can succeed in improving the quality of life in such communities across the developing world and in doing so bring the hope of a brighter future to millions and millions of children , he said . "
we,improve.01,the quality of life,,Affirmative,"Together we can succeed in improving the quality of life in such communities across the developing world and in doing so bring the hope of a brighter future to millions and millions of children , he said . "
Britain 's Prince Harry,say.01,Together we can succeed in improving,,Affirmative,"Together we can succeed in improving the quality of life in such communities across the developing world and in doing so bring the hope of a brighter future to millions and millions of children , he said . "
Minister Matteo Renzi,follow.02,corruption scandal,,Affirmative,"Following a high - profile corruption scandal that risked disrupting the lucrative event , Italian Prime Minister Matteo Renzi earlier in the week enlisted the head of Italy 's new anti-bribery authority to help salvage preparations for the Expo . "
corruption scandal,risk.01,disrupting,,Affirmative,"Following a high - profile corruption scandal that risked disrupting the lucrative event , Italian Prime Minister Matteo Renzi earlier in the week enlisted the head of Italy 's new anti-bribery authority to help salvage preparations for the Expo . "
corruption scandal,disrupt.01,the lucrative event,,Affirmative,"Following a high - profile corruption scandal that risked disrupting the lucrative event , Italian Prime Minister Matteo Renzi earlier in the week enlisted the head of Italy 's new anti-bribery authority to help salvage preparations for the Expo . "
Minister Matteo Renzi,enlist.01,the head of,,Affirmative,"Following a high - profile corruption scandal that risked disrupting the lucrative event , Italian Prime Minister Matteo Renzi earlier in the week enlisted the head of Italy 's new anti-bribery authority to help salvage preparations for the Expo . "
