A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
First,save.02,its first life,,Affirmative,IT saved its first life one year ago . 
charity,appeal.02,for help,,Affirmative,And now a children 's charity is appealing for help to continue a vital service that helps keep infants alive . 
a vital service,help.01,keep infants alive,,Affirmative,And now a children 's charity is appealing for help to continue a vital service that helps keep infants alive . 
a vital service,keep.02,infants,,Affirmative,And now a children 's charity is appealing for help to continue a vital service that helps keep infants alive . 
Air Ambulance,fly.01,38 babies,,Affirmative,"Since last May the Children 's Air Ambulance has flown 38 babies to hospital when it was not possible to take them by road , including Southampton tot Freddie Laker . "
Anna,give.01,birth,to Freddie,Affirmative,"She was rushed to a local hospital where she gave birth to Freddie , but he required lengthy hospital care and the family were desperate to go south to be closer to friends and family . "
the Children 's,require.01,lengthy hospital care and,,Affirmative,"She was rushed to a local hospital where she gave birth to Freddie , but he required lengthy hospital care and the family were desperate to go south to be closer to friends and family . "
Doctors,say.01,Freddie was,,Affirmative,"Doctors said Freddie was too delicate to travel by road so the Children 's Air Ambulance was called in for its first patient transfer , taking Freddie to a hospital in London in just one hour . "
Air Ambulance,take.01,Southampton tot Freddie Laker,,Affirmative,"Doctors said Freddie was too delicate to travel by road so the Children 's Air Ambulance was called in for its first patient transfer , taking Freddie to a hospital in London in just one hour . "
"the charity ,",get.01,no Government funding,,Affirmative,"Now the charity , which gets no Government funding , is appealing for donations to raise the £134,000 needed every month to keep the service flying . "
"the charity ,",appeal.02,for donations,,Affirmative,"Now the charity , which gets no Government funding , is appealing for donations to raise the £134,000 needed every month to keep the service flying . "
"adapted helicopter ,",reach.03,speeds of 185mph,,Affirmative,"Its specially - adapted helicopter , which can reach speeds of 185mph , has been described as a ' flying intensive care unit ' and is kitted out with special equipment . "
"the charity , which gets no Government funding",have.03,"Melanie Walcott , wife of",,Affirmative,"The charity also has Melanie Walcott , wife of ex-Saint and England striker Theo , as a patron . "
We,want.01,you to enjoy,,Affirmative,We want you to enjoy your visit to our website . 
you,enjoy.01,your visit to,,Affirmative,We want you to enjoy your visit to our website . 
We,use.01,the cookies,to enhance,Affirmative,That 's why we use cookies to enhance your experience . 
We,enhance.01,your experience,,Affirmative,That 's why we use cookies to enhance your experience . 
you,agree.01,to,,Affirmative,By staying on our website you agree to our use of cookies . 
We,use.01,the cookies,,Affirmative,Find out more about the cookies we use . 
