A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
creditors,file.01,a slew of objections to,,Affirmative,"Detroit 's bankruptcy process has been speedy so far -- but hit a few apparent stumbling blocks last week , as creditors filed a slew of objections to the city 's plan of adjustment . "
some people,wonder.01,can keep up,,Affirmative,That 's left some people wondering if the city and Judge Steven Rhodes can keep up the quick pace - and meet Emergency Manager Kevyn Orr 's goal of exiting bankruptcy by early fall . 
the city and,keep.01,the quick pace,,Affirmative,That 's left some people wondering if the city and Judge Steven Rhodes can keep up the quick pace - and meet Emergency Manager Kevyn Orr 's goal of exiting bankruptcy by early fall . 
the city and,meet.02,goal of exiting bankruptcy by,,Affirmative,That 's left some people wondering if the city and Judge Steven Rhodes can keep up the quick pace - and meet Emergency Manager Kevyn Orr 's goal of exiting bankruptcy by early fall . 
City bondholders and,think.01,bargain is,,Affirmative,City bondholders and their insurers ( along with some independent legal experts ) think the grand bargain is legally questionable . 
City bondholders and their insurers -LRB- along with some independent legal experts -RRB-,say.01,violates Chapter 9 of,,Affirmative,They say it would protect pensioners from the kind of steep cuts the plan of adjustment would force on bondholders - something they argue violates Chapter 9 of the US bankruptcy code . 
`` grand bargain '',protect.01,pensioners,from,Affirmative,They say it would protect pensioners from the kind of steep cuts the plan of adjustment would force on bondholders - something they argue violates Chapter 9 of the US bankruptcy code . 
the city 's plan of adjustment,force.01,the kind of,on bondholders,Affirmative,They say it would protect pensioners from the kind of steep cuts the plan of adjustment would force on bondholders - something they argue violates Chapter 9 of the US bankruptcy code . 
something,violate.01,Chapter 9 of,,Affirmative,They say it would protect pensioners from the kind of steep cuts the plan of adjustment would force on bondholders - something they argue violates Chapter 9 of the US bankruptcy code . 
professor Laura Bartell,say.01,that Rhodes is,,Affirmative,"But Wayne State University bankruptcy law professor Laura Bartell says that Rhodes is the one who decides what those terms mean - and so far , he 's raised no objections to the grand bargain concept , or been sympathetic to bondholders ' efforts to prove the DIA 's assets are worth more than the city claims . "
the one,decide.01,terms mean,,Affirmative,"But Wayne State University bankruptcy law professor Laura Bartell says that Rhodes is the one who decides what those terms mean - and so far , he 's raised no objections to the grand bargain concept , or been sympathetic to bondholders ' efforts to prove the DIA 's assets are worth more than the city claims . "
Wayne State University bankruptcy law professor Laura Bartell,raise.01,no objections,,Affirmative,"But Wayne State University bankruptcy law professor Laura Bartell says that Rhodes is the one who decides what those terms mean - and so far , he 's raised no objections to the grand bargain concept , or been sympathetic to bondholders ' efforts to prove the DIA 's assets are worth more than the city claims . "
Wayne State University bankruptcy law professor Laura Bartell,have.03,no reason,,Affirmative,"I have no reason to believe that Judge Rhodes is going to conclude that giving more to pension classes than to financial bondholder classes is unfair or inequitable , or discriminates unfairly , Bartell says . "
Judge Steven Rhodes,conclude.01,is unfair or inequitable,,Affirmative,"I have no reason to believe that Judge Rhodes is going to conclude that giving more to pension classes than to financial bondholder classes is unfair or inequitable , or discriminates unfairly , Bartell says . "
Wayne State University bankruptcy law professor Laura Bartell,say.01,I have,,Affirmative,"I have no reason to believe that Judge Rhodes is going to conclude that giving more to pension classes than to financial bondholder classes is unfair or inequitable , or discriminates unfairly , Bartell says . "
Judge Steven Rhodes,set.01,a July trial date for,,Affirmative,"But Rhodes has set a July trial date for the plan of adjustment , and Bartell says the multitude of objections will inevitably drag that trial out - even if they do n't ultimately derail the plan 's confirmation . "
