A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
We,notice.01,that you found,,Affirmative,We noticed that you found this article on Facebook . 
you,find.01,this article on Facebook,,Affirmative,We noticed that you found this article on Facebook . 
Gov. Chris Christie,nominate.01,two new members,to,Affirmative,"TRENTON , N.J. ( AP ) - Gov. Chris Christie has nominated two new members to the New Jersey Pinelands Commission , which voted earlier this year not to allow a natural gas pipeline that his administration supports . "
"Jersey Pinelands Commission ,",vote.01,not to allow,,Affirmative,"TRENTON , N.J. ( AP ) - Gov. Chris Christie has nominated two new members to the New Jersey Pinelands Commission , which voted earlier this year not to allow a natural gas pipeline that his administration supports . "
his administration,support.01,gas pipeline,,Affirmative,"TRENTON , N.J. ( AP ) - Gov. Chris Christie has nominated two new members to the New Jersey Pinelands Commission , which voted earlier this year not to allow a natural gas pipeline that his administration supports . "
Mayor Dennis Roorhr and,need.01,to be approved by,,Affirmative,New Hanover Mayor Dennis Roorhr and Robert Barr need to be approved by the state Senate before they can join the commission . 
by,approve.01,Mayor Dennis Roorhr and,,Affirmative,New Hanover Mayor Dennis Roorhr and Robert Barr need to be approved by the state Senate before they can join the commission . 
New Hanover Mayor Dennis Roorhr and Robert Barr,join.01,New Jersey Pinelands Commission,,Affirmative,New Hanover Mayor Dennis Roorhr and Robert Barr need to be approved by the state Senate before they can join the commission . 
New,protect.01,the sandy forestland,,Affirmative,It 's charged with protecting the sandy forestland that makes up much of southern Jersey 's interior . 
the sandy forestland,make.07,much of,,Affirmative,It 's charged with protecting the sandy forestland that makes up much of southern Jersey 's interior . 
D'Arcy Rohan Green and Robert Jackson,vote.01,against allowing,,Affirmative,Green and Jackson voted in January against allowing the natural gas pipeline through the Pinelands . 
The panel,block.01,the project,,Affirmative,"The panel deadlocked 7-7 with one recusal , and that blocked the project . "
Sierra Club of,call.01,the decision,,Affirmative,Sierra Club of New Jersey executive director Jeff Tittel calls the decision to replace them political retribution . 
