A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
"The Labour leader ,",take.09,adviser David Axelrod,,Affirmative,"The Labour leader , who recently has taken on former Obama adviser David Axelrod as an election strategist , said he would follow the US president by making increasing workers ' pay a basic principle of his government . "
"The Labour leader ,",say.01,he would follow,,Affirmative,"The Labour leader , who recently has taken on former Obama adviser David Axelrod as an election strategist , said he would follow the US president by making increasing workers ' pay a basic principle of his government . "
The Labour leader,follow.02,the US president,,Affirmative,"The Labour leader , who recently has taken on former Obama adviser David Axelrod as an election strategist , said he would follow the US president by making increasing workers ' pay a basic principle of his government . "
increasing workers ',pay.01,a basic principle of,,Affirmative,"The Labour leader , who recently has taken on former Obama adviser David Axelrod as an election strategist , said he would follow the US president by making increasing workers ' pay a basic principle of his government . "
Ed Miliband,warn.01,UK was one of,,Affirmative,"Miliband also warned that the UK was one of the worst countries in the developing world for low - paid workers , telling the BBC Radio 4 Today Programme : The bigger picture is this - we are one of the worst countries among developed countries when it comes to low pay . "
Ed Miliband,remember.01,an hour,from,Affirmative,"It 's true that the jobs that were 50p or £1 an hour that I remember from the 1980 s are n't there any more but we have much , much further to go . "
low-paid workers,have.03,"much , much further",,Affirmative,"It 's true that the jobs that were 50p or £1 an hour that I remember from the 1980 s are n't there any more but we have much , much further to go . "
people,get.01,a decent return,,Affirmative,It 's a basic principle for the next Labour government that people who are going out to work and putting in the hours should be able to get a decent return . 
a basic principle for the next Labour government that people who are going out to work and putting in the hours should be able to get a decent return,say.01,will not be based on,,Affirmative,It 's also saying that for the next Labour government the route to social justice and tackling poverty will not be based on higher welfare spending but will be based on giving people a proper reward in work . 
the route to,tackle.01,poverty,,Affirmative,It 's also saying that for the next Labour government the route to social justice and tackling poverty will not be based on higher welfare spending but will be based on giving people a proper reward in work . 
Ed Miliband,add.01,Here 's,,Affirmative,"He added : Here 's the interesting thing - every country around the world is seeking to address this question , whether it 's President Obama in the United States , or other countries , they are facing up to this question . "
the interesting thing -,address.02,this question,,Affirmative,"He added : Here 's the interesting thing - every country around the world is seeking to address this question , whether it 's President Obama in the United States , or other countries , they are facing up to this question . "
people who are going out to work and putting in the hours,face.01,to,,Affirmative,"He added : Here 's the interesting thing - every country around the world is seeking to address this question , whether it 's President Obama in the United States , or other countries , they are facing up to this question . "
Labour,publish.01,a report commissioned by Miliband from,,Affirmative,"Labour is publishing a report commissioned by Miliband from Alan Buckle , the former deputy chairman of KPMG International , with proposals to overhaul the Low Pay Commission . "
by Miliband from,commission.01,a report commissioned by Miliband from,,Affirmative,"Labour is publishing a report commissioned by Miliband from Alan Buckle , the former deputy chairman of KPMG International , with proposals to overhaul the Low Pay Commission . "
