A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
old boys from,bring.01,home gold medals,from,Affirmative,"Cape Town - Seeing off pupils from Indonesia , Pakistan , Nigeria and other countries , two 15 - year - old boys from the Star College in Sybrand Park have brought home gold medals from an international Science Olympiad . "
eel Jakoet and,take.01,the first prize in,,Affirmative,"Isma - eel Jakoet and Arshad Sayed took the first prize in the environmental category of the International Science Project Olympiad , with a project to filter exhaust gases . "
the first prize,use.01,used teabags,,Affirmative,It uses used teabags to filter the carbon monoxide emitted by car exhausts and releases clean air . 
by,emit.01,the carbon monoxide emitted by,,Affirmative,It uses used teabags to filter the carbon monoxide emitted by car exhausts and releases clean air . 
the first prize,release.01,clean air,,Affirmative,It uses used teabags to filter the carbon monoxide emitted by car exhausts and releases clean air . 
International Science Project Olympiad,see.01,demonstrate projects to judges from,,Affirmative,The Olympiad in Jakarta this month saw pupils from 10 countries demonstrate projects to judges from the Indonesian ministry of education and local universities . 
pupils from,demonstrate.01,projects,to judges from,Affirmative,The Olympiad in Jakarta this month saw pupils from 10 countries demonstrate projects to judges from the Indonesian ministry of education and local universities . 
100 pupils,take.01,part,in,Affirmative,"With almost 100 pupils taking part in the five categories - biology , physics , environment , chemistry and technology - Isma - eel and Arshad said hearing their names called out for first prize was a feeling they would never forget . "
"almost 100 pupils taking part in the five categories -- biology , physics , environment , chemistry and technology -- Isma-eel and Arshad",forget.01,a feeling,,Affirmative,"With almost 100 pupils taking part in the five categories - biology , physics , environment , chemistry and technology - Isma - eel and Arshad said hearing their names called out for first prize was a feeling they would never forget . "
"almost 100 pupils taking part in the five categories -- biology , physics , environment , chemistry and technology -- Isma-eel and Arshad",put.01,a lot of,into,Affirmative,"Getting a gold medal was my favourite part of the trip ; we put a lot of hard work into our project , Arshad said . "
Arshad Sayed,say.01,; we put,,Affirmative,"Getting a gold medal was my favourite part of the trip ; we put a lot of hard work into our project , Arshad said . "
Arshad Sayed,add.01,category had,,Affirmative,"Arshad added that the environment category had the most entrants , with 32 of the 96 pupils . "
the environment category,have.03,the most entrants,,Affirmative,"Arshad added that the environment category had the most entrants , with 32 of the 96 pupils . "
Isma - eel,say.01,making friends from across,,Affirmative,"Despite all the competition at the Olympiad , Isma - eel said making friends from across the world had been a highlight . "
Isma-eel,say.01,they had received,,Affirmative,He said they had received a lot of suggestions on how to improve their project from the judges . 
friends,receive.01,a lot of suggestions on,,Affirmative,He said they had received a lot of suggestions on how to improve their project from the judges . 
"Their principal ,",say.01,they had aimed for,,Affirmative,"Their principal , Mahmut Ozer , said they had aimed for at least a silver medal , but were overjoyed at getting gold . "
by Arshad and,improve.01,The idea for this project,,Affirmative,"The idea for this project was presented before , but it was improved by Arshad and Isma - eel . "
Mahmut Ozer,say.01,Gold is always,,Affirmative,"Gold is always what you secretly hope for , but my mind was around getting silver , said Ozer . "
you,haven.01,' t,,Affirmative,"Login and register , if you haven ' t already . "
in,contain.01,works contained in,,Affirmative,"The copyright in the literary and artistic works contained in this online news publication and its other related and connected websites , as well as in the published editions of group newspapers , their supplements and any other content or material , belongs exclusively to Independent Newspapers ( Pty ) Limited unless otherwise stated . "
The copyright in,belong.01,to,,Affirmative,"The copyright in the literary and artistic works contained in this online news publication and its other related and connected websites , as well as in the published editions of group newspapers , their supplements and any other content or material , belongs exclusively to Independent Newspapers ( Pty ) Limited unless otherwise stated . "
