A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
the some members of the board,decide.01,to explain,,Affirmative,"Three months later , they decided to explain the facts behind their resignations at a press conference on Sunday at the Marafi Diwan . "
the some members of the board,explain.01,the facts,behind,Affirmative,"Three months later , they decided to explain the facts behind their resignations at a press conference on Sunday at the Marafi Diwan . "
The KTS,participate.01,in dropping,,Affirmative,"Among other reasons , KTS participated in dropping Kuwait 's ranking in various corruption indicators . "
The KTS,drop.05,ranking,,Affirmative,"Among other reasons , KTS participated in dropping Kuwait 's ranking in various corruption indicators . "
serious reason,spoil.01,the reputation of,,Affirmative,This is a very serious reason that spoils the reputation of our country . 
The Global Corruption Barometer in 2013,survey.01,"114,000 people",,Affirmative,"The Global Corruption Barometer in 2013 surveyed 114,000 people from 107 countries on corruption around the world . "
the Marafi Diwan,review.01,the ` Global Corruption Barometer ' report for 2013,,Affirmative,This report was based on incorrect information about Kuwait and was ready to be published if I had n't reviewed it at the last minute . 
the chairman and,correct.01,"the false information , either on purpose or negligence",,Affirmative,"The strange fact is that it was n't presented to the board of directors except the chairman and international relations officer , who did n't correct the false information , either on purpose or negligence , and both are inacceptable as it affects the reputation of Kuwait , she added . "
The strange fact,affect.01,the reputation of Kuwait,,Affirmative,"The strange fact is that it was n't presented to the board of directors except the chairman and international relations officer , who did n't correct the false information , either on purpose or negligence , and both are inacceptable as it affects the reputation of Kuwait , she added . "
the Marafi Diwan,add.01,fact is,,Affirmative,"The strange fact is that it was n't presented to the board of directors except the chairman and international relations officer , who did n't correct the false information , either on purpose or negligence , and both are inacceptable as it affects the reputation of Kuwait , she added . "
some Kuwaitis,make.02,living working in,,Affirmative,"This report included strange information such as Kuwait being divided into cities and the countryside , saying some Kuwaitis make their living working in the fields , and that some Kuwaitis live below the poverty line . "
the chairman and international relations officer,explain.01,the ` Global Corruption Barometer ' report for 2013,to,Affirmative,"Of course such information is false and after we explained it to Transparency International , stressed Ayyar . "
Ayyar,stress.01,information is false and,,Affirmative,"Of course such information is false and after we explained it to Transparency International , stressed Ayyar . "
"Abdulilah Marafi ,",explain.01,the reason behind holding,,Affirmative,"Abdulilah Marafi , former vice chairman of KTS , explained the reason behind holding the conference and behind their resignation as they aim to reform the performance of KTS . "
the chairman and international relations officer,aim.01,to reform,,Affirmative,"Abdulilah Marafi , former vice chairman of KTS , explained the reason behind holding the conference and behind their resignation as they aim to reform the performance of KTS . "
the chairman and international relations officer,reform.01,the performance of KTS,,Affirmative,"Abdulilah Marafi , former vice chairman of KTS , explained the reason behind holding the conference and behind their resignation as they aim to reform the performance of KTS . "
the chairman and international relations officer,protest.01,against,,Affirmative,"Through this resignation , we protested against the wrong acts and behaviors of the some members of the board . "
the chairman and international relations officer,aim.01,to correct,,Affirmative,And we aim to correct their mistakes . 
the chairman and international relations officer,correct.01,their mistakes,,Affirmative,And we aim to correct their mistakes . 
The KTS,do.02,a good job,,Affirmative,The KTS did a good job in many issues yet there is corruption . 
"the board of directors except the chairman and international relations officer , who did n't correct the false information , either on purpose or negligence",respond.01,to them,,Affirmative,"For instance , 148 people applied to be volunteers and become members , and the board of directors did n't respond to them although this is illegal as they paid a KD 5 registration fee that should be returned if their application is refused , he pointed out . "
