A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The Ministry of Education,study.01,proposals from,,Affirmative,KUWAIT : The Ministry of Education is studying proposals from five Arab speaking private schools to improve their status and thus increase their tuitions starting from the next academic year . 
The Ministry of Education,want.01,to make sure,,Affirmative,"The ministry wants to make sure that said schools meet the standards to be upgraded from Category B to Category A ; standards that are related to the student density , buildings and teachers , said Dr Tariq Al - Shatti , the Assistant Undersecretary for Private Education . "
The Ministry of Education,make.02,sure,,Affirmative,"The ministry wants to make sure that said schools meet the standards to be upgraded from Category B to Category A ; standards that are related to the student density , buildings and teachers , said Dr Tariq Al - Shatti , the Assistant Undersecretary for Private Education . "
said schools,meet.03,the standards,,Affirmative,"The ministry wants to make sure that said schools meet the standards to be upgraded from Category B to Category A ; standards that are related to the student density , buildings and teachers , said Dr Tariq Al - Shatti , the Assistant Undersecretary for Private Education . "
standards,say.01,"Dr Tariq Al - Shatti ,",,Affirmative,"The ministry wants to make sure that said schools meet the standards to be upgraded from Category B to Category A ; standards that are related to the student density , buildings and teachers , said Dr Tariq Al - Shatti , the Assistant Undersecretary for Private Education . "
"Category A ; standards that are related to the student density , buildings and teachers",indicate.01,ministry did not approve,,Affirmative,"He further indicated that the ministry did not approve any school request to upgrade to Category A for six months , adding that work is currently underway to come up with a comprehensive mechanism to regulate the process . "
The Ministry of Education,approve.01,any school request,,Affirmative,"He further indicated that the ministry did not approve any school request to upgrade to Category A for six months , adding that work is currently underway to come up with a comprehensive mechanism to regulate the process . "
"Category A ; standards that are related to the student density , buildings and teachers",add.01,that work is currently underway,,Affirmative,"He further indicated that the ministry did not approve any school request to upgrade to Category A for six months , adding that work is currently underway to come up with a comprehensive mechanism to regulate the process . "
a comprehensive mechanism,regulate.01,the process,,Affirmative,"He further indicated that the ministry did not approve any school request to upgrade to Category A for six months , adding that work is currently underway to come up with a comprehensive mechanism to regulate the process . "
by,organize.01,end ceremony organized by,,Affirmative,Shatti made his statements at the sidelines of a year - end ceremony organized by the private education control for kindergarten and preliminary stage students . 
Shatti,comment.01,on inquiries sparked by,,Affirmative,He commented on inquiries sparked by recent reports suggesting that a number of Arab schools submitted requests to transfer into bilingual schools amid concern regarding their qualification . 
by,spark.01,inquiries sparked by,,Affirmative,He commented on inquiries sparked by recent reports suggesting that a number of Arab schools submitted requests to transfer into bilingual schools amid concern regarding their qualification . 
recent reports suggesting,suggest.01,submitted requests,,Affirmative,He commented on inquiries sparked by recent reports suggesting that a number of Arab schools submitted requests to transfer into bilingual schools amid concern regarding their qualification . 
a number of,submit.01,requests,,Affirmative,He commented on inquiries sparked by recent reports suggesting that a number of Arab schools submitted requests to transfer into bilingual schools amid concern regarding their qualification . 
by,give.01,No permissions,,Affirmative,"No permissions were given by the Private Education Department ; which has sole responsibility to study and approve requests from Arab schools to transfer into bilingual schools , Shatti said . "
Shatti,say.01,which has,,Affirmative,"No permissions were given by the Private Education Department ; which has sole responsibility to study and approve requests from Arab schools to transfer into bilingual schools , Shatti said . "
five Arab speaking private schools to improve their status,add.01,department is studying,,Affirmative,"He added as well that the department is studying the situation resulting from the shortage of Arab private schools in Kuwait , including ways to encourage investors who are often not interested in such ventures due to limited income . "
the Private Education Department ; which has sole responsibility to study and approve requests from Arab schools to transfer into bilingual schools,study.01,the situation resulting from,,Affirmative,"He added as well that the department is studying the situation resulting from the shortage of Arab private schools in Kuwait , including ways to encourage investors who are often not interested in such ventures due to limited income . "
