A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Cesar Uruena of,say.01,were injured and,,Affirmative,"Another 25 people , including one adult , were injured and seriously burned in the blaze at Fundacion , Magdalena , said Cesar Uruena of the Colombian Red Cross . "
The injured,have.03,degree burns,,Affirmative,"The injured have second - and third - degree burns , and many are still in critical condition in hospitals in the area and in Santa Marta , Uruena said . "
Cesar Uruena of the Colombian Red Cross,say.01,injured have,,Affirmative,"The injured have second - and third - degree burns , and many are still in critical condition in hospitals in the area and in Santa Marta , Uruena said . "
Magdalena police,say.01,bus exploded around noon,,Affirmative,Magdalena police said the bus exploded around noon and that the fire was so intense they had problems determining the number of casualties . 
Magdalena police,have.03,problems determining,,Affirmative,Magdalena police said the bus exploded around noon and that the fire was so intense they had problems determining the number of casualties . 
problems determining,determine.01,the number of casualties,,Affirmative,Magdalena police said the bus exploded around noon and that the fire was so intense they had problems determining the number of casualties . 
by,relate.01,the deadliest road accident involving children in Colombia 's history,to,Affirmative,It was speculated the accident was related to fuel smuggling or misconduct by the driver . 
A lot of Colombians,smuggle.01,cheap gasoline,,Affirmative,A lot of Colombians smuggle cheap gasoline from Venezuela and transport it hidden in private cars and buses . 
"Major Eduardo Velez , coordinator of",say.01,there was,,Affirmative,"Major Eduardo Velez , coordinator of Magdalena province 's emergency response corps , said there was a canister of gasoline inside the vehicle and the fire spread very fast . "
Eduardo Velez,say.01,fire started,,Affirmative,"Velez said the fire started after the driver attempted to start the malfunctioning bus by pouring fuel into the engine , which he accessed through the floor of the cabin . "
the driver,attempt.01,to start,,Affirmative,"Velez said the fire started after the driver attempted to start the malfunctioning bus by pouring fuel into the engine , which he accessed through the floor of the cabin . "
the driver,start.01,the malfunctioning bus,,Affirmative,"Velez said the fire started after the driver attempted to start the malfunctioning bus by pouring fuel into the engine , which he accessed through the floor of the cabin . "
Eduardo Velez,access.01,"the engine ,",,Affirmative,"Velez said the fire started after the driver attempted to start the malfunctioning bus by pouring fuel into the engine , which he accessed through the floor of the cabin . "
the driver,say.01,driver escaped unharmed and,,Affirmative,"The driver escaped unharmed and was being questioned by police , he said . "
angry locals,throw.01,rocks,at,Affirmative,"But according to the mayor , the driver has vanished and angry locals went to his home and threw rocks at his windows . "
President Juan Manuel Santos,travel.01,to Fundacion,,Affirmative,Colombian President Juan Manuel Santos traveled to Fundacion . 
Colombian President Juan Manuel Santos,say.01,country is in mourning for,,Affirmative,"The entire country is in mourning for the death of these children , Santos said upon arriving in Fundacion , accompanied by his wife . "
Colombian President Juan Manuel Santos,say.01,government would pay for,,Affirmative,Santos said the government would pay for all hospital and funeral expenses relating to the accident . 
by,use.01,"The bus ,",,Affirmative,"The bus , which was being used by an evangelical church group , caught fire one block away from the church where the children had earlier attended services . "
"The bus ,",catch.01,fire,block away from,Affirmative,"The bus , which was being used by an evangelical church group , caught fire one block away from the church where the children had earlier attended services . "
The children,attend.01,services,,Affirmative,"The bus , which was being used by an evangelical church group , caught fire one block away from the church where the children had earlier attended services . "
the Colombian Red Cross,say.01,it was sending,,Affirmative,The Red Cross said it was sending four psychologists and two volunteer specialists in psychosocial aid to help the wounded and the relatives of the victims . 
the Colombian Red Cross,send.01,four psychologists and,,Affirmative,The Red Cross said it was sending four psychologists and two volunteer specialists in psychosocial aid to help the wounded and the relatives of the victims . 
The content ( including but not,belong.01,to,,Affirmative,"The content ( including but not limited to text , photo , multimedia information , etc ) published in this site belongs to China Daily Information Co ( CDIC ) . "
