A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
- General of,share.01,a common border,,Affirmative,"An emergency meeting of the Directors - General of proximate countries of Benin , Cameroon , Chad , Niger , and Nigeria , which share a common border , has ended in a joint cross border patrol agreement . "
by,organize.01,"the National Security Adviser ,",,Affirmative,"The meeting which had in attendance the National Security Adviser , Col. Sambo Dasuki and the Comptroller General of the Nigeria Immigration Service ( NIS ) David Paradang , was organised by the Nigeria Customs Service ( NCS ) in Abuja last week , as part of efforts to win the war against terrorism in Nigeria . "
by,give.01,the mandate given by,,Affirmative,"The meeting was in pursuance to the mandate given by the 19th Conference of Directors - General of Customs of West and Central Africa of the World Customs Organization ( WCO ) at Yaoundé , recently . "
by,represented.01,The four other countries at,,Affirmative,The four other countries at the 2 - day strategic meeting were represented by a three - man delegation led by the respective Director Generals of their Customs administrations . 
by,lead.02,man delegation led by,,Affirmative,The four other countries at the 2 - day strategic meeting were represented by a three - man delegation led by the respective Director Generals of their Customs administrations . 
the Comptroller - General of,inform.01,is,,Affirmative,"Speaking at the formal opening of the meeting , the Comptroller - General of Customs Abdullahi Dikko , informed that top on the agenda is the consideration and adoption to seek the mandate of the respective governments to establish joint patrol teams along the common borders to promote security . "
the consideration and adoption,seek.01,the mandate of,,Affirmative,"Speaking at the formal opening of the meeting , the Comptroller - General of Customs Abdullahi Dikko , informed that top on the agenda is the consideration and adoption to seek the mandate of the respective governments to establish joint patrol teams along the common borders to promote security . "
joint patrol teams along,promote.02,security,,Affirmative,"Speaking at the formal opening of the meeting , the Comptroller - General of Customs Abdullahi Dikko , informed that top on the agenda is the consideration and adoption to seek the mandate of the respective governments to establish joint patrol teams along the common borders to promote security . "
the Comptroller-General of Customs Abdullahi Dikko,say.01,adoption,,Affirmative,"Also up for adoption he said , was the resolve to share timely intelligence amongst the sister administrations in all matters of cross-border crimes and to resolve to implement the Protocol on Transit Trade between the common borders as well as to deepen and facilitate trade among the countries . "
by,compound.01,the issue,,Affirmative,"We are thinking beyond the smuggling of arms and ammunition , the issue is being compounded by insurgency attacking Nigerian citizens and running away to these neighbouring countries . "
insurgency,attack.01,Nigerian citizens,,Affirmative,"We are thinking beyond the smuggling of arms and ammunition , the issue is being compounded by insurgency attacking Nigerian citizens and running away to these neighbouring countries . "
joint patrol teams along the common borders,harbour.01,criminals,,Affirmative,"Today it is Nigeria , tomorrow it may be another country , and if we are harbouring criminals in our various countries attacking our neighbours and run away to get a safe haven in another country I think we are not being fair with ourselves , Dikko said . "
joint patrol teams along the common borders,attack.01,our neighbours,,Affirmative,"Today it is Nigeria , tomorrow it may be another country , and if we are harbouring criminals in our various countries attacking our neighbours and run away to get a safe haven in another country I think we are not being fair with ourselves , Dikko said . "
joint patrol teams along the common borders,get.01,a safe haven,,Affirmative,"Today it is Nigeria , tomorrow it may be another country , and if we are harbouring criminals in our various countries attacking our neighbours and run away to get a safe haven in another country I think we are not being fair with ourselves , Dikko said . "
Abdullahi Dikko,think.01,we are not being fair with ourselves,,Affirmative,"Today it is Nigeria , tomorrow it may be another country , and if we are harbouring criminals in our various countries attacking our neighbours and run away to get a safe haven in another country I think we are not being fair with ourselves , Dikko said . "
Abdullahi Dikko,say.01,"Today it is Nigeria ,",,Affirmative,"Today it is Nigeria , tomorrow it may be another country , and if we are harbouring criminals in our various countries attacking our neighbours and run away to get a safe haven in another country I think we are not being fair with ourselves , Dikko said . "
Abdullahi Dikko,explain.01,that there had been,,Affirmative,He further explained that there had been no collaboration on border management between the countries before now and expressed the hope that with a joint border patrol and support of the heads of the various governments things will change for the better . 
Abdullahi Dikko,express.01,the hope,,Affirmative,He further explained that there had been no collaboration on border management between the countries before now and expressed the hope that with a joint border patrol and support of the heads of the various governments things will change for the better . 
the NSA,give.01,his remarks,,Affirmative,"Giving his remarks , the NSA emphasised that for Nigeria and the other countries , there was an added responsibility for customs officers to be extra vigilant and provide security at their borders especially , given the Boko Haram insurgency . "
the NSA,emphasize.01,", there was",,Affirmative,"Giving his remarks , the NSA emphasised that for Nigeria and the other countries , there was an added responsibility for customs officers to be extra vigilant and provide security at their borders especially , given the Boko Haram insurgency . "
customs officers,provide.01,security,,Affirmative,"Giving his remarks , the NSA emphasised that for Nigeria and the other countries , there was an added responsibility for customs officers to be extra vigilant and provide security at their borders especially , given the Boko Haram insurgency . "
your organisation,have.03,a role,,Affirmative,"Given all sorts of illegal activities with all the dire consequences , your organisation now more than ever before have a role to play by ensuring that terrorists , criminals , smugglers and perpetrators of illegal activities across borders do not have a field day , he said . "
"terrorists , criminals , smugglers and perpetrators of",have.03,a field day,,Affirmative,"Given all sorts of illegal activities with all the dire consequences , your organisation now more than ever before have a role to play by ensuring that terrorists , criminals , smugglers and perpetrators of illegal activities across borders do not have a field day , he said . "
Boko Haram,say.01,have,,Affirmative,"Given all sorts of illegal activities with all the dire consequences , your organisation now more than ever before have a role to play by ensuring that terrorists , criminals , smugglers and perpetrators of illegal activities across borders do not have a field day , he said . "
Abdullahi Dikko,note.01,can only be carried out successfully with collaboration of,,Affirmative,"He noted that the job of providing security at the borders can only be carried out successfully with collaboration of all security agencies present at the borders such as the police , immigration and other relevant agencies . "
The communiqué,commend.01,a joint border patrol and support of the heads of the various governments,,Affirmative,"The communiqué commended the joint border patrol currently in operation between Nigeria and Niger and urged the other countries to make consultations with their governments to seek necessary approvals to extend same to the rest of the region , work out the modalities , supporting logistics as well as the command and control structure . "
The communiqué,urge.01,The four other countries at the 2-day strategic meeting,to make consultations,Affirmative,"The communiqué commended the joint border patrol currently in operation between Nigeria and Niger and urged the other countries to make consultations with their governments to seek necessary approvals to extend same to the rest of the region , work out the modalities , supporting logistics as well as the command and control structure . "
their governments,seek.01,necessary approvals,,Affirmative,"The communiqué commended the joint border patrol currently in operation between Nigeria and Niger and urged the other countries to make consultations with their governments to seek necessary approvals to extend same to the rest of the region , work out the modalities , supporting logistics as well as the command and control structure . "
The communique,call.03,to support,,Affirmative,"It called on national governments to support joint cross borders patrols through the provision of adequate vehicles and equipment and expressed support for current efforts to establish joint border posts among countries in the proximate region , and take concrete actions to put in place the modalities for actual implementation . "
The communiqué,agree.01,on,,Affirmative,The communiqué agreed on the communication of significant seizures and method of concealment among the Customs administrations to enable the building of formidable risk profiles of cross-border operators . 
