A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,pose.02,the regional threat posed by,,Affirmative,"LAGOS -- The declaration of ' war ' on Boko Haram extremists by African leaders at a security summit in Paris is a major step to tackle the regional threat posed by the group as well as help end the insurgency if properly implemented , analysts say . "
analysts,say.01,is,,Affirmative,"LAGOS -- The declaration of ' war ' on Boko Haram extremists by African leaders at a security summit in Paris is a major step to tackle the regional threat posed by the group as well as help end the insurgency if properly implemented , analysts say . "
African leaders at a security summit in Paris,agree.01,to work together,,Affirmative,"â€œIt 's a good thing that the leaders have agreed to work together to fight Boko Haram , â€� said Nwolise Osisioma , a professor and head of political science and international relation at the University of Ibadan , southwest Nigeria . "
African leaders at a security summit in Paris,work.01,to fight,,Affirmative,"â€œIt 's a good thing that the leaders have agreed to work together to fight Boko Haram , â€� said Nwolise Osisioma , a professor and head of political science and international relation at the University of Ibadan , southwest Nigeria . "
African leaders at a security summit in Paris,fight.01,$ Boko Haram,,Affirmative,"â€œIt 's a good thing that the leaders have agreed to work together to fight Boko Haram , â€� said Nwolise Osisioma , a professor and head of political science and international relation at the University of Ibadan , southwest Nigeria . "
"Nwolise Osisioma ,",say.01,â€œIt 's,,Affirmative,"â€œIt 's a good thing that the leaders have agreed to work together to fight Boko Haram , â€� said Nwolise Osisioma , a professor and head of political science and international relation at the University of Ibadan , southwest Nigeria . "
the leaders,have.03,the political will,,Affirmative,â€œBut the leaders must have the political will to execute the decision with one mind . 
the leaders,execute.02,the decision,,Affirmative,â€œBut the leaders must have the political will to execute the decision with one mind . 
$ Boko Haram,say.01,"do , it will go",,Affirmative,"If they do , it will go a long way in checkmating Boko Haram , â€� he said . "
â€œThe leaders,tackle.01,the issue of logistics,,Affirmative,"â€œThe leaders will also have to tackle the issue of logistics , that of intelligence gathering . "
"the University of Ibadan , southwest Nigeria",have.03,military capability,,Affirmative,"Nigeria , for instance , has military capability to fight Boko Haram . "
$ Boko Haram,say.01,lacking is intelligence,,Affirmative,"What is lacking is intelligence , â€� he said . "
Nwolise Osisioma,say.01,he believed,,Affirmative,Osisioma said he believed dialogue rather than force was a better option . 
Nwolise Osisioma,believe.01,was,,Affirmative,Osisioma said he believed dialogue rather than force was a better option . 
the government,enter.01,into negotiation with,,Affirmative,"â€œIf the government had entered into negotiation with Boko Haram and met their demands in 2009 when they started their rebellion , the crisis would not have festered to this point . "
the government,meet.01,their demands,,Affirmative,"â€œIf the government had entered into negotiation with Boko Haram and met their demands in 2009 when they started their rebellion , the crisis would not have festered to this point . "
their,start.01,their rebellion,,Affirmative,"â€œIf the government had entered into negotiation with Boko Haram and met their demands in 2009 when they started their rebellion , the crisis would not have festered to this point . "
government,attend.01,to,,Affirmative,"â€œThe lesson is that when internal groups make demands , government should attend to those demands . "
$ Boko Haram,say.01,demands can transform into,,Affirmative,"If not , those demands can transform into other things which can be more devastating , â€� he said . "
Dapo Thomas of,see.01,the Paris deal,as,Affirmative,Dapo Thomas of Lagos state university sees the Paris deal as a â€œgame changerâ€� in the five - year - old Boko Haram violence . 
â€œIt,see.01,an end to,,Affirmative,"â€œIt will see an end to the Boko Haram menace if the agreement is faithfully implemented , â€� he said . "
$ Boko Haram,say.01,â€œIt will see,,Affirmative,"â€œIt will see an end to the Boko Haram menace if the agreement is faithfully implemented , â€� he said . "
"the University of Ibadan , southwest Nigeria",win.01,the battle,,Affirmative,â€œThere is no way Nigeria can win the battle alone . 
no way Nigeria can win the battle alone,need.01,the cooperation of,,Affirmative,"It needs the cooperation of neighboring countries , â€� he said . "
$ Boko Haram,say.01,It needs,,Affirmative,"It needs the cooperation of neighboring countries , â€� he said . "
$ Boko Haram,say.01,it had been established,,Affirmative,He said it had been established that Boko Haram fighters usually flee across the borders after launching their deadly attacks in Nigeria . 
Haram fighters,flee.01,across,,Affirmative,He said it had been established that Boko Haram fighters usually flee across the borders after launching their deadly attacks in Nigeria . 
Haram fighters,launch.01,their deadly attacks in Nigeria,,Affirmative,He said it had been established that Boko Haram fighters usually flee across the borders after launching their deadly attacks in Nigeria . 
$ Boko Haram,say.01,â€œIt is not,,Affirmative,"â€œIt is not a coincidence that most of the Boko Haram attacks in the northeast occur around the border areas and a joint military operation along those frontiers will go a long way in stemming such attacks , â€� he said . "
Dapo Thomas of Lagos state university,say.01,there are speculations,,Affirmative,Thomas said there are speculations that the kidnapped schoolgirls were being held around the border with Cameroon . 
Dapo Thomas of Lagos state university,call.03,for,,Affirmative,He therefore called for a full implementation of the Paris deal . 
