A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
the ANC 's,greet.01,its big victory with,,Affirmative,"The ANC greeted its big victory with jubilant celebrations but the May 7 elections confirmed the strengthening of opposition parties in South Africa with the Democratic Alliance increasing its vote while the Economic Freedom Fighters , which was contesting in its first elections barely eight months after its birth , garnered a credible 25 seats . "
the main opposition DA,increase.01,its vote,,Affirmative,"The ANC greeted its big victory with jubilant celebrations but the May 7 elections confirmed the strengthening of opposition parties in South Africa with the Democratic Alliance increasing its vote while the Economic Freedom Fighters , which was contesting in its first elections barely eight months after its birth , garnered a credible 25 seats . "
"the Economic Freedom Fighters ,",garner.01,a credible 25 seats,,Affirmative,"The ANC greeted its big victory with jubilant celebrations but the May 7 elections confirmed the strengthening of opposition parties in South Africa with the Democratic Alliance increasing its vote while the Economic Freedom Fighters , which was contesting in its first elections barely eight months after its birth , garnered a credible 25 seats . "
the ANC 's,win.01,the election,,Affirmative,"On its part , the ANC won the election with 62.1 percent of the popular vote , which was lower than the 65.9 percent it got in the last elections in 2009 . "
its part,get.05,the 65.9 percent,in,Affirmative,"On its part , the ANC won the election with 62.1 percent of the popular vote , which was lower than the 65.9 percent it got in the last elections in 2009 . "
The ruling party,win.01,million votes,,Affirmative,"The ruling party won more than 11.4 million votes in this year 's election while the main opposition DA garnered 4.1 million votes , representing 22.2 percent of the popular vote . "
the main opposition DA,garner.01,"million votes , representing",,Affirmative,"The ruling party won more than 11.4 million votes in this year 's election while the main opposition DA garnered 4.1 million votes , representing 22.2 percent of the popular vote . "
"million votes , representing",represent.01,22.2 percent of,,Affirmative,"The ruling party won more than 11.4 million votes in this year 's election while the main opposition DA garnered 4.1 million votes , representing 22.2 percent of the popular vote . "
"the DA ,",get.01,16.7 percent of,,Affirmative,"This was a significant improvement for the DA , which got 16.7 percent of the vote in the 2009 polls . "
The African National Congress,win.01,a fresh mandate,,Affirmative,"The African National Congress has won a fresh mandate to rule South Africa following hotly contested general elections on 7 May that confirmed the strengthening of prominent opposition groups , sardc.net said in an analysis of the results . "
contested general elections on,confirm.01,the strengthening of,,Affirmative,"The African National Congress has won a fresh mandate to rule South Africa following hotly contested general elections on 7 May that confirmed the strengthening of prominent opposition groups , sardc.net said in an analysis of the results . "
sardc.net,say.01,Congress has won,,Affirmative,"The African National Congress has won a fresh mandate to rule South Africa following hotly contested general elections on 7 May that confirmed the strengthening of prominent opposition groups , sardc.net said in an analysis of the results . "
