A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
California Chrome 's,wear.01,quipment,,Affirmative,"It appears there is a slight problem with a piece of quipment which California Chrome has worn for his last six races , all of which he has won - a nasal patch which helps to open , and keep open his nasal passages and something which some feel gives him an unfair advantage . "
his,win.01,a nasal patch,,Affirmative,"It appears there is a slight problem with a piece of quipment which California Chrome has worn for his last six races , all of which he has won - a nasal patch which helps to open , and keep open his nasal passages and something which some feel gives him an unfair advantage . "
a nasal patch,help.01,"to open , and keep open",,Affirmative,"It appears there is a slight problem with a piece of quipment which California Chrome has worn for his last six races , all of which he has won - a nasal patch which helps to open , and keep open his nasal passages and something which some feel gives him an unfair advantage . "
a nasal patch,keep.02,his nasal passages and something,,Affirmative,"It appears there is a slight problem with a piece of quipment which California Chrome has worn for his last six races , all of which he has won - a nasal patch which helps to open , and keep open his nasal passages and something which some feel gives him an unfair advantage . "
some feel,give.01,an unfair advantage,him,Affirmative,"It appears there is a slight problem with a piece of quipment which California Chrome has worn for his last six races , all of which he has won - a nasal patch which helps to open , and keep open his nasal passages and something which some feel gives him an unfair advantage . "
"many states , including California , Kentucky and Maryland",allow.01,its use at,,Affirmative,"While many states , including California , Kentucky and Maryland , allow its use at the race tracks , both for the horses and jockeys ( yes , they use them too ) , some , including New York , don't . "
they,use.01,they,,Affirmative,"While many states , including California , Kentucky and Maryland , allow its use at the race tracks , both for the horses and jockeys ( yes , they use them too ) , some , including New York , don't . "
York Racing Commission,rule.03,state,,Affirmative,"In fact , the New York Racing Commission rules state that only equipment specifically approved by the stewards shall be worn or carried by a jockey or a horse in a race , and so far , they have a history of denying its use . "
by,approve.01,only equipment,,Affirmative,"In fact , the New York Racing Commission rules state that only equipment specifically approved by the stewards shall be worn or carried by a jockey or a horse in a race , and so far , they have a history of denying its use . "
by,carry.01,only equipment,,Affirmative,"In fact , the New York Racing Commission rules state that only equipment specifically approved by the stewards shall be worn or carried by a jockey or a horse in a race , and so far , they have a history of denying its use . "
the stewards,have.03,a history of denying,,Affirmative,"In fact , the New York Racing Commission rules state that only equipment specifically approved by the stewards shall be worn or carried by a jockey or a horse in a race , and so far , they have a history of denying its use . "
a jockey,have.03,Another was in,,Affirmative,"In 2012 , I 'll have Another was in the same situation as California Chrome , having won both the Kentucky Derby and the Preakness . "
His owners and trainer,request.01,that they be allowed,,Affirmative,His owners and trainer requested that they be allowed to continue with their standard use of the nasal strip at the Belmont and were turned down . 
luck,have.03,their standard use of the nasal strip,,Affirmative,"He was to run without it but , as luck would have it , suffered a leg injury the day before the race and was scratched . "
"Another '' was in the same situation as California Chrome , having won both the Kentucky Derby and the Preakness",know.01,what might have been,,Affirmative,We will never know what might have been . 
many of us,use.01,Right nasal strips,to get,Affirmative,The nasal strip in question is a much larger version of the Breathe Right nasal strips which many of us use to get a good night 's sleep when suffering from colds and sinus problems and are otherwise unable to breathe through our nose . 
many of us,get.01,sleep,,Affirmative,The nasal strip in question is a much larger version of the Breathe Right nasal strips which many of us use to get a good night 's sleep when suffering from colds and sinus problems and are otherwise unable to breathe through our nose . 
The plastic strip sticks to,pull.01,the fleshy passage,open,Affirmative,"The plastic strip sticks to the outside of the nasal passages , across the bridge of the nose and actually pulls the fleshy passage open . "
many of us,scale.01,for,,Affirmative,They were actually originally designed for use on race horses and scaled down for human use . 
some in,believe.01,that they give,,Affirmative,Unfortunately some in the racing world believe that they give the equine using them a huge advantage in that more air can be taken into the lungs . 
some in the racing world,use.01,a huge advantage,in,Affirmative,Unfortunately some in the racing world believe that they give the equine using them a huge advantage in that more air can be taken into the lungs . 
owners,request.01,permission,,Affirmative,California Chrome 's owners will be formally requesting permission to use the strip when they arrive at Belmont on Tuesday . 
you,have.03,an account on,,Affirmative,"If you already have an account on this newspaper , you can login to the newspaper to add your comments . "
you,add.02,your comments,,Affirmative,"If you already have an account on this newspaper , you can login to the newspaper to add your comments . "
you,accept.01,our terms and conditions and,,Affirmative,"By adding a comment on the site , you accept our terms and conditions and our netiquette rules . "
you,see.01,something,,Affirmative,"Share your story , photo or video about something you 've seen . "
