A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The initiative,put.01,people,on,Affirmative,"The initiative would have put 70,000-100,000 more people on the Medicaid rolls at a cost to state taxpayers in the hundreds of millions of dollars over the long term . "
Republicans in,recall.02,shattered,,Affirmative,Republicans in the House and Senate recalled how past expansions in Maine shattered initial cost estimates . 
past expansions in Maine,shatter.01,initial cost estimates,,Affirmative,Republicans in the House and Senate recalled how past expansions in Maine shattered initial cost estimates . 
we,face.01,induced budget shortfalls,,Affirmative,We thought about the Medicaid - induced budget shortfalls we face every year and the massive Medicaid hospital debt we just paid off . 
our,consider.01,how Medicaid has been shortchanging,,Affirmative,"Then we considered how Medicaid has been shortchanging our nursing homes and disabled people on waitlists for years , and how those who stood to benefit from Obamacare 's Medicaid expansion are all able - bodied , working - age adults who are disproportionately young and male . "
Medicaid,shortchange.01,our nursing homes and,,Affirmative,"Then we considered how Medicaid has been shortchanging our nursing homes and disabled people on waitlists for years , and how those who stood to benefit from Obamacare 's Medicaid expansion are all able - bodied , working - age adults who are disproportionately young and male . "
from,benefit.01,those,,Affirmative,"Then we considered how Medicaid has been shortchanging our nursing homes and disabled people on waitlists for years , and how those who stood to benefit from Obamacare 's Medicaid expansion are all able - bodied , working - age adults who are disproportionately young and male . "
our,find.01,can already buy,,Affirmative,"Finally , we found that the vast majority of them can already buy their own coverage for just a few dollars per month on the federal exchange . "
the vast majority of them,buy.01,their own coverage,,Affirmative,"Finally , we found that the vast majority of them can already buy their own coverage for just a few dollars per month on the federal exchange . "
a bad deal,represent.01,the failed status quo of,,Affirmative,"All of these factors combined to make it clear that Medicaid expansion is a bad deal that represents the failed status quo of welfare dependency , not the vision for limited government and economic growth that Republican lawmakers and Gov. Paul LePage are fighting so hard to achieve here in Maine . "
The way,prove.01,Republicans made,,Affirmative,The way Medicaid expansion is playing out in other states is quickly proving that Maine Republicans made the right call by sustaining the governor 's vetoes of expansion . 
Maine Republicans,sustain.01,vetoes of expansion,,Affirmative,The way Medicaid expansion is playing out in other states is quickly proving that Maine Republicans made the right call by sustaining the governor 's vetoes of expansion . 
Arkansas,implement.01,a private option,,Affirmative,Arkansas implemented a private option Medicaid expansion similar to what Maine Democrats proposed at the end of this year 's session . 
the expansion,exceed.01,cost projections,,Affirmative,"In that state , the expansion has exceeded cost projections every single month so far this year . "
The costly disaster,lead.03,their Medicaid director,to resign,Affirmative,"The costly disaster has led their Medicaid director to resign , the state government to seek a federal bailout , and former champions of expansion to backtrack and disavow their support . "
the state government,seek.01,a federal bailout,,Affirmative,"The costly disaster has led their Medicaid director to resign , the state government to seek a federal bailout , and former champions of expansion to backtrack and disavow their support . "
the state government,disavow.01,their support,,Affirmative,"The costly disaster has led their Medicaid director to resign , the state government to seek a federal bailout , and former champions of expansion to backtrack and disavow their support . "
The Ocean State,face.01,million budget shortfall,,Affirmative,"The Ocean State is facing a $ 52 million budget shortfall because they originally estimated that 28,000 would sign up by September , but by the end of March , over 64,000 able - bodied people had already flocked to the free medical welfare . "
they,estimate.01,"that 28,000 would sign up by September",,Affirmative,"The Ocean State is facing a $ 52 million budget shortfall because they originally estimated that 28,000 would sign up by September , but by the end of March , over 64,000 able - bodied people had already flocked to the free medical welfare . "
bodied people,flock.02,to,,Affirmative,"The Ocean State is facing a $ 52 million budget shortfall because they originally estimated that 28,000 would sign up by September , but by the end of March , over 64,000 able - bodied people had already flocked to the free medical welfare . "
even the Democratic governor,exhibit.01,fiscal caution,,Affirmative,"In California , expanded Medicaid is over budget by $ 1.2 billion this year , forcing even the Democratic governor to exhibit fiscal caution and say no to special interests ' clamoring for more spending on their pet projects . "
Maine,have.03,a taste of,,Affirmative,"Maine had a taste of shattered enrollment projections back in 2003 , when we expanded Medicaid to childless adults . "
we,expand.01,Medicaid,,Affirmative,"Maine had a taste of shattered enrollment projections back in 2003 , when we expanded Medicaid to childless adults . "
We,estimate.01,"that 11,000 would sign up ,",,Affirmative,"We estimated that 11,000 would sign up , but ultimately had to cap enrollment when 25,000 had signed up two years later . "
the facts,bear.05,the wisdom of turning down,,Affirmative,"Not only are the facts bearing out the wisdom of turning down Medicaid expansion , but an increasingly informed population is turning against it as well . "
they,see.01,percent drop in support for,,Affirmative,"In Virginia , where expansion is currently being considered , they 're seeing an 18 percent drop in support for the policy in just two months , and those surveyed indicated they 're paying closer attention to the expansion debate . "
those surveyed,indicate.01,they 're paying,,Affirmative,"In Virginia , where expansion is currently being considered , they 're seeing an 18 percent drop in support for the policy in just two months , and those surveyed indicated they 're paying closer attention to the expansion debate . "
they,pay.01,closer attention,to,Affirmative,"In Virginia , where expansion is currently being considered , they 're seeing an 18 percent drop in support for the policy in just two months , and those surveyed indicated they 're paying closer attention to the expansion debate . "
expansion advocates,tout.01,high support,,Affirmative,"Here in Maine , where expansion advocates touted high support early on , the latest public poll shows that folks are roughly divided on the issue . "
the latest public poll,show.01,that folks are roughly divided on,,Affirmative,"Here in Maine , where expansion advocates touted high support early on , the latest public poll shows that folks are roughly divided on the issue . "
Republicans here in Maine,oppose.01,Medicaid expansion,,Affirmative,"Contrary to what this paper 's editorial board is fond of asserting , Republicans here in Maine did n't oppose Medicaid expansion out of some kind of ideological disdain for Obamacare ; in fact , we encouraged Medicaid expansion - eligible people to sign up for the federally funded Obamacare exchanges as an alternative to more state - funded welfare . "
we,encourage.01,eligible people,to sign up for,Affirmative,"Contrary to what this paper 's editorial board is fond of asserting , Republicans here in Maine did n't oppose Medicaid expansion out of some kind of ideological disdain for Obamacare ; in fact , we encouraged Medicaid expansion - eligible people to sign up for the federally funded Obamacare exchanges as an alternative to more state - funded welfare . "
federally,fund.01,funded Obamacare exchanges as,,Affirmative,"Contrary to what this paper 's editorial board is fond of asserting , Republicans here in Maine did n't oppose Medicaid expansion out of some kind of ideological disdain for Obamacare ; in fact , we encouraged Medicaid expansion - eligible people to sign up for the federally funded Obamacare exchanges as an alternative to more state - funded welfare . "
state,fund.01,funded welfare,,Affirmative,"Contrary to what this paper 's editorial board is fond of asserting , Republicans here in Maine did n't oppose Medicaid expansion out of some kind of ideological disdain for Obamacare ; in fact , we encouraged Medicaid expansion - eligible people to sign up for the federally funded Obamacare exchanges as an alternative to more state - funded welfare . "
We,oppose.01,expansion,,Affirmative,We opposed expansion because we take the long view . 
we,take.01,the long view,,Affirmative,We opposed expansion because we take the long view . 
we,see.01,odyssey has taken,,Affirmative,"We see where this Medicaid spending odyssey has taken Maine 's budget and what it 's currently doing to states like Arkansas , Rhode Island and California . "
this Medicaid spending odyssey,take.01,budget,,Affirmative,"We see where this Medicaid spending odyssey has taken Maine 's budget and what it 's currently doing to states like Arkansas , Rhode Island and California . "
I,doubt.01,politicians genuinely think,,Affirmative,"I do n't doubt that Democratic politicians genuinely think this is a good deal and will help people , but they 've controlled our state for the most part for decades , and we believe Maine can do better than these kinds of big - government policies . "
Democratic politicians,think.01,this is,,Affirmative,"I do n't doubt that Democratic politicians genuinely think this is a good deal and will help people , but they 've controlled our state for the most part for decades , and we believe Maine can do better than these kinds of big - government policies . "
I,help.01,people,,Affirmative,"I do n't doubt that Democratic politicians genuinely think this is a good deal and will help people , but they 've controlled our state for the most part for decades , and we believe Maine can do better than these kinds of big - government policies . "
they,control.01,our state,,Affirmative,"I do n't doubt that Democratic politicians genuinely think this is a good deal and will help people , but they 've controlled our state for the most part for decades , and we believe Maine can do better than these kinds of big - government policies . "
