A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
leader Amin Gemayel,brief.01,officials,over,Affirmative,"Kataeb party leader Amin Gemayel briefed top March 14 officials over the weekend on the results of his attempts to resolve the presidential crisis ahead of the second stage of his initiative , An Nahar newspaper reported on Monday . "
An Nahar newspaper,report.01,Gemayel briefed,,Affirmative,"Kataeb party leader Amin Gemayel briefed top March 14 officials over the weekend on the results of his attempts to resolve the presidential crisis ahead of the second stage of his initiative , An Nahar newspaper reported on Monday . "
Kataeb party leader Amin Gemayel,meet.03,with,,Affirmative,"Gemayel met with Ministers Butros Harb , Michel Pharaon and Salim al - Sayegh , and MPs Marwan Hamadeh and Dory Chamoun , in addition to March 14 general - secretariat coordinator Fares Soaid over lunch at a restaurant in Bikfaya , it said . "
MPs,say.01,Gemayel met with,,Affirmative,"Gemayel met with Ministers Butros Harb , Michel Pharaon and Salim al - Sayegh , and MPs Marwan Hamadeh and Dory Chamoun , in addition to March 14 general - secretariat coordinator Fares Soaid over lunch at a restaurant in Bikfaya , it said . "
"Gemayel ,",brief.01,top March 14 officials,on,Affirmative,"Gemayel , a former president , briefed the officials on the results of his meetings with the country 's top leaders to resolve the deadlock on the presidency and to inquire them about the steps he is planning to take in the last week before the expiry of President Michel Suleiman 's term . "
"Gemayel ,",resolve.01,the deadlock on,,Affirmative,"Gemayel , a former president , briefed the officials on the results of his meetings with the country 's top leaders to resolve the deadlock on the presidency and to inquire them about the steps he is planning to take in the last week before the expiry of President Michel Suleiman 's term . "
Kataeb party leader Amin Gemayel,plan.01,to take in,,Affirmative,"Gemayel , a former president , briefed the officials on the results of his meetings with the country 's top leaders to resolve the deadlock on the presidency and to inquire them about the steps he is planning to take in the last week before the expiry of President Michel Suleiman 's term . "
Kataeb party leader Amin Gemayel,take.01,the steps,,Affirmative,"Gemayel , a former president , briefed the officials on the results of his meetings with the country 's top leaders to resolve the deadlock on the presidency and to inquire them about the steps he is planning to take in the last week before the expiry of President Michel Suleiman 's term . "
Kataeb party leader Amin Gemayel,adopt.01,the slogan of openness on,,Affirmative,"Gemayel has adopted the slogan of openness on all the factions without exception in the six - day stage before Suleiman leaves Baabda Palace on Sunday , An Nahar said . "
President Michel Suleiman 's,leave.01,Baabda Palace,,Affirmative,"Gemayel has adopted the slogan of openness on all the factions without exception in the six - day stage before Suleiman leaves Baabda Palace on Sunday , An Nahar said . "
An Nahar,say.01,Gemayel has adopted,,Affirmative,"Gemayel has adopted the slogan of openness on all the factions without exception in the six - day stage before Suleiman leaves Baabda Palace on Sunday , An Nahar said . "
top March 14 officials,stress.01,lawmakers could continue,,Affirmative,They stressed that March 14 lawmakers could continue to attend the parliamentary sessions aimed at electing a new president . 
lawmakers,continue.01,to attend,,Affirmative,They stressed that March 14 lawmakers could continue to attend the parliamentary sessions aimed at electing a new president . 
lawmakers,attend.01,the parliamentary sessions aimed at electing,,Affirmative,They stressed that March 14 lawmakers could continue to attend the parliamentary sessions aimed at electing a new president . 
The first four rounds of,bring.01,a head of state,to,Affirmative,The first four rounds of the polls failed to bring a head of state to the country 's top Christian post after most of the March 8 camp 's MPs boycotted the elections . 
most of,boycott.01,the elections,,Affirmative,The first four rounds of the polls failed to bring a head of state to the country 's top Christian post after most of the March 8 camp 's MPs boycotted the elections . 
members,claim.01,boycott was,,Affirmative,The March 8 alliance 's members have claimed that their boycott was the result of lack of agreement on a consensual candidate . 
MPs,inform.01,Speaker Nabih Berri,that they would attend,Affirmative,March 8 MPs have informed Speaker Nabih Berri that they would attend the session but it is not clear whether they would vote or not . 
8 alliance 's members,attend.01,the session,,Affirmative,March 8 MPs have informed Speaker Nabih Berri that they would attend the session but it is not clear whether they would vote or not . 
