A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
States Justice Department,charge.05,members of,with stealing,Affirmative,"The United States Justice Department has formally charged members of the Chinese military with stealing trade secrets from American cyber targets , marking the first time in history that the United States has charged a state actor in a criminal cyber espionage case . "
States Justice Department,steal.01,trade secrets,from,Affirmative,"The United States Justice Department has formally charged members of the Chinese military with stealing trade secrets from American cyber targets , marking the first time in history that the United States has charged a state actor in a criminal cyber espionage case . "
the United States,charge.05,a state actor,,Affirmative,"The United States Justice Department has formally charged members of the Chinese military with stealing trade secrets from American cyber targets , marking the first time in history that the United States has charged a state actor in a criminal cyber espionage case . "
"General Eric Holder ,",announce.01,the charges,,Affirmative,"Attorney General Eric Holder , who announced the charges in a press conference on Monday morning , said five officers of the Chinese People 's Liberation Army stole large amounts of information from U.S. companies in Western Pennsylvania and elsewhere by hacking into their networks and maintaining prolonged unauthorized access there . "
"General Eric Holder ,",say.01,stole,,Affirmative,"Attorney General Eric Holder , who announced the charges in a press conference on Monday morning , said five officers of the Chinese People 's Liberation Army stole large amounts of information from U.S. companies in Western Pennsylvania and elsewhere by hacking into their networks and maintaining prolonged unauthorized access there . "
five officers of,steal.01,large amounts of information from,,Affirmative,"Attorney General Eric Holder , who announced the charges in a press conference on Monday morning , said five officers of the Chinese People 's Liberation Army stole large amounts of information from U.S. companies in Western Pennsylvania and elsewhere by hacking into their networks and maintaining prolonged unauthorized access there . "
The range of,demand.01,an aggressive response,,Affirmative,"The range of trade secrets and other sensitive business information stolen in this case is significant and demands an aggressive response , he said . "
Eric Holder,say.01,is significant and demands,,Affirmative,"The range of trade secrets and other sensitive business information stolen in this case is significant and demands an aggressive response , he said . "
Those companies,represent.01,"nuclear power , metals , and",,Affirmative,"Those companies represent nuclear power , metals , and solar products industries . "
Holder,emphasize.01,should serve as,,Affirmative,Holder emphasized that the charges against the Chinese military should serve as an example to other would - be cyber criminals . 
the charges against,serve.01,as,,Affirmative,Holder emphasized that the charges against the Chinese military should serve as an example to other would - be cyber criminals . 
The indictment,make.02,clear,,Affirmative,"The indictment makes clear that state actors who engage in economic espionage , even over the Internet from faraway offices in Shanghai , will be exposed for their criminal conduct and sought for apprehension and prosecution in an American court of law , he said . "
state actors,seek.01,for apprehension and prosecution,,Affirmative,"The indictment makes clear that state actors who engage in economic espionage , even over the Internet from faraway offices in Shanghai , will be exposed for their criminal conduct and sought for apprehension and prosecution in an American court of law , he said . "
SolarWorld,say.01,indictment makes clear,,Affirmative,"The indictment makes clear that state actors who engage in economic espionage , even over the Internet from faraway offices in Shanghai , will be exposed for their criminal conduct and sought for apprehension and prosecution in an American court of law , he said . "
by,protect.01,This site,,Affirmative,"Worldwide Headquarters , 1625 Prince Street , Alexandria , Virginia 22314-2882 U.S.A. This site is protected by copyright and trade mark laws under U.S. and International law . "
