A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
president Tan Sri Peter Chin,advise.01,Dato Sri Wong Soon Koh,to stop harping on,Affirmative,KUCHING : SUPP president Tan Sri Peter Chin has advised Dato Sri Wong Soon Koh to stop harping on the so - called 50/50 Formula that was supposed to resolve the party 's leadership crisis . 
Dato Sri Wong Soon Koh,stop.01,harping on,,Affirmative,KUCHING : SUPP president Tan Sri Peter Chin has advised Dato Sri Wong Soon Koh to stop harping on the so - called 50/50 Formula that was supposed to resolve the party 's leadership crisis . 
Dato Sri Wong Soon Koh,harp.01,on,,Affirmative,KUCHING : SUPP president Tan Sri Peter Chin has advised Dato Sri Wong Soon Koh to stop harping on the so - called 50/50 Formula that was supposed to resolve the party 's leadership crisis . 
called 50/50 Formula,resolve.01,leadership crisis,,Affirmative,KUCHING : SUPP president Tan Sri Peter Chin has advised Dato Sri Wong Soon Koh to stop harping on the so - called 50/50 Formula that was supposed to resolve the party 's leadership crisis . 
SUPP president Tan Sri Peter Chin,reckon.01,that Wong blamed him and,,Affirmative,Chin reckoned that Wong blamed him and his team for ' rejecting ' the formula as he ( Wong ) needed someone to take the blame for the current political situation . 
Dato Sri Wong Soon Koh,blame.01,him and,for ' rejecting ',Affirmative,Chin reckoned that Wong blamed him and his team for ' rejecting ' the formula as he ( Wong ) needed someone to take the blame for the current political situation . 
he ( Wong ),need.01,someone,,Affirmative,Chin reckoned that Wong blamed him and his team for ' rejecting ' the formula as he ( Wong ) needed someone to take the blame for the current political situation . 
someone,take.01,the blame for,,Affirmative,Chin reckoned that Wong blamed him and his team for ' rejecting ' the formula as he ( Wong ) needed someone to take the blame for the current political situation . 
SUPP president Tan Sri Peter Chin,say.01,latter should stop finding,,Affirmative,"He said since Wong had decided to join Parti Tenaga Rakyat Sarawak ( Teras ) , the latter should stop finding a scapegoat for the decision made . "
Dato Sri Wong Soon Koh,decide.01,to join,,Affirmative,"He said since Wong had decided to join Parti Tenaga Rakyat Sarawak ( Teras ) , the latter should stop finding a scapegoat for the decision made . "
Dato Sri Wong Soon Koh,join.01,Parti Tenaga Rakyat Sarawak ( Teras ),,Affirmative,"He said since Wong had decided to join Parti Tenaga Rakyat Sarawak ( Teras ) , the latter should stop finding a scapegoat for the decision made . "
the latter,stop.01,finding,,Affirmative,"He said since Wong had decided to join Parti Tenaga Rakyat Sarawak ( Teras ) , the latter should stop finding a scapegoat for the decision made . "
the latter,find.01,a scapegoat for,,Affirmative,"He said since Wong had decided to join Parti Tenaga Rakyat Sarawak ( Teras ) , the latter should stop finding a scapegoat for the decision made . "
Dato Sri Wong Soon Koh,mention.01,there was,,Affirmative,"Wong recently mentioned there was a formula of 50 per cent for him and 50 per cent for me to settle the issue , but I have been keeping quiet on this matter . "
SUPP president Tan Sri Peter Chin,settle.02,the issue,,Affirmative,"Wong recently mentioned there was a formula of 50 per cent for him and 50 per cent for me to settle the issue , but I have been keeping quiet on this matter . "
SUPP president Tan Sri Peter Chin,keep.02,quiet,,Affirmative,"Wong recently mentioned there was a formula of 50 per cent for him and 50 per cent for me to settle the issue , but I have been keeping quiet on this matter . "
Dato Sri Wong Soon Koh,decide.01,"to join Teras ,",,Affirmative,"If he has decided to join Teras , good luck to him , but do not find a scapegoat , he told reporters at the party 's headquarters here yesterday . "
Dato Sri Wong Soon Koh,join.01,"Teras ,",,Affirmative,"If he has decided to join Teras , good luck to him , but do not find a scapegoat , he told reporters at the party 's headquarters here yesterday . "
Dato Sri Wong Soon Koh,find.01,a scapegoat,,Affirmative,"If he has decided to join Teras , good luck to him , but do not find a scapegoat , he told reporters at the party 's headquarters here yesterday . "
SUPP president Tan Sri Peter Chin,explain.01,he keep mum in public,,Affirmative,Chin explained he keep mum in public because he believed the truth would ultimately prevail . 
SUPP president Tan Sri Peter Chin,keep.02,mum,in public,Affirmative,Chin explained he keep mum in public because he believed the truth would ultimately prevail . 
SUPP president Tan Sri Peter Chin,believe.01,truth would ultimately prevail,,Affirmative,Chin explained he keep mum in public because he believed the truth would ultimately prevail . 
SUPP president Tan Sri Peter Chin,say.01,anything,,Affirmative,I have not been saying anything because I know what he ( Wong ) is saying is not the truth . 
SUPP president Tan Sri Peter Chin,know.01,saying is not,,Affirmative,I have not been saying anything because I know what he ( Wong ) is saying is not the truth . 
SUPP president Tan Sri Peter Chin,say.01,There was,,Affirmative,"There was no such thing being discussed or agreement being made , said Chin . "
SUPP president Tan Sri Peter Chin,say.01,ROS left SUPP off,,Affirmative,"Chin said as far as he was concerned , the ROS left SUPP off the hook not because of any agreement . "
the ROS,leave.01,SUPP,off,Affirmative,"Chin said as far as he was concerned , the ROS left SUPP off the hook not because of any agreement . "
your blog,share.01,posts,,Affirmative,"Sorry , your blog can not share posts by email . "
