A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Saudi companies,exclude.01,`` Dutch firms,from,Affirmative,"Saudi to ban Dutch firms over Islam ' insult ' Saudi companies have been ordered to exclude Dutch firms from future projects over an anti-Islamic stunt by a far - right Dutch politician , in a royal decree made public by the Mecca chamber of commerce . "
by,make.02,public,,Affirmative,"Saudi to ban Dutch firms over Islam ' insult ' Saudi companies have been ordered to exclude Dutch firms from future projects over an anti-Islamic stunt by a far - right Dutch politician , in a royal decree made public by the Mecca chamber of commerce . "
a royal decree,ban.01,Dutch firms,from taking part in,Affirmative,"The decree bans Dutch firms from taking part in future projects in the kingdom , whether directly or through sub-contracting , according to a chamber circular seen by AFP Saturday . "
Dutch firms,take.01,part,in,Affirmative,"The decree bans Dutch firms from taking part in future projects in the kingdom , whether directly or through sub-contracting , according to a chamber circular seen by AFP Saturday . "
by,see.01,a chamber circular seen by,,Affirmative,"The decree bans Dutch firms from taking part in future projects in the kingdom , whether directly or through sub-contracting , according to a chamber circular seen by AFP Saturday . "
a royal decree,reduce.01,the number of visas,,Affirmative,It also reduces to a minimum the number of visas for Dutch companies and investors who are not part of vital projects in the kingdom . 
a royal decree,order.01,an end visits by,,Affirmative,And it orders an end visits by trade delegations between the two countries . 
lawmaker Geert Wilders,print.01,stickers imitating,,Affirmative,"In November , anti-Islamic lawmaker Geert Wilders printed stickers imitating the Saudi flag . "
stickers imitating,imitate.01,the Saudi flag,,Affirmative,"In November , anti-Islamic lawmaker Geert Wilders printed stickers imitating the Saudi flag . "
The Arabic text on,read.01,There is,,Affirmative,"The Arabic text on the flag , which reads There is no god but Allah and Muhammad is the messenger of Allah was changed to Islam is a lie , Muhammad a criminal , the Koran is poison . "
The Dutch foreign ministry,tell.01,Arabia feels insulted by Wilders,AFP,Affirmative,"The Dutch foreign ministry told AFP earlier Saturday that Saudi Arabia feels insulted by Wilders , and spokesman Friso Wijnen said this could entail commercial measures against the Netherlands . "
Saudi Arabia,feel.01,insulted,by Wilders,Affirmative,"The Dutch foreign ministry told AFP earlier Saturday that Saudi Arabia feels insulted by Wilders , and spokesman Friso Wijnen said this could entail commercial measures against the Netherlands . "
spokesman Friso Wijnen,say.01,this could entail,,Affirmative,"The Dutch foreign ministry told AFP earlier Saturday that Saudi Arabia feels insulted by Wilders , and spokesman Friso Wijnen said this could entail commercial measures against the Netherlands . "
this,entail.01,commercial measures against,,Affirmative,"The Dutch foreign ministry told AFP earlier Saturday that Saudi Arabia feels insulted by Wilders , and spokesman Friso Wijnen said this could entail commercial measures against the Netherlands . "
The Dutch government,distance.01,The Dutch government,from,Affirmative,"The Dutch government distanced itself from Wilders ' actions at the time , pointing out that the populist firebrand is not part of the government and his ideas are not representative . "
The Dutch government,point.02,firebrand is not part of,,Affirmative,"The Dutch government distanced itself from Wilders ' actions at the time , pointing out that the populist firebrand is not part of the government and his ideas are not representative . "
Party for Freedom,make.01,gains,,Affirmative,"Wilders ' Party for Freedom ( PVV ) is expected to make gains in European elections at the end of May , and has allied with other far - right parties across the continent , including France 's National Front led by Marine Le Pen . "
by,lead.02,National Front led by,,Affirmative,"Wilders ' Party for Freedom ( PVV ) is expected to make gains in European elections at the end of May , and has allied with other far - right parties across the continent , including France 's National Front led by Marine Le Pen . "
anti-Islamic lawmaker Geert Wilders,compare.01,the Koran,to,Affirmative,"Wilders previously compared the Koran to Adolf Hitler 's Mein Kampf , and claimed the religion is fascist . "
anti-Islamic lawmaker Geert Wilders,claim.01,religion is fascist,,Affirmative,"Wilders previously compared the Koran to Adolf Hitler 's Mein Kampf , and claimed the religion is fascist . "
judges,argue.01,comments were directed against,,Affirmative,"He was acquitted on charges of inciting hatred in 2011 , with judges arguing that his comments were directed against a religion rather than an ethnic group . "
anti-Islamic lawmaker Geert Wilders,ensure.01,fewer Moroccans,,Affirmative,There was recent outrage after he promised during local elections in March to ensure fewer Moroccans in the Netherlands . 
